[       5 points] regret_avg: 5.7616 | regret_pref: 0.0000 | reward_optimal: -0.0915 | reward_pref: -5.8531 | reward_npref: -8.1006
[     985 points] regret_avg: 552.8930 | regret_pref: 67.0000 | reward_optimal: 719.0524 | reward_pref: 166.1594 | reward_npref: -139.0387
[     990 points] regret_avg: 555.1520 | regret_pref: 68.0000 | reward_optimal: 719.8690 | reward_pref: 164.7170 | reward_npref: -138.7920
[     995 points] regret_avg: 560.8430 | regret_pref: 68.0000 | reward_optimal: 720.0014 | reward_pref: 159.1584 | reward_npref: -151.7471
[    1000 points] regret_avg: 562.3241 | regret_pref: 69.0000 | reward_optimal: 720.6443 | reward_pref: 158.3202 | reward_npref: -151.8076
[    1005 points] regret_avg: 563.3463 | regret_pref: 70.0000 | reward_optimal: 721.7396 | reward_pref: 158.3933 | reward_npref: -151.6570
[    1010 points] regret_avg: 563.3463 | regret_pref: 70.0000 | reward_optimal: 732.0841 | reward_pref: 168.7378 | reward_npref: -144.4950
[    1015 points] regret_avg: 566.5738 | regret_pref: 70.0000 | reward_optimal: 732.3519 | reward_pref: 165.7781 | reward_npref: -157.3415
[    1020 points] regret_avg: 572.1805 | regret_pref: 70.0000 | reward_optimal: 745.3110 | reward_pref: 173.1304 | reward_npref: -155.3145
[    1025 points] regret_avg: 573.8193 | regret_pref: 70.0000 | reward_optimal: 749.7957 | reward_pref: 175.9764 | reward_npref: -153.5316
[    1030 points] regret_avg: 573.9991 | regret_pref: 70.0000 | reward_optimal: 751.3665 | reward_pref: 177.3674 | reward_npref: -152.3174
[    1035 points] regret_avg: 575.7477 | regret_pref: 70.0000 | reward_optimal: 751.3227 | reward_pref: 175.5750 | reward_npref: -161.6065
[    1040 points] regret_avg: 579.3547 | regret_pref: 71.0000 | reward_optimal: 752.0396 | reward_pref: 172.6849 | reward_npref: -164.0632
[    1045 points] regret_avg: 580.5019 | regret_pref: 71.0000 | reward_optimal: 752.9274 | reward_pref: 172.4255 | reward_npref: -164.7229
[    1050 points] regret_avg: 582.6177 | regret_pref: 71.0000 | reward_optimal: 753.4745 | reward_pref: 170.8568 | reward_npref: -171.0183
[    1055 points] regret_avg: 583.7521 | regret_pref: 71.0000 | reward_optimal: 754.6410 | reward_pref: 170.8889 | reward_npref: -171.8229
[    1060 points] regret_avg: 584.3252 | regret_pref: 71.0000 | reward_optimal: 755.2935 | reward_pref: 170.9683 | reward_npref: -172.6743
[    1065 points] regret_avg: 588.4797 | regret_pref: 71.0000 | reward_optimal: 755.8716 | reward_pref: 167.3919 | reward_npref: -177.0898
[    1070 points] regret_avg: 589.3657 | regret_pref: 71.0000 | reward_optimal: 756.4921 | reward_pref: 167.1264 | reward_npref: -178.8081
[    1075 points] regret_avg: 593.2066 | regret_pref: 71.0000 | reward_optimal: 756.8916 | reward_pref: 163.6850 | reward_npref: -183.1357
[    1080 points] regret_avg: 593.9892 | regret_pref: 72.0000 | reward_optimal: 757.3611 | reward_pref: 163.3719 | reward_npref: -182.9625
[    1085 points] regret_avg: 595.0504 | regret_pref: 72.0000 | reward_optimal: 766.0095 | reward_pref: 170.9591 | reward_npref: -178.5273
[    1090 points] regret_avg: 596.4017 | regret_pref: 73.0000 | reward_optimal: 767.0279 | reward_pref: 170.6263 | reward_npref: -178.7137
[    1095 points] regret_avg: 596.9759 | regret_pref: 74.0000 | reward_optimal: 768.1658 | reward_pref: 171.1899 | reward_npref: -177.9473
[    1100 points] regret_avg: 599.3721 | regret_pref: 74.0000 | reward_optimal: 768.8785 | reward_pref: 169.5064 | reward_npref: -180.5467
[    1105 points] regret_avg: 604.1959 | regret_pref: 74.0000 | reward_optimal: 777.5700 | reward_pref: 173.3741 | reward_npref: -179.4416
[    1110 points] regret_avg: 606.5710 | regret_pref: 74.0000 | reward_optimal: 785.3446 | reward_pref: 178.7736 | reward_npref: -177.9107
[    1115 points] regret_avg: 608.2681 | regret_pref: 75.0000 | reward_optimal: 786.5850 | reward_pref: 178.3168 | reward_npref: -178.0939
[    1120 points] regret_avg: 610.5551 | regret_pref: 76.0000 | reward_optimal: 790.5039 | reward_pref: 179.9488 | reward_npref: -174.6458
[    1125 points] regret_avg: 615.3604 | regret_pref: 76.0000 | reward_optimal: 790.4750 | reward_pref: 175.1146 | reward_npref: -180.3270
[    1130 points] regret_avg: 615.5038 | regret_pref: 76.0000 | reward_optimal: 792.8922 | reward_pref: 177.3884 | reward_npref: -178.7583
[    1135 points] regret_avg: 619.6202 | regret_pref: 76.0000 | reward_optimal: 801.2771 | reward_pref: 181.6569 | reward_npref: -175.9917
[    1140 points] regret_avg: 622.2009 | regret_pref: 76.0000 | reward_optimal: 805.1949 | reward_pref: 182.9939 | reward_npref: -175.0562
[    1145 points] regret_avg: 623.1613 | regret_pref: 76.0000 | reward_optimal: 807.5877 | reward_pref: 184.4264 | reward_npref: -174.2414
[    1150 points] regret_avg: 624.0422 | regret_pref: 77.0000 | reward_optimal: 814.7696 | reward_pref: 190.7274 | reward_npref: -167.0595
[    1155 points] regret_avg: 634.1265 | regret_pref: 77.0000 | reward_optimal: 813.9250 | reward_pref: 179.7984 | reward_npref: -184.0981
[    1160 points] regret_avg: 635.5518 | regret_pref: 78.0000 | reward_optimal: 819.7200 | reward_pref: 184.1682 | reward_npref: -178.3030
[    1165 points] regret_avg: 635.5518 | regret_pref: 78.0000 | reward_optimal: 823.3062 | reward_pref: 187.7544 | reward_npref: -176.6150
[    1170 points] regret_avg: 636.7949 | regret_pref: 78.0000 | reward_optimal: 843.2358 | reward_pref: 206.4409 | reward_npref: -164.1401
[    1175 points] regret_avg: 637.8597 | regret_pref: 78.0000 | reward_optimal: 844.2023 | reward_pref: 206.3426 | reward_npref: -165.2610
[    1180 points] regret_avg: 641.1240 | regret_pref: 78.0000 | reward_optimal: 850.2193 | reward_pref: 209.0953 | reward_npref: -163.1929
[    1185 points] regret_avg: 641.8313 | regret_pref: 78.0000 | reward_optimal: 850.8579 | reward_pref: 209.0266 | reward_npref: -163.6630
[    1190 points] regret_avg: 645.8555 | regret_pref: 78.0000 | reward_optimal: 856.9755 | reward_pref: 211.1200 | reward_npref: -162.2780
[    1195 points] regret_avg: 647.5499 | regret_pref: 78.0000 | reward_optimal: 857.9727 | reward_pref: 210.4227 | reward_npref: -163.3668
[    1200 points] regret_avg: 649.8500 | regret_pref: 78.0000 | reward_optimal: 858.8282 | reward_pref: 208.9782 | reward_npref: -165.4584
[    1205 points] regret_avg: 650.6135 | regret_pref: 79.0000 | reward_optimal: 859.7216 | reward_pref: 209.1081 | reward_npref: -165.0056
[    1210 points] regret_avg: 655.1214 | regret_pref: 80.0000 | reward_optimal: 870.1557 | reward_pref: 215.0343 | reward_npref: -156.5082
[    1215 points] regret_avg: 656.2026 | regret_pref: 81.0000 | reward_optimal: 871.7715 | reward_pref: 215.5689 | reward_npref: -155.0851
[    1220 points] regret_avg: 661.8382 | regret_pref: 82.0000 | reward_optimal: 872.1871 | reward_pref: 210.3489 | reward_npref: -159.3230
[    1225 points] regret_avg: 663.1318 | regret_pref: 82.0000 | reward_optimal: 873.2887 | reward_pref: 210.1569 | reward_npref: -159.6087
[    1230 points] regret_avg: 670.1551 | regret_pref: 82.0000 | reward_optimal: 873.7041 | reward_pref: 203.5490 | reward_npref: -168.4666
[    1235 points] regret_avg: 671.2841 | regret_pref: 82.0000 | reward_optimal: 874.4545 | reward_pref: 203.1704 | reward_npref: -169.8322
[    1240 points] regret_avg: 671.8798 | regret_pref: 82.0000 | reward_optimal: 884.0893 | reward_pref: 212.2095 | reward_npref: -161.9828
[    1245 points] regret_avg: 675.2573 | regret_pref: 82.0000 | reward_optimal: 884.6227 | reward_pref: 209.3654 | reward_npref: -165.2699
[    1250 points] regret_avg: 675.9145 | regret_pref: 83.0000 | reward_optimal: 885.6932 | reward_pref: 209.7787 | reward_npref: -164.1995
[    1255 points] regret_avg: 675.9145 | regret_pref: 83.0000 | reward_optimal: 886.3249 | reward_pref: 210.4104 | reward_npref: -167.1293
[    1260 points] regret_avg: 676.5020 | regret_pref: 84.0000 | reward_optimal: 887.0875 | reward_pref: 210.5856 | reward_npref: -166.3667
[    1265 points] regret_avg: 679.1742 | regret_pref: 84.0000 | reward_optimal: 887.6528 | reward_pref: 208.4786 | reward_npref: -170.4319
[    1270 points] regret_avg: 679.9768 | regret_pref: 84.0000 | reward_optimal: 900.5551 | reward_pref: 220.5783 | reward_npref: -168.5864
[    1275 points] regret_avg: 682.6821 | regret_pref: 84.0000 | reward_optimal: 899.8247 | reward_pref: 217.1425 | reward_npref: -173.7686
[    1280 points] regret_avg: 692.1875 | regret_pref: 85.0000 | reward_optimal: 899.8063 | reward_pref: 207.6188 | reward_npref: -176.6403
[    1285 points] regret_avg: 696.2971 | regret_pref: 86.0000 | reward_optimal: 905.0697 | reward_pref: 208.7725 | reward_npref: -172.0210
[    1290 points] regret_avg: 698.9037 | regret_pref: 86.0000 | reward_optimal: 909.8978 | reward_pref: 210.9940 | reward_npref: -170.0750
[    1295 points] regret_avg: 699.5037 | regret_pref: 87.0000 | reward_optimal: 911.3875 | reward_pref: 211.8838 | reward_npref: -169.1024
[    1300 points] regret_avg: 703.5004 | regret_pref: 88.0000 | reward_optimal: 911.6261 | reward_pref: 208.1257 | reward_npref: -171.1166
[    1305 points] regret_avg: 704.5461 | regret_pref: 88.0000 | reward_optimal: 911.8138 | reward_pref: 207.2677 | reward_npref: -176.7363
[    1310 points] regret_avg: 704.5461 | regret_pref: 88.0000 | reward_optimal: 915.7020 | reward_pref: 211.1559 | reward_npref: -175.6348
[    1315 points] regret_avg: 709.7741 | regret_pref: 88.0000 | reward_optimal: 922.9039 | reward_pref: 213.1298 | reward_npref: -174.3704
[    1320 points] regret_avg: 710.6998 | regret_pref: 88.0000 | reward_optimal: 926.7231 | reward_pref: 216.0233 | reward_npref: -171.9348
[    1325 points] regret_avg: 710.9697 | regret_pref: 88.0000 | reward_optimal: 928.0400 | reward_pref: 217.0703 | reward_npref: -170.9791
[    1330 points] regret_avg: 711.2089 | regret_pref: 89.0000 | reward_optimal: 929.2520 | reward_pref: 218.0430 | reward_npref: -169.7672
[    1335 points] regret_avg: 711.2089 | regret_pref: 89.0000 | reward_optimal: 929.1678 | reward_pref: 217.9589 | reward_npref: -169.8552
[    1340 points] regret_avg: 716.5163 | regret_pref: 90.0000 | reward_optimal: 928.0324 | reward_pref: 211.5160 | reward_npref: -172.3183
[    1345 points] regret_avg: 728.6200 | regret_pref: 91.0000 | reward_optimal: 941.5692 | reward_pref: 212.9492 | reward_npref: -164.7438
[    1350 points] regret_avg: 728.7879 | regret_pref: 92.0000 | reward_optimal: 941.2770 | reward_pref: 212.4891 | reward_npref: -165.1242
[    1355 points] regret_avg: 733.7768 | regret_pref: 93.0000 | reward_optimal: 946.0347 | reward_pref: 212.2579 | reward_npref: -164.4028
[    1360 points] regret_avg: 735.2384 | regret_pref: 94.0000 | reward_optimal: 945.4306 | reward_pref: 210.1922 | reward_npref: -165.5032
[    1365 points] regret_avg: 742.0903 | regret_pref: 95.0000 | reward_optimal: 944.3326 | reward_pref: 202.2423 | reward_npref: -166.6013
[    1370 points] regret_avg: 742.8840 | regret_pref: 96.0000 | reward_optimal: 945.9771 | reward_pref: 203.0931 | reward_npref: -165.4035
[    1375 points] regret_avg: 742.9164 | regret_pref: 97.0000 | reward_optimal: 946.0475 | reward_pref: 203.1310 | reward_npref: -165.3384
[    1380 points] regret_avg: 744.8390 | regret_pref: 98.0000 | reward_optimal: 944.9012 | reward_pref: 200.0621 | reward_npref: -166.5180
[    1385 points] regret_avg: 750.5079 | regret_pref: 98.0000 | reward_optimal: 943.6057 | reward_pref: 193.0978 | reward_npref: -174.5369
[    1390 points] regret_avg: 750.5079 | regret_pref: 98.0000 | reward_optimal: 942.3531 | reward_pref: 191.8452 | reward_npref: -184.1303
[    1395 points] regret_avg: 752.0062 | regret_pref: 99.0000 | reward_optimal: 944.8837 | reward_pref: 192.8775 | reward_npref: -182.7561
[    1400 points] regret_avg: 752.7815 | regret_pref: 99.0000 | reward_optimal: 946.0895 | reward_pref: 193.3080 | reward_npref: -182.8001
[    1405 points] regret_avg: 754.6376 | regret_pref: 99.0000 | reward_optimal: 960.8976 | reward_pref: 206.2600 | reward_npref: -174.4934
[    1410 points] regret_avg: 760.8452 | regret_pref: 100.0000 | reward_optimal: 968.1964 | reward_pref: 207.3512 | reward_npref: -172.3682
[    1415 points] regret_avg: 766.0800 | regret_pref: 100.0000 | reward_optimal: 966.9524 | reward_pref: 200.8724 | reward_npref: -181.1651
[    1420 points] regret_avg: 767.6657 | regret_pref: 101.0000 | reward_optimal: 965.9509 | reward_pref: 198.2853 | reward_npref: -183.0762
[    1425 points] regret_avg: 771.2135 | regret_pref: 101.0000 | reward_optimal: 964.7491 | reward_pref: 193.5357 | reward_npref: -188.8507
[    1430 points] regret_avg: 775.6378 | regret_pref: 102.0000 | reward_optimal: 963.5424 | reward_pref: 187.9046 | reward_npref: -190.1502
[    1435 points] regret_avg: 778.3223 | regret_pref: 102.0000 | reward_optimal: 972.0036 | reward_pref: 193.6813 | reward_npref: -184.9133
[    1440 points] regret_avg: 779.0211 | regret_pref: 102.0000 | reward_optimal: 983.1089 | reward_pref: 204.0878 | reward_npref: -179.4151
[    1445 points] regret_avg: 779.3095 | regret_pref: 102.0000 | reward_optimal: 987.6254 | reward_pref: 208.3160 | reward_npref: -178.1409
[    1450 points] regret_avg: 781.0162 | regret_pref: 103.0000 | reward_optimal: 986.2142 | reward_pref: 205.1980 | reward_npref: -180.5776
[    1455 points] regret_avg: 781.2209 | regret_pref: 103.0000 | reward_optimal: 985.1818 | reward_pref: 203.9609 | reward_npref: -182.1495
[    1460 points] regret_avg: 782.6903 | regret_pref: 104.0000 | reward_optimal: 988.0103 | reward_pref: 205.3200 | reward_npref: -179.6844
[    1465 points] regret_avg: 788.7864 | regret_pref: 104.0000 | reward_optimal: 986.7142 | reward_pref: 197.9277 | reward_npref: -191.6491
[    1470 points] regret_avg: 789.1917 | regret_pref: 104.0000 | reward_optimal: 989.9005 | reward_pref: 200.7088 | reward_npref: -191.4549
[    1475 points] regret_avg: 790.2787 | regret_pref: 104.0000 | reward_optimal: 988.9852 | reward_pref: 198.7065 | reward_npref: -193.9751
[    1480 points] regret_avg: 794.2148 | regret_pref: 104.0000 | reward_optimal: 987.6799 | reward_pref: 193.4651 | reward_npref: -200.9205
[    1485 points] regret_avg: 795.9126 | regret_pref: 105.0000 | reward_optimal: 986.4435 | reward_pref: 190.5309 | reward_npref: -202.2402
[    1490 points] regret_avg: 801.9456 | regret_pref: 106.0000 | reward_optimal: 985.3468 | reward_pref: 183.4011 | reward_npref: -207.6114
[    1495 points] regret_avg: 803.0000 | regret_pref: 106.0000 | reward_optimal: 983.9972 | reward_pref: 180.9973 | reward_npref: -213.2018
[    1500 points] regret_avg: 803.1303 | regret_pref: 106.0000 | reward_optimal: 984.9268 | reward_pref: 181.7964 | reward_npref: -213.0638
[    1505 points] regret_avg: 814.2688 | regret_pref: 107.0000 | reward_optimal: 983.5832 | reward_pref: 169.3144 | reward_npref: -214.4073
[    1510 points] regret_avg: 818.7254 | regret_pref: 108.0000 | reward_optimal: 989.8402 | reward_pref: 171.1149 | reward_npref: -210.5490
[    1515 points] regret_avg: 828.7231 | regret_pref: 109.0000 | reward_optimal: 1003.0284 | reward_pref: 174.3053 | reward_npref: -199.8455
[    1520 points] regret_avg: 829.9180 | regret_pref: 109.0000 | reward_optimal: 1012.4944 | reward_pref: 182.5764 | reward_npref: -192.7712
[    1525 points] regret_avg: 829.9459 | regret_pref: 109.0000 | reward_optimal: 1012.0229 | reward_pref: 182.0770 | reward_npref: -193.4727
[    1530 points] regret_avg: 829.9459 | regret_pref: 109.0000 | reward_optimal: 1014.8495 | reward_pref: 184.9036 | reward_npref: -192.7111
[    1535 points] regret_avg: 836.5661 | regret_pref: 110.0000 | reward_optimal: 1026.5167 | reward_pref: 189.9506 | reward_npref: -183.2445
[    1540 points] regret_avg: 844.2003 | regret_pref: 110.0000 | reward_optimal: 1041.7322 | reward_pref: 197.5319 | reward_npref: -178.5406
[    1545 points] regret_avg: 844.9342 | regret_pref: 111.0000 | reward_optimal: 1041.4778 | reward_pref: 196.5436 | reward_npref: -178.9143
[    1550 points] regret_avg: 846.4145 | regret_pref: 112.0000 | reward_optimal: 1040.6904 | reward_pref: 194.2759 | reward_npref: -180.5805
[    1555 points] regret_avg: 849.1621 | regret_pref: 113.0000 | reward_optimal: 1039.8442 | reward_pref: 190.6821 | reward_npref: -181.6086
[    1560 points] regret_avg: 855.4103 | regret_pref: 114.0000 | reward_optimal: 1038.5643 | reward_pref: 183.1540 | reward_npref: -186.2960
[    1565 points] regret_avg: 855.4103 | regret_pref: 114.0000 | reward_optimal: 1042.7581 | reward_pref: 187.3479 | reward_npref: -185.4365
[    1570 points] regret_avg: 859.2263 | regret_pref: 114.0000 | reward_optimal: 1057.9912 | reward_pref: 198.7650 | reward_npref: -174.9739
[    1575 points] regret_avg: 862.0265 | regret_pref: 114.0000 | reward_optimal: 1065.3701 | reward_pref: 203.3436 | reward_npref: -172.2847
[    1580 points] regret_avg: 873.1530 | regret_pref: 115.0000 | reward_optimal: 1077.7321 | reward_pref: 204.5791 | reward_npref: -166.9490
[    1585 points] regret_avg: 878.5297 | regret_pref: 116.0000 | reward_optimal: 1089.9103 | reward_pref: 211.3806 | reward_npref: -156.3039
[    1590 points] regret_avg: 878.5297 | regret_pref: 116.0000 | reward_optimal: 1088.7748 | reward_pref: 210.2450 | reward_npref: -158.9457
[    1595 points] regret_avg: 879.5970 | regret_pref: 117.0000 | reward_optimal: 1088.0025 | reward_pref: 208.4055 | reward_npref: -159.7180
[    1600 points] regret_avg: 890.3983 | regret_pref: 118.0000 | reward_optimal: 1086.7417 | reward_pref: 196.3434 | reward_npref: -163.2564
[    1605 points] regret_avg: 890.4135 | regret_pref: 118.0000 | reward_optimal: 1086.4353 | reward_pref: 196.0218 | reward_npref: -164.2782
[    1610 points] regret_avg: 890.7712 | regret_pref: 118.0000 | reward_optimal: 1092.0920 | reward_pref: 201.3208 | reward_npref: -163.3864
[    1615 points] regret_avg: 898.2114 | regret_pref: 119.0000 | reward_optimal: 1090.7456 | reward_pref: 192.5343 | reward_npref: -167.0002
[    1620 points] regret_avg: 900.6110 | regret_pref: 119.0000 | reward_optimal: 1089.9522 | reward_pref: 189.3412 | reward_npref: -170.6709
[    1625 points] regret_avg: 902.8345 | regret_pref: 120.0000 | reward_optimal: 1093.7072 | reward_pref: 190.8728 | reward_npref: -168.1354
[    1630 points] regret_avg: 906.1362 | regret_pref: 121.0000 | reward_optimal: 1092.6463 | reward_pref: 186.5100 | reward_npref: -169.3361
[    1635 points] regret_avg: 910.6317 | regret_pref: 122.0000 | reward_optimal: 1098.4646 | reward_pref: 187.8329 | reward_npref: -163.5178
[    1640 points] regret_avg: 910.6721 | regret_pref: 123.0000 | reward_optimal: 1098.3336 | reward_pref: 187.6615 | reward_npref: -163.6488
[    1645 points] regret_avg: 910.9549 | regret_pref: 124.0000 | reward_optimal: 1097.6268 | reward_pref: 186.6720 | reward_npref: -164.3556
[    1650 points] regret_avg: 911.4886 | regret_pref: 124.0000 | reward_optimal: 1096.3484 | reward_pref: 184.8598 | reward_npref: -167.6006
[    1655 points] regret_avg: 912.9123 | regret_pref: 124.0000 | reward_optimal: 1103.8311 | reward_pref: 190.9188 | reward_npref: -162.0175
[    1660 points] regret_avg: 915.1176 | regret_pref: 124.0000 | reward_optimal: 1107.2458 | reward_pref: 192.1282 | reward_npref: -161.5368
[    1665 points] regret_avg: 915.4174 | regret_pref: 124.0000 | reward_optimal: 1111.9278 | reward_pref: 196.5105 | reward_npref: -162.1277
[    1670 points] regret_avg: 916.6868 | regret_pref: 124.0000 | reward_optimal: 1110.5502 | reward_pref: 193.8634 | reward_npref: -170.7789
[    1675 points] regret_avg: 917.0316 | regret_pref: 124.0000 | reward_optimal: 1115.9473 | reward_pref: 198.9157 | reward_npref: -168.8871
[    1680 points] regret_avg: 919.8091 | regret_pref: 124.0000 | reward_optimal: 1114.7028 | reward_pref: 194.8937 | reward_npref: -175.2329
[    1685 points] regret_avg: 929.5047 | regret_pref: 125.0000 | reward_optimal: 1113.3515 | reward_pref: 183.8469 | reward_npref: -182.1776
[    1690 points] regret_avg: 940.0978 | regret_pref: 126.0000 | reward_optimal: 1123.8624 | reward_pref: 183.7646 | reward_npref: -176.3216
[    1695 points] regret_avg: 949.3357 | regret_pref: 127.0000 | reward_optimal: 1122.5135 | reward_pref: 173.1778 | reward_npref: -179.1300
[    1700 points] regret_avg: 959.4629 | regret_pref: 128.0000 | reward_optimal: 1133.7624 | reward_pref: 174.2994 | reward_npref: -174.2754
[    1705 points] regret_avg: 959.8786 | regret_pref: 128.0000 | reward_optimal: 1132.8632 | reward_pref: 172.9846 | reward_npref: -177.2241
[    1710 points] regret_avg: 959.9667 | regret_pref: 128.0000 | reward_optimal: 1134.2292 | reward_pref: 174.2625 | reward_npref: -177.2202
[    1715 points] regret_avg: 961.9358 | regret_pref: 129.0000 | reward_optimal: 1149.9575 | reward_pref: 188.0217 | reward_npref: -162.4764
[    1720 points] regret_avg: 965.6709 | regret_pref: 130.0000 | reward_optimal: 1157.2620 | reward_pref: 191.5911 | reward_npref: -155.6355
[    1725 points] regret_avg: 969.6765 | regret_pref: 131.0000 | reward_optimal: 1166.2846 | reward_pref: 196.6081 | reward_npref: -148.8965
[    1730 points] regret_avg: 976.9185 | regret_pref: 132.0000 | reward_optimal: 1164.9080 | reward_pref: 187.9895 | reward_npref: -151.3819
[    1735 points] regret_avg: 988.2219 | regret_pref: 133.0000 | reward_optimal: 1177.5828 | reward_pref: 189.3609 | reward_npref: -145.8866
[    1740 points] regret_avg: 989.6921 | regret_pref: 133.0000 | reward_optimal: 1185.3173 | reward_pref: 195.6252 | reward_npref: -141.0992
[    1745 points] regret_avg: 990.2361 | regret_pref: 133.0000 | reward_optimal: 1184.4927 | reward_pref: 194.2566 | reward_npref: -143.0369
[    1750 points] regret_avg: 990.2361 | regret_pref: 133.0000 | reward_optimal: 1183.2445 | reward_pref: 193.0084 | reward_npref: -146.8965
[    1755 points] regret_avg: 992.5883 | regret_pref: 133.0000 | reward_optimal: 1187.2474 | reward_pref: 194.6590 | reward_npref: -145.8028
[    1760 points] regret_avg: 1005.4392 | regret_pref: 134.0000 | reward_optimal: 1201.7385 | reward_pref: 196.2994 | reward_npref: -131.3117
[    1765 points] regret_avg: 1007.4854 | regret_pref: 134.0000 | reward_optimal: 1200.6703 | reward_pref: 193.1850 | reward_npref: -138.2623
[    1770 points] regret_avg: 1010.6101 | regret_pref: 135.0000 | reward_optimal: 1202.9526 | reward_pref: 192.3425 | reward_npref: -135.9800
[    1775 points] regret_avg: 1015.0080 | regret_pref: 136.0000 | reward_optimal: 1212.8943 | reward_pref: 197.8862 | reward_npref: -128.5471
[    1780 points] regret_avg: 1015.0244 | regret_pref: 136.0000 | reward_optimal: 1212.3783 | reward_pref: 197.3539 | reward_npref: -129.5518
[    1785 points] regret_avg: 1018.3438 | regret_pref: 137.0000 | reward_optimal: 1211.1261 | reward_pref: 192.7822 | reward_npref: -131.4032
[    1790 points] regret_avg: 1022.6008 | regret_pref: 138.0000 | reward_optimal: 1224.6777 | reward_pref: 202.0769 | reward_npref: -119.5532
[    1795 points] regret_avg: 1028.6439 | regret_pref: 139.0000 | reward_optimal: 1223.3671 | reward_pref: 194.7232 | reward_npref: -124.9395
[    1800 points] regret_avg: 1028.9429 | regret_pref: 139.0000 | reward_optimal: 1222.8283 | reward_pref: 193.8854 | reward_npref: -126.1154
[    1805 points] regret_avg: 1030.0705 | regret_pref: 140.0000 | reward_optimal: 1221.8533 | reward_pref: 191.7828 | reward_npref: -127.7622
[    1810 points] regret_avg: 1030.5025 | regret_pref: 140.0000 | reward_optimal: 1221.1769 | reward_pref: 190.6744 | reward_npref: -128.9083
[    1815 points] regret_avg: 1030.7436 | regret_pref: 141.0000 | reward_optimal: 1220.4323 | reward_pref: 189.6887 | reward_npref: -129.6529
[    1820 points] regret_avg: 1036.1720 | regret_pref: 141.0000 | reward_optimal: 1234.8590 | reward_pref: 198.6870 | reward_npref: -124.2860
[    1825 points] regret_avg: 1036.8547 | regret_pref: 141.0000 | reward_optimal: 1238.3798 | reward_pref: 201.5251 | reward_npref: -123.0893
[    1830 points] regret_avg: 1036.8693 | regret_pref: 141.0000 | reward_optimal: 1237.9109 | reward_pref: 201.0416 | reward_npref: -124.1174
[    1835 points] regret_avg: 1041.9497 | regret_pref: 142.0000 | reward_optimal: 1249.4238 | reward_pref: 207.4741 | reward_npref: -114.7781
[    1840 points] regret_avg: 1042.3008 | regret_pref: 143.0000 | reward_optimal: 1249.9589 | reward_pref: 207.6582 | reward_npref: -114.2800
[    1845 points] regret_avg: 1042.8188 | regret_pref: 144.0000 | reward_optimal: 1249.2450 | reward_pref: 206.4262 | reward_npref: -114.9939
[    1850 points] regret_avg: 1042.9950 | regret_pref: 144.0000 | reward_optimal: 1249.7239 | reward_pref: 206.7290 | reward_npref: -114.7665
[    1855 points] regret_avg: 1051.1705 | regret_pref: 145.0000 | reward_optimal: 1259.5834 | reward_pref: 208.4129 | reward_npref: -108.0127
[    1860 points] regret_avg: 1058.7521 | regret_pref: 145.0000 | reward_optimal: 1258.1715 | reward_pref: 199.4194 | reward_npref: -119.2296
[    1865 points] regret_avg: 1064.4840 | regret_pref: 146.0000 | reward_optimal: 1257.0298 | reward_pref: 192.5458 | reward_npref: -124.2593
[    1870 points] regret_avg: 1064.8207 | regret_pref: 146.0000 | reward_optimal: 1256.2309 | reward_pref: 191.4102 | reward_npref: -126.7746
[    1875 points] regret_avg: 1066.6956 | regret_pref: 147.0000 | reward_optimal: 1259.4526 | reward_pref: 192.7570 | reward_npref: -123.5529
[    1880 points] regret_avg: 1067.7360 | regret_pref: 148.0000 | reward_optimal: 1260.2254 | reward_pref: 192.4894 | reward_npref: -123.0003
[    1885 points] regret_avg: 1069.4072 | regret_pref: 149.0000 | reward_optimal: 1259.5130 | reward_pref: 190.1057 | reward_npref: -124.4518
[    1890 points] regret_avg: 1069.4214 | regret_pref: 149.0000 | reward_optimal: 1259.2834 | reward_pref: 189.8620 | reward_npref: -124.7035
[    1895 points] regret_avg: 1075.4307 | regret_pref: 150.0000 | reward_optimal: 1271.1807 | reward_pref: 195.7500 | reward_npref: -117.3071
[    1900 points] regret_avg: 1085.5914 | regret_pref: 151.0000 | reward_optimal: 1281.4386 | reward_pref: 195.8472 | reward_npref: -112.2294
[    1905 points] regret_avg: 1085.7194 | regret_pref: 151.0000 | reward_optimal: 1281.0527 | reward_pref: 195.3333 | reward_npref: -112.9286
[    1910 points] regret_avg: 1089.3872 | regret_pref: 151.0000 | reward_optimal: 1295.6654 | reward_pref: 206.2782 | reward_npref: -105.6600
[    1915 points] regret_avg: 1093.4894 | regret_pref: 151.0000 | reward_optimal: 1308.7070 | reward_pref: 215.2176 | reward_npref: -98.3664
[    1920 points] regret_avg: 1094.3633 | regret_pref: 152.0000 | reward_optimal: 1310.5653 | reward_pref: 216.2020 | reward_npref: -97.0019
[    1925 points] regret_avg: 1102.7056 | regret_pref: 153.0000 | reward_optimal: 1318.8688 | reward_pref: 216.1632 | reward_npref: -94.5081
[    1930 points] regret_avg: 1102.9257 | regret_pref: 153.0000 | reward_optimal: 1320.4970 | reward_pref: 217.5713 | reward_npref: -94.7921
[    1935 points] regret_avg: 1114.5585 | regret_pref: 154.0000 | reward_optimal: 1333.5021 | reward_pref: 218.9436 | reward_npref: -87.5158
