[       5 points] regret_avg: 0.4988 | regret_pref: 1.0000 | reward_optimal: 0.4739 | reward_pref: -0.0249 | reward_npref: 0.1385
[     985 points] regret_avg: 89.9279 | regret_pref: 65.0000 | reward_optimal: 140.2564 | reward_pref: 50.3285 | reward_npref: 7.5804
[     990 points] regret_avg: 90.0348 | regret_pref: 65.0000 | reward_optimal: 140.7170 | reward_pref: 50.6822 | reward_npref: 7.8079
[     995 points] regret_avg: 91.5053 | regret_pref: 66.0000 | reward_optimal: 140.7081 | reward_pref: 49.2028 | reward_npref: 6.7040
[    1000 points] regret_avg: 91.7112 | regret_pref: 66.0000 | reward_optimal: 142.3822 | reward_pref: 50.6710 | reward_npref: 7.2634
[    1005 points] regret_avg: 91.8800 | regret_pref: 67.0000 | reward_optimal: 142.6820 | reward_pref: 50.8020 | reward_npref: 7.4002
[    1010 points] regret_avg: 93.6749 | regret_pref: 67.0000 | reward_optimal: 142.7450 | reward_pref: 49.0701 | reward_npref: 4.6060
[    1015 points] regret_avg: 93.6749 | regret_pref: 67.0000 | reward_optimal: 144.5822 | reward_pref: 50.9073 | reward_npref: 5.6528
[    1020 points] regret_avg: 93.8728 | regret_pref: 67.0000 | reward_optimal: 144.7187 | reward_pref: 50.8458 | reward_npref: 4.2836
[    1025 points] regret_avg: 94.1443 | regret_pref: 67.0000 | reward_optimal: 149.0874 | reward_pref: 54.9431 | reward_npref: 6.2169
[    1030 points] regret_avg: 94.5702 | regret_pref: 67.0000 | reward_optimal: 149.2968 | reward_pref: 54.7266 | reward_npref: 5.8440
[    1035 points] regret_avg: 94.7501 | regret_pref: 67.0000 | reward_optimal: 149.7509 | reward_pref: 55.0008 | reward_npref: 6.0086
[    1040 points] regret_avg: 95.4353 | regret_pref: 68.0000 | reward_optimal: 150.7185 | reward_pref: 55.2832 | reward_npref: 6.3676
[    1045 points] regret_avg: 95.4353 | regret_pref: 68.0000 | reward_optimal: 153.8329 | reward_pref: 58.3976 | reward_npref: 6.6672
[    1050 points] regret_avg: 95.6842 | regret_pref: 69.0000 | reward_optimal: 154.0459 | reward_pref: 58.3617 | reward_npref: 6.6814
[    1055 points] regret_avg: 95.6842 | regret_pref: 69.0000 | reward_optimal: 154.2704 | reward_pref: 58.5862 | reward_npref: 6.4381
[    1060 points] regret_avg: 95.9465 | regret_pref: 69.0000 | reward_optimal: 154.5002 | reward_pref: 58.5537 | reward_npref: 6.2235
[    1065 points] regret_avg: 96.3298 | regret_pref: 69.0000 | reward_optimal: 156.5794 | reward_pref: 60.2496 | reward_npref: 6.6027
[    1070 points] regret_avg: 96.9026 | regret_pref: 69.0000 | reward_optimal: 158.8894 | reward_pref: 61.9868 | reward_npref: 7.3479
[    1075 points] regret_avg: 97.3278 | regret_pref: 69.0000 | reward_optimal: 159.0553 | reward_pref: 61.7275 | reward_npref: 6.6355
[    1080 points] regret_avg: 97.5353 | regret_pref: 69.0000 | reward_optimal: 159.1952 | reward_pref: 61.6598 | reward_npref: 6.2362
[    1085 points] regret_avg: 97.9563 | regret_pref: 69.0000 | reward_optimal: 159.4173 | reward_pref: 61.4610 | reward_npref: 5.8212
[    1090 points] regret_avg: 97.9986 | regret_pref: 69.0000 | reward_optimal: 160.1214 | reward_pref: 62.1228 | reward_npref: 6.0742
[    1095 points] regret_avg: 98.5079 | regret_pref: 70.0000 | reward_optimal: 160.3042 | reward_pref: 61.7963 | reward_npref: 5.9736
[    1100 points] regret_avg: 98.9086 | regret_pref: 71.0000 | reward_optimal: 161.6149 | reward_pref: 62.7063 | reward_npref: 6.9634
[    1105 points] regret_avg: 99.0681 | regret_pref: 72.0000 | reward_optimal: 161.9048 | reward_pref: 62.8367 | reward_npref: 7.0955
[    1110 points] regret_avg: 99.3970 | regret_pref: 72.0000 | reward_optimal: 162.0974 | reward_pref: 62.7004 | reward_npref: 6.6019
[    1115 points] regret_avg: 99.3970 | regret_pref: 72.0000 | reward_optimal: 162.3272 | reward_pref: 62.9302 | reward_npref: 6.1776
[    1120 points] regret_avg: 99.5719 | regret_pref: 72.0000 | reward_optimal: 162.4212 | reward_pref: 62.8493 | reward_npref: 5.6956
[    1125 points] regret_avg: 99.5719 | regret_pref: 72.0000 | reward_optimal: 165.0175 | reward_pref: 65.4456 | reward_npref: 6.1326
[    1130 points] regret_avg: 100.4525 | regret_pref: 72.0000 | reward_optimal: 169.7384 | reward_pref: 69.2860 | reward_npref: 8.5096
[    1135 points] regret_avg: 101.4807 | regret_pref: 72.0000 | reward_optimal: 169.7337 | reward_pref: 68.2530 | reward_npref: 6.0447
[    1140 points] regret_avg: 101.6899 | regret_pref: 72.0000 | reward_optimal: 170.5978 | reward_pref: 68.9079 | reward_npref: 6.4943
[    1145 points] regret_avg: 102.2676 | regret_pref: 72.0000 | reward_optimal: 172.4778 | reward_pref: 70.2102 | reward_npref: 6.8296
[    1150 points] regret_avg: 103.1563 | regret_pref: 72.0000 | reward_optimal: 172.4421 | reward_pref: 69.2858 | reward_npref: 5.3203
[    1155 points] regret_avg: 103.2780 | regret_pref: 72.0000 | reward_optimal: 172.4963 | reward_pref: 69.2182 | reward_npref: 5.2438
[    1160 points] regret_avg: 104.6344 | regret_pref: 72.0000 | reward_optimal: 172.3306 | reward_pref: 67.6962 | reward_npref: 3.4067
[    1165 points] regret_avg: 104.7788 | regret_pref: 73.0000 | reward_optimal: 172.5614 | reward_pref: 67.7825 | reward_npref: 3.5336
[    1170 points] regret_avg: 104.8671 | regret_pref: 74.0000 | reward_optimal: 172.7625 | reward_pref: 67.8954 | reward_npref: 3.6765
[    1175 points] regret_avg: 105.8524 | regret_pref: 75.0000 | reward_optimal: 172.8673 | reward_pref: 67.0148 | reward_npref: 3.3651
[    1180 points] regret_avg: 105.8524 | regret_pref: 75.0000 | reward_optimal: 172.9073 | reward_pref: 67.0548 | reward_npref: 2.5592
[    1185 points] regret_avg: 106.1199 | regret_pref: 75.0000 | reward_optimal: 173.0340 | reward_pref: 66.9141 | reward_npref: 1.0864
[    1190 points] regret_avg: 107.4337 | regret_pref: 76.0000 | reward_optimal: 173.0411 | reward_pref: 65.6074 | reward_npref: 0.4975
[    1195 points] regret_avg: 109.8039 | regret_pref: 76.0000 | reward_optimal: 172.8895 | reward_pref: 63.0856 | reward_npref: -2.3075
[    1200 points] regret_avg: 109.8039 | regret_pref: 76.0000 | reward_optimal: 174.5959 | reward_pref: 64.7919 | reward_npref: -1.1265
[    1205 points] regret_avg: 109.9147 | regret_pref: 76.0000 | reward_optimal: 174.7898 | reward_pref: 64.8750 | reward_npref: -1.2616
[    1210 points] regret_avg: 109.9864 | regret_pref: 76.0000 | reward_optimal: 175.0114 | reward_pref: 65.0250 | reward_npref: -1.1227
[    1215 points] regret_avg: 111.5431 | regret_pref: 77.0000 | reward_optimal: 175.0606 | reward_pref: 63.5175 | reward_npref: -2.3016
[    1220 points] regret_avg: 112.5486 | regret_pref: 77.0000 | reward_optimal: 175.2036 | reward_pref: 62.6550 | reward_npref: -3.2329
[    1225 points] regret_avg: 113.5403 | regret_pref: 78.0000 | reward_optimal: 177.0046 | reward_pref: 63.4644 | reward_npref: -1.8753
[    1230 points] regret_avg: 113.6962 | regret_pref: 78.0000 | reward_optimal: 177.1832 | reward_pref: 63.4870 | reward_npref: -1.9447
[    1235 points] regret_avg: 113.6962 | regret_pref: 78.0000 | reward_optimal: 177.6392 | reward_pref: 63.9430 | reward_npref: -1.7787
[    1240 points] regret_avg: 116.7085 | regret_pref: 78.0000 | reward_optimal: 177.5358 | reward_pref: 60.8273 | reward_npref: -5.4664
[    1245 points] regret_avg: 116.7085 | regret_pref: 78.0000 | reward_optimal: 177.6169 | reward_pref: 60.9084 | reward_npref: -6.5808
[    1250 points] regret_avg: 116.9570 | regret_pref: 78.0000 | reward_optimal: 177.7328 | reward_pref: 60.7758 | reward_npref: -7.1285
[    1255 points] regret_avg: 118.7818 | regret_pref: 79.0000 | reward_optimal: 177.7592 | reward_pref: 58.9773 | reward_npref: -7.9965
[    1260 points] regret_avg: 119.8653 | regret_pref: 79.0000 | reward_optimal: 177.7639 | reward_pref: 57.8986 | reward_npref: -9.2649
[    1265 points] regret_avg: 121.5126 | regret_pref: 80.0000 | reward_optimal: 180.0381 | reward_pref: 58.5254 | reward_npref: -7.4106
[    1270 points] regret_avg: 124.4766 | regret_pref: 81.0000 | reward_optimal: 184.0451 | reward_pref: 59.5685 | reward_npref: -6.1266
[    1275 points] regret_avg: 124.4766 | regret_pref: 81.0000 | reward_optimal: 185.2144 | reward_pref: 60.7378 | reward_npref: -5.3165
[    1280 points] regret_avg: 124.6324 | regret_pref: 81.0000 | reward_optimal: 185.8552 | reward_pref: 61.2228 | reward_npref: -5.0591
[    1285 points] regret_avg: 124.7096 | regret_pref: 81.0000 | reward_optimal: 186.2067 | reward_pref: 61.4971 | reward_npref: -4.8052
[    1290 points] regret_avg: 125.3780 | regret_pref: 82.0000 | reward_optimal: 187.1216 | reward_pref: 61.7435 | reward_npref: -4.1106
[    1295 points] regret_avg: 125.9719 | regret_pref: 82.0000 | reward_optimal: 189.5129 | reward_pref: 63.5410 | reward_npref: -2.6095
[    1300 points] regret_avg: 126.1025 | regret_pref: 82.0000 | reward_optimal: 189.8372 | reward_pref: 63.7348 | reward_npref: -2.4811
[    1305 points] regret_avg: 127.6934 | regret_pref: 82.0000 | reward_optimal: 193.5013 | reward_pref: 65.8079 | reward_npref: -2.0940
[    1310 points] regret_avg: 128.3480 | regret_pref: 82.0000 | reward_optimal: 193.5724 | reward_pref: 65.2245 | reward_npref: -2.8493
[    1315 points] regret_avg: 129.6101 | regret_pref: 83.0000 | reward_optimal: 193.6640 | reward_pref: 64.0539 | reward_npref: -3.6889
[    1320 points] regret_avg: 130.9805 | regret_pref: 84.0000 | reward_optimal: 197.3374 | reward_pref: 66.3570 | reward_npref: -1.1577
[    1325 points] regret_avg: 131.5980 | regret_pref: 84.0000 | reward_optimal: 202.2997 | reward_pref: 70.7017 | reward_npref: 2.8784
[    1330 points] regret_avg: 132.7736 | regret_pref: 84.0000 | reward_optimal: 205.0188 | reward_pref: 72.2452 | reward_npref: 3.6014
[    1335 points] regret_avg: 133.0392 | regret_pref: 84.0000 | reward_optimal: 207.1640 | reward_pref: 74.1248 | reward_npref: 4.2992
[    1340 points] regret_avg: 133.1474 | regret_pref: 84.0000 | reward_optimal: 207.7668 | reward_pref: 74.6194 | reward_npref: 4.4661
[    1345 points] regret_avg: 133.8578 | regret_pref: 85.0000 | reward_optimal: 208.7621 | reward_pref: 74.9043 | reward_npref: 5.1578
[    1350 points] regret_avg: 134.9591 | regret_pref: 85.0000 | reward_optimal: 208.8053 | reward_pref: 73.8462 | reward_npref: 3.8251
[    1355 points] regret_avg: 135.1576 | regret_pref: 85.0000 | reward_optimal: 208.9087 | reward_pref: 73.7511 | reward_npref: 3.5066
[    1360 points] regret_avg: 135.6249 | regret_pref: 85.0000 | reward_optimal: 210.8058 | reward_pref: 75.1808 | reward_npref: 4.2454
[    1365 points] regret_avg: 135.9791 | regret_pref: 85.0000 | reward_optimal: 210.9493 | reward_pref: 74.9702 | reward_npref: 3.4595
[    1370 points] regret_avg: 137.5145 | regret_pref: 86.0000 | reward_optimal: 212.7702 | reward_pref: 75.2557 | reward_npref: 4.8315
[    1375 points] regret_avg: 138.7455 | regret_pref: 87.0000 | reward_optimal: 214.4571 | reward_pref: 75.7116 | reward_npref: 6.1020
[    1380 points] regret_avg: 140.9686 | regret_pref: 88.0000 | reward_optimal: 218.9325 | reward_pref: 77.9639 | reward_npref: 9.7423
[    1385 points] regret_avg: 141.2682 | regret_pref: 88.0000 | reward_optimal: 220.5538 | reward_pref: 79.2856 | reward_npref: 10.0268
[    1390 points] regret_avg: 141.3876 | regret_pref: 89.0000 | reward_optimal: 220.6351 | reward_pref: 79.2474 | reward_npref: 10.0308
[    1395 points] regret_avg: 141.7102 | regret_pref: 89.0000 | reward_optimal: 223.2370 | reward_pref: 81.5268 | reward_npref: 11.1876
[    1400 points] regret_avg: 143.4969 | regret_pref: 89.0000 | reward_optimal: 225.6702 | reward_pref: 82.1733 | reward_npref: 11.5721
[    1405 points] regret_avg: 145.1072 | regret_pref: 89.0000 | reward_optimal: 228.0488 | reward_pref: 82.9416 | reward_npref: 11.9375
[    1410 points] regret_avg: 145.2779 | regret_pref: 90.0000 | reward_optimal: 228.3477 | reward_pref: 83.0697 | reward_npref: 12.0812
[    1415 points] regret_avg: 145.7100 | regret_pref: 91.0000 | reward_optimal: 228.9374 | reward_pref: 83.2274 | reward_npref: 12.4602
[    1420 points] regret_avg: 145.8422 | regret_pref: 91.0000 | reward_optimal: 228.9568 | reward_pref: 83.1146 | reward_npref: 11.2417
[    1425 points] regret_avg: 145.9583 | regret_pref: 91.0000 | reward_optimal: 230.8340 | reward_pref: 84.8757 | reward_npref: 12.5394
[    1430 points] regret_avg: 146.2967 | regret_pref: 91.0000 | reward_optimal: 232.2177 | reward_pref: 85.9210 | reward_npref: 12.8138
[    1435 points] regret_avg: 146.5633 | regret_pref: 91.0000 | reward_optimal: 232.2422 | reward_pref: 85.6789 | reward_npref: 10.4537
[    1440 points] regret_avg: 146.7881 | regret_pref: 91.0000 | reward_optimal: 232.3439 | reward_pref: 85.5557 | reward_npref: 10.1760
[    1445 points] regret_avg: 147.7503 | regret_pref: 92.0000 | reward_optimal: 233.4773 | reward_pref: 85.7270 | reward_npref: 11.0996
[    1450 points] regret_avg: 148.0639 | regret_pref: 93.0000 | reward_optimal: 236.0002 | reward_pref: 87.9363 | reward_npref: 13.4656
[    1455 points] regret_avg: 148.4454 | regret_pref: 93.0000 | reward_optimal: 236.0252 | reward_pref: 87.5798 | reward_npref: 13.0305
[    1460 points] regret_avg: 148.7681 | regret_pref: 94.0000 | reward_optimal: 236.5854 | reward_pref: 87.8173 | reward_npref: 13.3601
[    1465 points] regret_avg: 150.0433 | regret_pref: 94.0000 | reward_optimal: 241.7030 | reward_pref: 91.6597 | reward_npref: 16.2475
[    1470 points] regret_avg: 150.1161 | regret_pref: 95.0000 | reward_optimal: 241.8213 | reward_pref: 91.7053 | reward_npref: 16.2949
[    1475 points] regret_avg: 151.6945 | regret_pref: 95.0000 | reward_optimal: 244.9944 | reward_pref: 93.2999 | reward_npref: 16.9178
[    1480 points] regret_avg: 152.3592 | regret_pref: 96.0000 | reward_optimal: 245.0924 | reward_pref: 92.7332 | reward_npref: 16.6470
[    1485 points] regret_avg: 153.1087 | regret_pref: 97.0000 | reward_optimal: 246.1256 | reward_pref: 93.0169 | reward_npref: 17.1115
[    1490 points] regret_avg: 156.6562 | regret_pref: 98.0000 | reward_optimal: 245.9583 | reward_pref: 89.3022 | reward_npref: 13.6840
[    1495 points] regret_avg: 156.6562 | regret_pref: 98.0000 | reward_optimal: 250.1959 | reward_pref: 93.5397 | reward_npref: 14.5298
[    1500 points] regret_avg: 157.0743 | regret_pref: 98.0000 | reward_optimal: 250.1146 | reward_pref: 93.0403 | reward_npref: 13.1248
[    1505 points] regret_avg: 157.1878 | regret_pref: 98.0000 | reward_optimal: 250.2331 | reward_pref: 93.0452 | reward_npref: 13.0715
[    1510 points] regret_avg: 160.8421 | regret_pref: 99.0000 | reward_optimal: 254.4901 | reward_pref: 93.6479 | reward_npref: 14.1693
[    1515 points] regret_avg: 161.5815 | regret_pref: 100.0000 | reward_optimal: 255.5351 | reward_pref: 93.9536 | reward_npref: 14.5884
[    1520 points] regret_avg: 161.8732 | regret_pref: 101.0000 | reward_optimal: 255.5482 | reward_pref: 93.6750 | reward_npref: 14.4822
[    1525 points] regret_avg: 162.9558 | regret_pref: 102.0000 | reward_optimal: 257.7414 | reward_pref: 94.7856 | reward_npref: 15.9971
[    1530 points] regret_avg: 165.3647 | regret_pref: 102.0000 | reward_optimal: 257.5400 | reward_pref: 92.1754 | reward_npref: 12.3978
[    1535 points] regret_avg: 165.4575 | regret_pref: 103.0000 | reward_optimal: 257.8634 | reward_pref: 92.4058 | reward_npref: 12.6465
[    1540 points] regret_avg: 165.4575 | regret_pref: 103.0000 | reward_optimal: 262.9884 | reward_pref: 97.5309 | reward_npref: 16.8136
[    1545 points] regret_avg: 165.5820 | regret_pref: 103.0000 | reward_optimal: 263.3421 | reward_pref: 97.7601 | reward_npref: 16.9839
[    1550 points] regret_avg: 166.5327 | regret_pref: 104.0000 | reward_optimal: 264.7562 | reward_pref: 98.2236 | reward_npref: 17.9618
[    1555 points] regret_avg: 166.8380 | regret_pref: 105.0000 | reward_optimal: 264.8488 | reward_pref: 98.0108 | reward_npref: 18.0544
[    1560 points] regret_avg: 168.5549 | regret_pref: 106.0000 | reward_optimal: 267.3802 | reward_pref: 98.8253 | reward_npref: 19.0223
[    1565 points] regret_avg: 169.1784 | regret_pref: 106.0000 | reward_optimal: 269.8961 | reward_pref: 100.7177 | reward_npref: 19.9874
[    1570 points] regret_avg: 169.6156 | regret_pref: 106.0000 | reward_optimal: 271.3194 | reward_pref: 101.7037 | reward_npref: 20.4604
[    1575 points] regret_avg: 170.0312 | regret_pref: 107.0000 | reward_optimal: 271.3995 | reward_pref: 101.3683 | reward_npref: 20.3522
[    1580 points] regret_avg: 170.2389 | regret_pref: 107.0000 | reward_optimal: 271.4422 | reward_pref: 101.2033 | reward_npref: 19.7596
[    1585 points] regret_avg: 171.6384 | regret_pref: 108.0000 | reward_optimal: 273.5124 | reward_pref: 101.8740 | reward_npref: 21.1892
[    1590 points] regret_avg: 171.7610 | regret_pref: 109.0000 | reward_optimal: 273.7234 | reward_pref: 101.9625 | reward_npref: 21.2890
[    1595 points] regret_avg: 173.2582 | regret_pref: 110.0000 | reward_optimal: 276.4021 | reward_pref: 103.1439 | reward_npref: 23.9677
[    1600 points] regret_avg: 175.2148 | regret_pref: 111.0000 | reward_optimal: 276.3965 | reward_pref: 101.1817 | reward_npref: 22.1375
[    1605 points] regret_avg: 176.4165 | regret_pref: 112.0000 | reward_optimal: 278.1712 | reward_pref: 101.7546 | reward_npref: 23.0344
[    1610 points] regret_avg: 176.7086 | regret_pref: 112.0000 | reward_optimal: 278.2078 | reward_pref: 101.4992 | reward_npref: 22.2745
[    1615 points] regret_avg: 177.4494 | regret_pref: 113.0000 | reward_optimal: 278.1536 | reward_pref: 100.7042 | reward_npref: 22.2203
[    1620 points] regret_avg: 178.6428 | regret_pref: 114.0000 | reward_optimal: 278.1617 | reward_pref: 99.5189 | reward_npref: 21.1352
[    1625 points] regret_avg: 179.0251 | regret_pref: 115.0000 | reward_optimal: 278.1895 | reward_pref: 99.1644 | reward_npref: 20.8875
[    1630 points] regret_avg: 179.6573 | regret_pref: 116.0000 | reward_optimal: 278.2699 | reward_pref: 98.6126 | reward_npref: 20.5137
[    1635 points] regret_avg: 179.7770 | regret_pref: 116.0000 | reward_optimal: 278.4032 | reward_pref: 98.6262 | reward_npref: 20.0670
[    1640 points] regret_avg: 181.5529 | regret_pref: 116.0000 | reward_optimal: 282.4830 | reward_pref: 100.9301 | reward_npref: 21.8656
[    1645 points] regret_avg: 182.6293 | regret_pref: 116.0000 | reward_optimal: 285.9401 | reward_pref: 103.3107 | reward_npref: 22.9607
[    1650 points] regret_avg: 183.8491 | regret_pref: 116.0000 | reward_optimal: 285.7637 | reward_pref: 101.9147 | reward_npref: 18.9993
[    1655 points] regret_avg: 184.2199 | regret_pref: 116.0000 | reward_optimal: 291.7102 | reward_pref: 107.4903 | reward_npref: 20.8756
[    1660 points] regret_avg: 184.2199 | regret_pref: 116.0000 | reward_optimal: 291.6455 | reward_pref: 107.4255 | reward_npref: 18.2960
[    1665 points] regret_avg: 185.3433 | regret_pref: 116.0000 | reward_optimal: 291.5133 | reward_pref: 106.1700 | reward_npref: 14.9176
[    1670 points] regret_avg: 185.3433 | regret_pref: 116.0000 | reward_optimal: 293.4834 | reward_pref: 108.1401 | reward_npref: 15.3208
[    1675 points] regret_avg: 185.7260 | regret_pref: 117.0000 | reward_optimal: 293.5856 | reward_pref: 107.8596 | reward_npref: 15.2489
[    1680 points] regret_avg: 187.3406 | regret_pref: 118.0000 | reward_optimal: 293.5250 | reward_pref: 106.1844 | reward_npref: 14.9657
[    1685 points] regret_avg: 188.6132 | regret_pref: 119.0000 | reward_optimal: 293.5722 | reward_pref: 104.9590 | reward_npref: 14.2859
[    1690 points] regret_avg: 188.6743 | regret_pref: 119.0000 | reward_optimal: 293.6740 | reward_pref: 104.9997 | reward_npref: 14.3246
[    1695 points] regret_avg: 191.8087 | regret_pref: 120.0000 | reward_optimal: 293.5221 | reward_pref: 101.7133 | reward_npref: 13.1655
[    1700 points] regret_avg: 192.4575 | regret_pref: 120.0000 | reward_optimal: 293.4975 | reward_pref: 101.0400 | reward_npref: 11.5658
[    1705 points] regret_avg: 193.6844 | regret_pref: 121.0000 | reward_optimal: 295.3083 | reward_pref: 101.6239 | reward_npref: 12.8155
[    1710 points] regret_avg: 195.2677 | regret_pref: 121.0000 | reward_optimal: 295.2390 | reward_pref: 99.9712 | reward_npref: 10.5572
[    1715 points] regret_avg: 195.3440 | regret_pref: 121.0000 | reward_optimal: 295.2968 | reward_pref: 99.9528 | reward_npref: 10.5262
[    1720 points] regret_avg: 195.6307 | regret_pref: 121.0000 | reward_optimal: 295.3344 | reward_pref: 99.7037 | reward_npref: 9.9176
[    1725 points] regret_avg: 196.8000 | regret_pref: 121.0000 | reward_optimal: 296.8165 | reward_pref: 100.0165 | reward_npref: 10.1564
[    1730 points] regret_avg: 197.1385 | regret_pref: 121.0000 | reward_optimal: 296.8243 | reward_pref: 99.6858 | reward_npref: 9.6828
[    1735 points] regret_avg: 198.9028 | regret_pref: 121.0000 | reward_optimal: 302.4854 | reward_pref: 103.5826 | reward_npref: 11.1218
[    1740 points] regret_avg: 199.3479 | regret_pref: 121.0000 | reward_optimal: 304.8700 | reward_pref: 105.5221 | reward_npref: 12.3210
[    1745 points] regret_avg: 199.6345 | regret_pref: 121.0000 | reward_optimal: 304.9333 | reward_pref: 105.2989 | reward_npref: 11.6411
[    1750 points] regret_avg: 200.8116 | regret_pref: 121.0000 | reward_optimal: 309.6557 | reward_pref: 108.8441 | reward_npref: 13.7182
[    1755 points] regret_avg: 202.1673 | regret_pref: 122.0000 | reward_optimal: 309.6415 | reward_pref: 107.4742 | reward_npref: 12.9531
[    1760 points] regret_avg: 203.7452 | regret_pref: 123.0000 | reward_optimal: 309.6082 | reward_pref: 105.8630 | reward_npref: 11.5921
[    1765 points] regret_avg: 204.7018 | regret_pref: 124.0000 | reward_optimal: 311.3285 | reward_pref: 106.6267 | reward_npref: 12.6731
[    1770 points] regret_avg: 205.6621 | regret_pref: 124.0000 | reward_optimal: 311.3311 | reward_pref: 105.6691 | reward_npref: 11.6463
[    1775 points] regret_avg: 205.7737 | regret_pref: 125.0000 | reward_optimal: 311.6961 | reward_pref: 105.9223 | reward_npref: 11.9888
[    1780 points] regret_avg: 206.3353 | regret_pref: 126.0000 | reward_optimal: 312.3935 | reward_pref: 106.0582 | reward_npref: 12.3054
[    1785 points] regret_avg: 206.3353 | regret_pref: 126.0000 | reward_optimal: 312.3181 | reward_pref: 105.9829 | reward_npref: 11.3437
[    1790 points] regret_avg: 208.1053 | regret_pref: 127.0000 | reward_optimal: 315.1685 | reward_pref: 107.0632 | reward_npref: 12.7764
[    1795 points] regret_avg: 208.2474 | regret_pref: 127.0000 | reward_optimal: 315.5582 | reward_pref: 107.3108 | reward_npref: 12.9320
[    1800 points] regret_avg: 209.6216 | regret_pref: 127.0000 | reward_optimal: 319.2401 | reward_pref: 109.6185 | reward_npref: 13.4450
[    1805 points] regret_avg: 209.6216 | regret_pref: 127.0000 | reward_optimal: 319.3033 | reward_pref: 109.6817 | reward_npref: 13.0338
[    1810 points] regret_avg: 211.1905 | regret_pref: 127.0000 | reward_optimal: 319.1583 | reward_pref: 107.9678 | reward_npref: 9.9807
[    1815 points] regret_avg: 211.3572 | regret_pref: 127.0000 | reward_optimal: 319.5537 | reward_pref: 108.1964 | reward_npref: 10.1631
[    1820 points] regret_avg: 212.7046 | regret_pref: 127.0000 | reward_optimal: 319.3266 | reward_pref: 106.6220 | reward_npref: 7.3064
[    1825 points] regret_avg: 212.9716 | regret_pref: 127.0000 | reward_optimal: 319.1728 | reward_pref: 106.2012 | reward_npref: 5.7123
[    1830 points] regret_avg: 212.9716 | regret_pref: 127.0000 | reward_optimal: 319.0996 | reward_pref: 106.1280 | reward_npref: 4.9423
[    1835 points] regret_avg: 213.8609 | regret_pref: 127.0000 | reward_optimal: 320.5441 | reward_pref: 106.6831 | reward_npref: 5.1261
[    1840 points] regret_avg: 218.0018 | regret_pref: 128.0000 | reward_optimal: 325.0379 | reward_pref: 107.0361 | reward_npref: 5.7235
[    1845 points] regret_avg: 220.7308 | regret_pref: 129.0000 | reward_optimal: 328.2052 | reward_pref: 107.4744 | reward_npref: 7.9051
[    1850 points] regret_avg: 220.7308 | regret_pref: 129.0000 | reward_optimal: 329.2292 | reward_pref: 108.4984 | reward_npref: 8.1227
[    1855 points] regret_avg: 221.2847 | regret_pref: 130.0000 | reward_optimal: 329.9291 | reward_pref: 108.6444 | reward_npref: 8.4342
[    1860 points] regret_avg: 223.5214 | regret_pref: 130.0000 | reward_optimal: 337.0951 | reward_pref: 113.5737 | reward_npref: 11.5758
[    1865 points] regret_avg: 226.2828 | regret_pref: 131.0000 | reward_optimal: 342.6338 | reward_pref: 116.3510 | reward_npref: 14.6978
[    1870 points] regret_avg: 226.5423 | regret_pref: 131.0000 | reward_optimal: 342.4644 | reward_pref: 115.9221 | reward_npref: 11.2599
[    1875 points] regret_avg: 226.6922 | regret_pref: 131.0000 | reward_optimal: 342.5426 | reward_pref: 115.8504 | reward_npref: 11.1620
[    1880 points] regret_avg: 228.4963 | regret_pref: 131.0000 | reward_optimal: 342.3450 | reward_pref: 113.8488 | reward_npref: 7.9027
[    1885 points] regret_avg: 230.6415 | regret_pref: 132.0000 | reward_optimal: 342.2616 | reward_pref: 111.6202 | reward_npref: 7.3236
[    1890 points] regret_avg: 231.9212 | regret_pref: 132.0000 | reward_optimal: 342.0804 | reward_pref: 110.1592 | reward_npref: 5.3694
[    1895 points] regret_avg: 235.4420 | regret_pref: 132.0000 | reward_optimal: 341.8546 | reward_pref: 106.4126 | reward_npref: 0.7562
[    1900 points] regret_avg: 238.4284 | regret_pref: 133.0000 | reward_optimal: 341.6512 | reward_pref: 103.2228 | reward_npref: -1.2035
[    1905 points] regret_avg: 240.8790 | regret_pref: 134.0000 | reward_optimal: 341.4357 | reward_pref: 100.5567 | reward_npref: -1.6752
[    1910 points] regret_avg: 240.9447 | regret_pref: 134.0000 | reward_optimal: 341.5158 | reward_pref: 100.5711 | reward_npref: -1.6842
[    1915 points] regret_avg: 245.8410 | regret_pref: 135.0000 | reward_optimal: 348.6524 | reward_pref: 102.8114 | reward_npref: 1.0001
[    1920 points] regret_avg: 248.7670 | regret_pref: 136.0000 | reward_optimal: 352.5709 | reward_pref: 103.8038 | reward_npref: 3.9409
[    1925 points] regret_avg: 249.0313 | regret_pref: 136.0000 | reward_optimal: 356.8046 | reward_pref: 107.7734 | reward_npref: 4.7485
[    1930 points] regret_avg: 249.0313 | regret_pref: 136.0000 | reward_optimal: 360.0448 | reward_pref: 111.0135 | reward_npref: 7.1816
[    1935 points] regret_avg: 250.0769 | regret_pref: 136.0000 | reward_optimal: 361.9165 | reward_pref: 111.8397 | reward_npref: 7.3616
[    1940 points] regret_avg: 251.2040 | regret_pref: 136.0000 | reward_optimal: 367.9370 | reward_pref: 116.7330 | reward_npref: 11.5037
[    1945 points] regret_avg: 253.0515 | regret_pref: 136.0000 | reward_optimal: 367.6968 | reward_pref: 114.6453 | reward_npref: 8.2151
