[       5 points] regret_avg: 5.7616 | regret_pref: 0.0000 | reward_optimal: -0.0915 | reward_pref: -5.8531 | reward_npref: -8.1006
[     985 points] regret_avg: 641.0842 | regret_pref: 91.0000 | reward_optimal: 719.0524 | reward_pref: 77.9682 | reward_npref: -50.8475
[     990 points] regret_avg: 641.6541 | regret_pref: 91.0000 | reward_optimal: 719.8690 | reward_pref: 78.2149 | reward_npref: -52.2899
[     995 points] regret_avg: 647.3451 | regret_pref: 91.0000 | reward_optimal: 720.0014 | reward_pref: 72.6563 | reward_npref: -65.2450
[    1000 points] regret_avg: 648.0486 | regret_pref: 91.0000 | reward_optimal: 720.6443 | reward_pref: 72.5958 | reward_npref: -66.0831
[    1005 points] regret_avg: 648.9932 | regret_pref: 91.0000 | reward_optimal: 721.7396 | reward_pref: 72.7464 | reward_npref: -66.0101
[    1010 points] regret_avg: 648.9932 | regret_pref: 91.0000 | reward_optimal: 732.0841 | reward_pref: 83.0909 | reward_npref: -58.8481
[    1015 points] regret_avg: 652.2207 | regret_pref: 91.0000 | reward_optimal: 732.3519 | reward_pref: 80.1312 | reward_npref: -71.6946
[    1020 points] regret_avg: 657.8274 | regret_pref: 91.0000 | reward_optimal: 745.3110 | reward_pref: 87.4835 | reward_npref: -69.6676
[    1025 points] regret_avg: 659.4662 | regret_pref: 91.0000 | reward_optimal: 749.7957 | reward_pref: 90.3295 | reward_npref: -67.8847
[    1030 points] regret_avg: 659.6460 | regret_pref: 91.0000 | reward_optimal: 751.3665 | reward_pref: 91.7205 | reward_npref: -66.6705
[    1035 points] regret_avg: 661.3946 | regret_pref: 91.0000 | reward_optimal: 751.3227 | reward_pref: 89.9281 | reward_npref: -75.9596
[    1040 points] regret_avg: 664.5682 | regret_pref: 91.0000 | reward_optimal: 752.0396 | reward_pref: 87.4714 | reward_npref: -78.8497
[    1045 points] regret_avg: 665.7154 | regret_pref: 91.0000 | reward_optimal: 752.9274 | reward_pref: 87.2120 | reward_npref: -79.5094
[    1050 points] regret_avg: 667.8312 | regret_pref: 91.0000 | reward_optimal: 753.4745 | reward_pref: 85.6433 | reward_npref: -85.8048
[    1055 points] regret_avg: 668.9656 | regret_pref: 91.0000 | reward_optimal: 754.6410 | reward_pref: 85.6754 | reward_npref: -86.6094
[    1060 points] regret_avg: 669.5387 | regret_pref: 91.0000 | reward_optimal: 755.2935 | reward_pref: 85.7548 | reward_npref: -87.4608
[    1065 points] regret_avg: 673.6932 | regret_pref: 91.0000 | reward_optimal: 755.8716 | reward_pref: 82.1784 | reward_npref: -91.8763
[    1070 points] regret_avg: 674.5792 | regret_pref: 91.0000 | reward_optimal: 756.4921 | reward_pref: 81.9129 | reward_npref: -93.5946
[    1075 points] regret_avg: 678.4201 | regret_pref: 91.0000 | reward_optimal: 756.8916 | reward_pref: 78.4715 | reward_npref: -97.9222
[    1080 points] regret_avg: 678.7165 | regret_pref: 91.0000 | reward_optimal: 757.3611 | reward_pref: 78.6447 | reward_npref: -98.2353
[    1085 points] regret_avg: 679.7777 | regret_pref: 91.0000 | reward_optimal: 766.0095 | reward_pref: 86.2318 | reward_npref: -93.8000
[    1090 points] regret_avg: 681.1289 | regret_pref: 92.0000 | reward_optimal: 767.0279 | reward_pref: 85.8990 | reward_npref: -93.9864
[    1095 points] regret_avg: 681.5004 | regret_pref: 92.0000 | reward_optimal: 768.1658 | reward_pref: 86.6654 | reward_npref: -93.4228
[    1100 points] regret_avg: 683.8966 | regret_pref: 92.0000 | reward_optimal: 768.8785 | reward_pref: 84.9819 | reward_npref: -96.0222
[    1105 points] regret_avg: 688.7204 | regret_pref: 92.0000 | reward_optimal: 777.5700 | reward_pref: 88.8496 | reward_npref: -94.9170
[    1110 points] regret_avg: 691.0955 | regret_pref: 92.0000 | reward_optimal: 785.3446 | reward_pref: 94.2491 | reward_npref: -93.3861
[    1115 points] regret_avg: 692.5192 | regret_pref: 92.0000 | reward_optimal: 786.5850 | reward_pref: 94.0658 | reward_npref: -93.8429
[    1120 points] regret_avg: 692.9901 | regret_pref: 92.0000 | reward_optimal: 790.5039 | reward_pref: 97.5139 | reward_npref: -92.2109
[    1125 points] regret_avg: 697.7953 | regret_pref: 92.0000 | reward_optimal: 790.4750 | reward_pref: 92.6796 | reward_npref: -97.8920
[    1130 points] regret_avg: 697.9387 | regret_pref: 92.0000 | reward_optimal: 792.8922 | reward_pref: 94.9535 | reward_npref: -96.3234
[    1135 points] regret_avg: 702.0552 | regret_pref: 92.0000 | reward_optimal: 801.2771 | reward_pref: 99.2219 | reward_npref: -93.5567
[    1140 points] regret_avg: 705.0375 | regret_pref: 93.0000 | reward_optimal: 805.1949 | reward_pref: 100.1574 | reward_npref: -92.2197
[    1145 points] regret_avg: 705.9978 | regret_pref: 93.0000 | reward_optimal: 807.5877 | reward_pref: 101.5898 | reward_npref: -91.4049
[    1150 points] regret_avg: 706.8787 | regret_pref: 94.0000 | reward_optimal: 814.7696 | reward_pref: 107.8909 | reward_npref: -84.2229
[    1155 points] regret_avg: 716.9630 | regret_pref: 94.0000 | reward_optimal: 813.9250 | reward_pref: 96.9619 | reward_npref: -101.2616
[    1160 points] regret_avg: 716.9630 | regret_pref: 94.0000 | reward_optimal: 819.7200 | reward_pref: 102.7570 | reward_npref: -96.8918
[    1165 points] regret_avg: 718.8612 | regret_pref: 95.0000 | reward_optimal: 823.3062 | reward_pref: 104.4450 | reward_npref: -93.3056
[    1170 points] regret_avg: 720.1043 | regret_pref: 95.0000 | reward_optimal: 843.2358 | reward_pref: 123.1315 | reward_npref: -80.8307
[    1175 points] regret_avg: 721.1691 | regret_pref: 95.0000 | reward_optimal: 844.2023 | reward_pref: 123.0332 | reward_npref: -81.9515
[    1180 points] regret_avg: 725.1180 | regret_pref: 96.0000 | reward_optimal: 850.2193 | reward_pref: 125.1013 | reward_npref: -79.1989
[    1185 points] regret_avg: 725.8253 | regret_pref: 96.0000 | reward_optimal: 850.8579 | reward_pref: 125.0327 | reward_npref: -79.6691
[    1190 points] regret_avg: 729.8495 | regret_pref: 96.0000 | reward_optimal: 856.9755 | reward_pref: 127.1261 | reward_npref: -78.2840
[    1195 points] regret_avg: 731.9354 | regret_pref: 97.0000 | reward_optimal: 857.9727 | reward_pref: 126.0372 | reward_npref: -78.9813
[    1200 points] regret_avg: 734.2355 | regret_pref: 97.0000 | reward_optimal: 858.8282 | reward_pref: 124.5927 | reward_npref: -81.0729
[    1205 points] regret_avg: 734.6760 | regret_pref: 97.0000 | reward_optimal: 859.7216 | reward_pref: 125.0456 | reward_npref: -80.9430
[    1210 points] regret_avg: 739.1840 | regret_pref: 98.0000 | reward_optimal: 870.1557 | reward_pref: 130.9717 | reward_npref: -72.4457
[    1215 points] regret_avg: 739.3766 | regret_pref: 98.0000 | reward_optimal: 871.7715 | reward_pref: 132.3949 | reward_npref: -71.9110
[    1220 points] regret_avg: 745.0122 | regret_pref: 99.0000 | reward_optimal: 872.1871 | reward_pref: 127.1749 | reward_npref: -76.1490
[    1225 points] regret_avg: 746.3058 | regret_pref: 99.0000 | reward_optimal: 873.2887 | reward_pref: 126.9829 | reward_npref: -76.4347
[    1230 points] regret_avg: 753.3291 | regret_pref: 99.0000 | reward_optimal: 873.7041 | reward_pref: 120.3750 | reward_npref: -85.2926
[    1235 points] regret_avg: 755.4451 | regret_pref: 100.0000 | reward_optimal: 874.4545 | reward_pref: 119.0094 | reward_npref: -85.6711
[    1240 points] regret_avg: 757.2305 | regret_pref: 101.0000 | reward_optimal: 884.0893 | reward_pref: 126.8588 | reward_npref: -76.6320
[    1245 points] regret_avg: 760.6081 | regret_pref: 101.0000 | reward_optimal: 884.6227 | reward_pref: 124.0146 | reward_npref: -79.9192
[    1250 points] regret_avg: 760.6081 | regret_pref: 101.0000 | reward_optimal: 885.6932 | reward_pref: 125.0851 | reward_npref: -79.5059
[    1255 points] regret_avg: 760.6081 | regret_pref: 101.0000 | reward_optimal: 886.3249 | reward_pref: 125.7168 | reward_npref: -82.4357
[    1260 points] regret_avg: 760.6081 | regret_pref: 101.0000 | reward_optimal: 887.0875 | reward_pref: 126.4794 | reward_npref: -82.2606
[    1265 points] regret_avg: 763.2804 | regret_pref: 101.0000 | reward_optimal: 887.6528 | reward_pref: 124.3724 | reward_npref: -86.3257
[    1270 points] regret_avg: 764.0829 | regret_pref: 101.0000 | reward_optimal: 900.5551 | reward_pref: 136.4722 | reward_npref: -84.4803
[    1275 points] regret_avg: 766.7883 | regret_pref: 101.0000 | reward_optimal: 899.8247 | reward_pref: 133.0364 | reward_npref: -89.6625
[    1280 points] regret_avg: 769.6416 | regret_pref: 101.0000 | reward_optimal: 899.8063 | reward_pref: 130.1647 | reward_npref: -99.1862
[    1285 points] regret_avg: 773.7511 | regret_pref: 102.0000 | reward_optimal: 905.0697 | reward_pref: 131.3185 | reward_npref: -94.5669
[    1290 points] regret_avg: 776.6333 | regret_pref: 103.0000 | reward_optimal: 909.8978 | reward_pref: 133.2645 | reward_npref: -92.3454
[    1295 points] regret_avg: 777.2333 | regret_pref: 104.0000 | reward_optimal: 911.3875 | reward_pref: 134.1542 | reward_npref: -91.3728
[    1300 points] regret_avg: 781.2300 | regret_pref: 105.0000 | reward_optimal: 911.6261 | reward_pref: 130.3961 | reward_npref: -93.3870
[    1305 points] regret_avg: 787.0374 | regret_pref: 106.0000 | reward_optimal: 911.8138 | reward_pref: 124.7764 | reward_npref: -94.2450
[    1310 points] regret_avg: 787.0374 | regret_pref: 106.0000 | reward_optimal: 915.7020 | reward_pref: 128.6646 | reward_npref: -93.1435
[    1315 points] regret_avg: 792.9749 | regret_pref: 107.0000 | reward_optimal: 922.9039 | reward_pref: 129.9290 | reward_npref: -91.1696
[    1320 points] regret_avg: 793.9006 | regret_pref: 107.0000 | reward_optimal: 926.7231 | reward_pref: 132.8225 | reward_npref: -88.7340
[    1325 points] regret_avg: 794.1705 | regret_pref: 107.0000 | reward_optimal: 928.0400 | reward_pref: 133.8695 | reward_npref: -87.7783
[    1330 points] regret_avg: 794.4097 | regret_pref: 108.0000 | reward_optimal: 929.2520 | reward_pref: 134.8422 | reward_npref: -86.5664
[    1335 points] regret_avg: 794.4097 | regret_pref: 108.0000 | reward_optimal: 929.1678 | reward_pref: 134.7581 | reward_npref: -86.6544
[    1340 points] regret_avg: 799.7171 | regret_pref: 109.0000 | reward_optimal: 928.0324 | reward_pref: 128.3153 | reward_npref: -89.1175
[    1345 points] regret_avg: 811.8208 | regret_pref: 110.0000 | reward_optimal: 941.5692 | reward_pref: 129.7484 | reward_npref: -81.5430
[    1350 points] regret_avg: 811.9090 | regret_pref: 110.0000 | reward_optimal: 941.2770 | reward_pref: 129.3680 | reward_npref: -82.0030
[    1355 points] regret_avg: 815.9453 | regret_pref: 110.0000 | reward_optimal: 946.0347 | reward_pref: 130.0894 | reward_npref: -82.2343
[    1360 points] regret_avg: 817.4069 | regret_pref: 111.0000 | reward_optimal: 945.4306 | reward_pref: 128.0237 | reward_npref: -83.3347
[    1365 points] regret_avg: 824.2588 | regret_pref: 112.0000 | reward_optimal: 944.3326 | reward_pref: 120.0738 | reward_npref: -84.4327
[    1370 points] regret_avg: 825.0526 | regret_pref: 113.0000 | reward_optimal: 945.9771 | reward_pref: 120.9245 | reward_npref: -83.2350
[    1375 points] regret_avg: 825.0850 | regret_pref: 114.0000 | reward_optimal: 946.0475 | reward_pref: 120.9625 | reward_npref: -83.1698
[    1380 points] regret_avg: 827.0076 | regret_pref: 115.0000 | reward_optimal: 944.9012 | reward_pref: 117.8936 | reward_npref: -84.3495
[    1385 points] regret_avg: 832.6764 | regret_pref: 115.0000 | reward_optimal: 943.6057 | reward_pref: 110.9293 | reward_npref: -92.3683
[    1390 points] regret_avg: 841.0173 | regret_pref: 116.0000 | reward_optimal: 942.3531 | reward_pref: 101.3358 | reward_npref: -93.6210
[    1395 points] regret_avg: 842.1736 | regret_pref: 116.0000 | reward_optimal: 944.8837 | reward_pref: 102.7100 | reward_npref: -92.5887
[    1400 points] regret_avg: 842.9489 | regret_pref: 116.0000 | reward_optimal: 946.0895 | reward_pref: 103.1406 | reward_npref: -92.6327
[    1405 points] regret_avg: 849.4504 | regret_pref: 117.0000 | reward_optimal: 960.8976 | reward_pref: 111.4473 | reward_npref: -79.6807
[    1410 points] regret_avg: 854.6239 | regret_pref: 117.0000 | reward_optimal: 968.1964 | reward_pref: 113.5725 | reward_npref: -78.5895
[    1415 points] regret_avg: 862.1768 | regret_pref: 118.0000 | reward_optimal: 966.9524 | reward_pref: 104.7756 | reward_npref: -85.0683
[    1420 points] regret_avg: 863.0865 | regret_pref: 118.0000 | reward_optimal: 965.9509 | reward_pref: 102.8645 | reward_npref: -87.6554
[    1425 points] regret_avg: 867.6591 | regret_pref: 119.0000 | reward_optimal: 964.7491 | reward_pref: 97.0900 | reward_npref: -92.4050
[    1430 points] regret_avg: 872.0834 | regret_pref: 120.0000 | reward_optimal: 963.5424 | reward_pref: 91.4590 | reward_npref: -93.7046
[    1435 points] regret_avg: 874.7680 | regret_pref: 120.0000 | reward_optimal: 972.0036 | reward_pref: 97.2357 | reward_npref: -88.4677
[    1440 points] regret_avg: 875.4667 | regret_pref: 120.0000 | reward_optimal: 983.1089 | reward_pref: 107.6421 | reward_npref: -82.9695
[    1445 points] regret_avg: 875.7551 | regret_pref: 120.0000 | reward_optimal: 987.6254 | reward_pref: 111.8703 | reward_npref: -81.6952
[    1450 points] regret_avg: 877.4619 | regret_pref: 121.0000 | reward_optimal: 986.2142 | reward_pref: 108.7523 | reward_npref: -84.1320
[    1455 points] regret_avg: 878.0013 | regret_pref: 122.0000 | reward_optimal: 985.1818 | reward_pref: 107.1805 | reward_npref: -85.3691
[    1460 points] regret_avg: 879.4707 | regret_pref: 123.0000 | reward_optimal: 988.0103 | reward_pref: 108.5396 | reward_npref: -82.9040
[    1465 points] regret_avg: 890.1393 | regret_pref: 124.0000 | reward_optimal: 986.7142 | reward_pref: 96.5749 | reward_npref: -90.2963
[    1470 points] regret_avg: 893.1315 | regret_pref: 125.0000 | reward_optimal: 989.9005 | reward_pref: 96.7690 | reward_npref: -87.5151
[    1475 points] regret_avg: 894.2185 | regret_pref: 125.0000 | reward_optimal: 988.9852 | reward_pref: 94.7667 | reward_npref: -90.0353
[    1480 points] regret_avg: 899.8586 | regret_pref: 126.0000 | reward_optimal: 987.6799 | reward_pref: 87.8213 | reward_npref: -95.2767
[    1485 points] regret_avg: 899.9419 | regret_pref: 126.0000 | reward_optimal: 986.4435 | reward_pref: 86.5016 | reward_npref: -98.2109
[    1490 points] regret_avg: 905.9749 | regret_pref: 127.0000 | reward_optimal: 985.3468 | reward_pref: 79.3719 | reward_npref: -103.5821
[    1495 points] regret_avg: 910.2159 | regret_pref: 128.0000 | reward_optimal: 983.9972 | reward_pref: 73.7814 | reward_npref: -105.9860
[    1500 points] regret_avg: 910.3462 | regret_pref: 128.0000 | reward_optimal: 984.9268 | reward_pref: 74.5805 | reward_npref: -105.8479
[    1505 points] regret_avg: 910.3462 | regret_pref: 128.0000 | reward_optimal: 983.5832 | reward_pref: 73.2370 | reward_npref: -118.3299
[    1510 points] regret_avg: 914.8027 | regret_pref: 129.0000 | reward_optimal: 989.8402 | reward_pref: 75.0375 | reward_npref: -114.4716
[    1515 points] regret_avg: 924.8005 | regret_pref: 130.0000 | reward_optimal: 1003.0284 | reward_pref: 78.2279 | reward_npref: -103.7681
[    1520 points] regret_avg: 927.1923 | regret_pref: 131.0000 | reward_optimal: 1012.4944 | reward_pref: 85.3021 | reward_npref: -95.4969
[    1525 points] regret_avg: 927.2202 | regret_pref: 131.0000 | reward_optimal: 1012.0229 | reward_pref: 84.8027 | reward_npref: -96.1984
[    1530 points] regret_avg: 929.2852 | regret_pref: 132.0000 | reward_optimal: 1014.8495 | reward_pref: 85.5643 | reward_npref: -93.3718
[    1535 points] regret_avg: 935.9054 | regret_pref: 133.0000 | reward_optimal: 1026.5167 | reward_pref: 90.6113 | reward_npref: -83.9052
[    1540 points] regret_avg: 946.4169 | regret_pref: 134.0000 | reward_optimal: 1041.7322 | reward_pref: 95.3152 | reward_npref: -76.3239
[    1545 points] regret_avg: 947.1508 | regret_pref: 135.0000 | reward_optimal: 1041.4778 | reward_pref: 94.3269 | reward_npref: -76.6977
[    1550 points] regret_avg: 948.0297 | regret_pref: 135.0000 | reward_optimal: 1040.6904 | reward_pref: 92.6607 | reward_npref: -78.9654
[    1555 points] regret_avg: 948.2115 | regret_pref: 135.0000 | reward_optimal: 1039.8442 | reward_pref: 91.6326 | reward_npref: -82.5592
[    1560 points] regret_avg: 951.6190 | regret_pref: 135.0000 | reward_optimal: 1038.5643 | reward_pref: 86.9452 | reward_npref: -90.0872
[    1565 points] regret_avg: 951.6190 | regret_pref: 135.0000 | reward_optimal: 1042.7581 | reward_pref: 91.1391 | reward_npref: -89.2277
[    1570 points] regret_avg: 956.3896 | regret_pref: 136.0000 | reward_optimal: 1057.9912 | reward_pref: 101.6017 | reward_npref: -77.8106
[    1575 points] regret_avg: 961.0792 | regret_pref: 137.0000 | reward_optimal: 1065.3701 | reward_pref: 104.2908 | reward_npref: -73.2320
[    1580 points] regret_avg: 972.2058 | regret_pref: 138.0000 | reward_optimal: 1077.7321 | reward_pref: 105.5263 | reward_npref: -67.8963
[    1585 points] regret_avg: 973.7388 | regret_pref: 138.0000 | reward_optimal: 1089.9103 | reward_pref: 116.1715 | reward_npref: -61.0948
[    1590 points] regret_avg: 973.7388 | regret_pref: 138.0000 | reward_optimal: 1088.7748 | reward_pref: 115.0359 | reward_npref: -63.7366
[    1595 points] regret_avg: 974.8061 | regret_pref: 139.0000 | reward_optimal: 1088.0025 | reward_pref: 113.1965 | reward_npref: -64.5089
[    1600 points] regret_avg: 985.6074 | regret_pref: 140.0000 | reward_optimal: 1086.7417 | reward_pref: 101.1343 | reward_npref: -68.0473
[    1605 points] regret_avg: 986.3228 | regret_pref: 141.0000 | reward_optimal: 1086.4353 | reward_pref: 100.1125 | reward_npref: -68.3689
[    1610 points] regret_avg: 991.0877 | regret_pref: 142.0000 | reward_optimal: 1092.0920 | reward_pref: 101.0044 | reward_npref: -63.0699
[    1615 points] regret_avg: 993.3551 | regret_pref: 142.0000 | reward_optimal: 1090.7456 | reward_pref: 97.3905 | reward_npref: -71.8564
[    1620 points] regret_avg: 996.2323 | regret_pref: 143.0000 | reward_optimal: 1089.9522 | reward_pref: 93.7199 | reward_npref: -75.0496
[    1625 points] regret_avg: 998.4558 | regret_pref: 144.0000 | reward_optimal: 1093.7072 | reward_pref: 95.2514 | reward_npref: -72.5141
[    1630 points] regret_avg: 1001.7575 | regret_pref: 145.0000 | reward_optimal: 1092.6463 | reward_pref: 90.8887 | reward_npref: -73.7148
[    1635 points] regret_avg: 1006.2530 | regret_pref: 146.0000 | reward_optimal: 1098.4646 | reward_pref: 92.2116 | reward_npref: -67.8965
[    1640 points] regret_avg: 1006.2530 | regret_pref: 146.0000 | reward_optimal: 1098.3336 | reward_pref: 92.0806 | reward_npref: -68.0679
[    1645 points] regret_avg: 1006.5358 | regret_pref: 147.0000 | reward_optimal: 1097.6268 | reward_pref: 91.0911 | reward_npref: -68.7747
[    1650 points] regret_avg: 1007.0695 | regret_pref: 147.0000 | reward_optimal: 1096.3484 | reward_pref: 89.2789 | reward_npref: -72.0197
[    1655 points] regret_avg: 1008.9691 | regret_pref: 148.0000 | reward_optimal: 1103.8311 | reward_pref: 94.8620 | reward_npref: -65.9607
[    1660 points] regret_avg: 1011.1743 | regret_pref: 148.0000 | reward_optimal: 1107.2458 | reward_pref: 96.0715 | reward_npref: -65.4801
[    1665 points] regret_avg: 1016.4472 | regret_pref: 149.0000 | reward_optimal: 1111.9278 | reward_pref: 95.4806 | reward_npref: -61.0978
[    1670 points] regret_avg: 1023.7209 | regret_pref: 150.0000 | reward_optimal: 1110.5502 | reward_pref: 86.8293 | reward_npref: -63.7449
[    1675 points] regret_avg: 1027.2261 | regret_pref: 151.0000 | reward_optimal: 1115.9473 | reward_pref: 88.7212 | reward_npref: -58.6926
[    1680 points] regret_avg: 1030.0037 | regret_pref: 151.0000 | reward_optimal: 1114.7028 | reward_pref: 84.6992 | reward_npref: -65.0384
[    1685 points] regret_avg: 1039.6992 | regret_pref: 152.0000 | reward_optimal: 1113.3515 | reward_pref: 73.6523 | reward_npref: -71.9831
[    1690 points] regret_avg: 1050.2923 | regret_pref: 153.0000 | reward_optimal: 1123.8624 | reward_pref: 73.5701 | reward_npref: -66.1271
[    1695 points] regret_avg: 1059.5302 | regret_pref: 154.0000 | reward_optimal: 1122.5135 | reward_pref: 62.9833 | reward_npref: -68.9355
[    1700 points] regret_avg: 1069.6575 | regret_pref: 155.0000 | reward_optimal: 1133.7624 | reward_pref: 64.1049 | reward_npref: -64.0809
[    1705 points] regret_avg: 1071.7070 | regret_pref: 156.0000 | reward_optimal: 1132.8632 | reward_pref: 61.1562 | reward_npref: -65.3957
[    1710 points] regret_avg: 1071.7951 | regret_pref: 156.0000 | reward_optimal: 1134.2292 | reward_pref: 62.4341 | reward_npref: -65.3918
[    1715 points] regret_avg: 1073.7642 | regret_pref: 157.0000 | reward_optimal: 1149.9575 | reward_pref: 76.1933 | reward_npref: -50.6480
[    1720 points] regret_avg: 1077.4993 | regret_pref: 158.0000 | reward_optimal: 1157.2620 | reward_pref: 79.7627 | reward_npref: -43.8072
[    1725 points] regret_avg: 1081.5049 | regret_pref: 159.0000 | reward_optimal: 1166.2846 | reward_pref: 84.7797 | reward_npref: -37.0681
[    1730 points] regret_avg: 1088.7469 | regret_pref: 160.0000 | reward_optimal: 1164.9080 | reward_pref: 76.1611 | reward_npref: -39.5535
[    1735 points] regret_avg: 1095.9265 | regret_pref: 160.0000 | reward_optimal: 1177.5828 | reward_pref: 81.6564 | reward_npref: -38.1821
[    1740 points] regret_avg: 1097.3967 | regret_pref: 160.0000 | reward_optimal: 1185.3173 | reward_pref: 87.9207 | reward_npref: -33.3946
[    1745 points] regret_avg: 1098.5098 | regret_pref: 161.0000 | reward_optimal: 1184.4927 | reward_pref: 85.9830 | reward_npref: -34.7632
[    1750 points] regret_avg: 1101.1212 | regret_pref: 162.0000 | reward_optimal: 1183.2445 | reward_pref: 82.1233 | reward_npref: -36.0114
[    1755 points] regret_avg: 1103.4734 | regret_pref: 162.0000 | reward_optimal: 1187.2474 | reward_pref: 83.7739 | reward_npref: -34.9177
[    1760 points] regret_avg: 1103.4734 | regret_pref: 162.0000 | reward_optimal: 1201.7385 | reward_pref: 98.2651 | reward_npref: -33.2774
[    1765 points] regret_avg: 1109.3559 | regret_pref: 163.0000 | reward_optimal: 1200.6703 | reward_pref: 91.3145 | reward_npref: -36.3918
[    1770 points] regret_avg: 1112.4806 | regret_pref: 164.0000 | reward_optimal: 1202.9526 | reward_pref: 90.4720 | reward_npref: -34.1095
[    1775 points] regret_avg: 1116.8786 | regret_pref: 165.0000 | reward_optimal: 1212.8943 | reward_pref: 96.0157 | reward_npref: -26.6765
[    1780 points] regret_avg: 1117.3674 | regret_pref: 166.0000 | reward_optimal: 1212.3783 | reward_pref: 95.0109 | reward_npref: -27.2089
[    1785 points] regret_avg: 1117.9665 | regret_pref: 166.0000 | reward_optimal: 1211.1261 | reward_pref: 93.1596 | reward_npref: -31.7805
[    1790 points] regret_avg: 1119.6681 | regret_pref: 166.0000 | reward_optimal: 1224.6777 | reward_pref: 105.0095 | reward_npref: -22.4859
[    1795 points] regret_avg: 1125.7113 | regret_pref: 167.0000 | reward_optimal: 1223.3671 | reward_pref: 97.6559 | reward_npref: -27.8721
[    1800 points] regret_avg: 1126.0103 | regret_pref: 167.0000 | reward_optimal: 1222.8283 | reward_pref: 96.8180 | reward_npref: -29.0481
[    1805 points] regret_avg: 1126.6821 | regret_pref: 167.0000 | reward_optimal: 1221.8533 | reward_pref: 95.1712 | reward_npref: -31.1506
[    1810 points] regret_avg: 1127.1141 | regret_pref: 167.0000 | reward_optimal: 1221.1769 | reward_pref: 94.0628 | reward_npref: -32.2967
[    1815 points] regret_avg: 1127.1141 | regret_pref: 167.0000 | reward_optimal: 1220.4323 | reward_pref: 93.3182 | reward_npref: -33.2824
[    1820 points] regret_avg: 1136.1739 | regret_pref: 168.0000 | reward_optimal: 1234.8590 | reward_pref: 98.6851 | reward_npref: -24.2841
[    1825 points] regret_avg: 1136.8566 | regret_pref: 168.0000 | reward_optimal: 1238.3798 | reward_pref: 101.5232 | reward_npref: -23.0874
[    1830 points] regret_avg: 1136.8712 | regret_pref: 168.0000 | reward_optimal: 1237.9109 | reward_pref: 101.0397 | reward_npref: -24.1155
[    1835 points] regret_avg: 1141.9517 | regret_pref: 169.0000 | reward_optimal: 1249.4238 | reward_pref: 107.4722 | reward_npref: -14.7762
[    1840 points] regret_avg: 1141.9886 | regret_pref: 169.0000 | reward_optimal: 1249.9589 | reward_pref: 107.9703 | reward_npref: -14.5921
[    1845 points] regret_avg: 1142.5066 | regret_pref: 170.0000 | reward_optimal: 1249.2450 | reward_pref: 106.7384 | reward_npref: -15.3061
[    1850 points] regret_avg: 1142.6828 | regret_pref: 170.0000 | reward_optimal: 1249.7239 | reward_pref: 107.0412 | reward_npref: -15.0787
[    1855 points] regret_avg: 1150.8583 | regret_pref: 171.0000 | reward_optimal: 1259.5834 | reward_pref: 108.7251 | reward_npref: -8.3249
[    1860 points] regret_avg: 1160.6633 | regret_pref: 172.0000 | reward_optimal: 1258.1715 | reward_pref: 97.5082 | reward_npref: -17.3184
[    1865 points] regret_avg: 1166.3952 | regret_pref: 173.0000 | reward_optimal: 1257.0298 | reward_pref: 90.6346 | reward_npref: -22.3481
[    1870 points] regret_avg: 1168.1116 | regret_pref: 174.0000 | reward_optimal: 1256.2309 | reward_pref: 88.1193 | reward_npref: -23.4836
[    1875 points] regret_avg: 1169.9865 | regret_pref: 175.0000 | reward_optimal: 1259.4526 | reward_pref: 89.4661 | reward_npref: -20.2620
[    1880 points] regret_avg: 1171.0269 | regret_pref: 176.0000 | reward_optimal: 1260.2254 | reward_pref: 89.1985 | reward_npref: -19.7093
[    1885 points] regret_avg: 1171.7660 | regret_pref: 176.0000 | reward_optimal: 1259.5130 | reward_pref: 87.7469 | reward_npref: -22.0930
[    1890 points] regret_avg: 1171.7802 | regret_pref: 176.0000 | reward_optimal: 1259.2834 | reward_pref: 87.5032 | reward_npref: -22.3447
[    1895 points] regret_avg: 1177.7895 | regret_pref: 177.0000 | reward_optimal: 1271.1807 | reward_pref: 93.3912 | reward_npref: -14.9483
[    1900 points] regret_avg: 1187.9502 | regret_pref: 178.0000 | reward_optimal: 1281.4386 | reward_pref: 93.4884 | reward_npref: -9.8706
[    1905 points] regret_avg: 1188.0782 | regret_pref: 178.0000 | reward_optimal: 1281.0527 | reward_pref: 92.9745 | reward_npref: -10.5698
[    1910 points] regret_avg: 1195.4222 | regret_pref: 179.0000 | reward_optimal: 1295.6654 | reward_pref: 100.2431 | reward_npref: 0.3751
[    1915 points] regret_avg: 1199.5245 | regret_pref: 179.0000 | reward_optimal: 1308.7070 | reward_pref: 109.1826 | reward_npref: 7.6687
[    1920 points] regret_avg: 1200.0183 | regret_pref: 179.0000 | reward_optimal: 1310.5653 | reward_pref: 110.5470 | reward_npref: 8.6531
[    1925 points] regret_avg: 1208.3605 | regret_pref: 180.0000 | reward_optimal: 1318.8688 | reward_pref: 110.5083 | reward_npref: 11.1469
[    1930 points] regret_avg: 1210.2727 | regret_pref: 181.0000 | reward_optimal: 1320.4970 | reward_pref: 110.2242 | reward_npref: 12.5549
[    1935 points] regret_avg: 1216.0015 | regret_pref: 181.0000 | reward_optimal: 1333.5021 | reward_pref: 117.5005 | reward_npref: 13.9273
