[       5 points] regret_avg: 0.3354 | regret_pref: 0.0000 | reward_optimal: 0.4739 | reward_pref: 0.1385 | reward_npref: -0.0249
[     985 points] regret_avg: 88.1338 | regret_pref: 63.0000 | reward_optimal: 140.2564 | reward_pref: 52.1225 | reward_npref: 5.7863
[     990 points] regret_avg: 88.2408 | regret_pref: 63.0000 | reward_optimal: 140.7170 | reward_pref: 52.4762 | reward_npref: 6.0139
[     995 points] regret_avg: 89.3358 | regret_pref: 63.0000 | reward_optimal: 140.7081 | reward_pref: 51.3723 | reward_npref: 4.5345
[    1000 points] regret_avg: 89.5417 | regret_pref: 63.0000 | reward_optimal: 142.3822 | reward_pref: 52.8405 | reward_npref: 5.0939
[    1005 points] regret_avg: 89.7047 | regret_pref: 63.0000 | reward_optimal: 142.6820 | reward_pref: 52.9773 | reward_npref: 5.2249
[    1010 points] regret_avg: 91.4996 | regret_pref: 63.0000 | reward_optimal: 142.7450 | reward_pref: 51.2455 | reward_npref: 2.4306
[    1015 points] regret_avg: 91.4996 | regret_pref: 63.0000 | reward_optimal: 144.5822 | reward_pref: 53.0826 | reward_npref: 3.4774
[    1020 points] regret_avg: 91.6975 | regret_pref: 63.0000 | reward_optimal: 144.7187 | reward_pref: 53.0212 | reward_npref: 2.1083
[    1025 points] regret_avg: 91.9690 | regret_pref: 63.0000 | reward_optimal: 149.0874 | reward_pref: 57.1184 | reward_npref: 4.0416
[    1030 points] regret_avg: 92.5513 | regret_pref: 64.0000 | reward_optimal: 149.2968 | reward_pref: 56.7455 | reward_npref: 3.8251
[    1035 points] regret_avg: 92.7312 | regret_pref: 64.0000 | reward_optimal: 149.7509 | reward_pref: 57.0197 | reward_npref: 3.9897
[    1040 points] regret_avg: 93.4164 | regret_pref: 65.0000 | reward_optimal: 150.7185 | reward_pref: 57.3021 | reward_npref: 4.3487
[    1045 points] regret_avg: 93.4164 | regret_pref: 65.0000 | reward_optimal: 153.8329 | reward_pref: 60.4165 | reward_npref: 4.6484
[    1050 points] regret_avg: 93.6153 | regret_pref: 65.0000 | reward_optimal: 154.0459 | reward_pref: 60.4306 | reward_npref: 4.6125
[    1055 points] regret_avg: 94.0831 | regret_pref: 66.0000 | reward_optimal: 154.2704 | reward_pref: 60.1873 | reward_npref: 4.8370
[    1060 points] regret_avg: 94.5274 | regret_pref: 67.0000 | reward_optimal: 154.5002 | reward_pref: 59.9728 | reward_npref: 4.8045
[    1065 points] regret_avg: 94.9107 | regret_pref: 67.0000 | reward_optimal: 156.5794 | reward_pref: 61.6687 | reward_npref: 5.1837
[    1070 points] regret_avg: 95.4835 | regret_pref: 67.0000 | reward_optimal: 158.8894 | reward_pref: 63.4059 | reward_npref: 5.9288
[    1075 points] regret_avg: 95.9087 | regret_pref: 67.0000 | reward_optimal: 159.0553 | reward_pref: 63.1465 | reward_npref: 5.2164
[    1080 points] regret_avg: 96.1163 | regret_pref: 67.0000 | reward_optimal: 159.1952 | reward_pref: 63.0789 | reward_npref: 4.8171
[    1085 points] regret_avg: 96.7533 | regret_pref: 68.0000 | reward_optimal: 159.4173 | reward_pref: 62.6639 | reward_npref: 4.6182
[    1090 points] regret_avg: 97.2045 | regret_pref: 69.0000 | reward_optimal: 160.1214 | reward_pref: 62.9169 | reward_npref: 5.2800
[    1095 points] regret_avg: 97.4879 | regret_pref: 69.0000 | reward_optimal: 160.3042 | reward_pref: 62.8163 | reward_npref: 4.9536
[    1100 points] regret_avg: 97.8088 | regret_pref: 69.0000 | reward_optimal: 161.6149 | reward_pref: 63.8061 | reward_npref: 5.8636
[    1105 points] regret_avg: 97.9665 | regret_pref: 69.0000 | reward_optimal: 161.9048 | reward_pref: 63.9382 | reward_npref: 5.9940
[    1110 points] regret_avg: 98.2955 | regret_pref: 69.0000 | reward_optimal: 162.0974 | reward_pref: 63.8019 | reward_npref: 5.5004
[    1115 points] regret_avg: 98.2955 | regret_pref: 69.0000 | reward_optimal: 162.3272 | reward_pref: 64.0318 | reward_npref: 5.0760
[    1120 points] regret_avg: 98.4704 | regret_pref: 69.0000 | reward_optimal: 162.4212 | reward_pref: 63.9508 | reward_npref: 4.5941
[    1125 points] regret_avg: 98.4704 | regret_pref: 69.0000 | reward_optimal: 165.0175 | reward_pref: 66.5471 | reward_npref: 5.0311
[    1130 points] regret_avg: 99.3510 | regret_pref: 69.0000 | reward_optimal: 169.7384 | reward_pref: 70.3875 | reward_npref: 7.4081
[    1135 points] regret_avg: 100.3792 | regret_pref: 69.0000 | reward_optimal: 169.7337 | reward_pref: 69.3545 | reward_npref: 4.9432
[    1140 points] regret_avg: 100.5884 | regret_pref: 69.0000 | reward_optimal: 170.5978 | reward_pref: 70.0094 | reward_npref: 5.3928
[    1145 points] regret_avg: 101.1661 | regret_pref: 69.0000 | reward_optimal: 172.4778 | reward_pref: 71.3117 | reward_npref: 5.7281
[    1150 points] regret_avg: 102.0548 | regret_pref: 69.0000 | reward_optimal: 172.4421 | reward_pref: 70.3873 | reward_npref: 4.2188
[    1155 points] regret_avg: 102.1855 | regret_pref: 70.0000 | reward_optimal: 172.4963 | reward_pref: 70.3108 | reward_npref: 4.1512
[    1160 points] regret_avg: 103.5419 | regret_pref: 70.0000 | reward_optimal: 172.3306 | reward_pref: 68.7888 | reward_npref: 2.3142
[    1165 points] regret_avg: 103.6863 | regret_pref: 71.0000 | reward_optimal: 172.5614 | reward_pref: 68.8751 | reward_npref: 2.4410
[    1170 points] regret_avg: 103.7445 | regret_pref: 71.0000 | reward_optimal: 172.7625 | reward_pref: 69.0180 | reward_npref: 2.5539
[    1175 points] regret_avg: 104.7299 | regret_pref: 72.0000 | reward_optimal: 172.8673 | reward_pref: 68.1374 | reward_npref: 2.2426
[    1180 points] regret_avg: 104.7299 | regret_pref: 72.0000 | reward_optimal: 172.9073 | reward_pref: 68.1774 | reward_npref: 1.4366
[    1185 points] regret_avg: 104.9973 | regret_pref: 72.0000 | reward_optimal: 173.0340 | reward_pref: 68.0367 | reward_npref: -0.0362
[    1190 points] regret_avg: 105.5933 | regret_pref: 72.0000 | reward_optimal: 173.0411 | reward_pref: 67.4478 | reward_npref: -1.3429
[    1195 points] regret_avg: 107.9635 | regret_pref: 72.0000 | reward_optimal: 172.8895 | reward_pref: 64.9260 | reward_npref: -4.1479
[    1200 points] regret_avg: 108.4888 | regret_pref: 73.0000 | reward_optimal: 174.5959 | reward_pref: 66.1070 | reward_npref: -2.4416
[    1205 points] regret_avg: 108.5996 | regret_pref: 73.0000 | reward_optimal: 174.7898 | reward_pref: 66.1901 | reward_npref: -2.5767
[    1210 points] regret_avg: 108.6823 | regret_pref: 74.0000 | reward_optimal: 175.0114 | reward_pref: 66.3291 | reward_npref: -2.4267
[    1215 points] regret_avg: 110.2390 | regret_pref: 75.0000 | reward_optimal: 175.0606 | reward_pref: 64.8216 | reward_npref: -3.6057
[    1220 points] regret_avg: 111.2445 | regret_pref: 75.0000 | reward_optimal: 175.2036 | reward_pref: 63.9591 | reward_npref: -4.5369
[    1225 points] regret_avg: 111.6880 | regret_pref: 75.0000 | reward_optimal: 177.0046 | reward_pref: 65.3166 | reward_npref: -3.7276
[    1230 points] regret_avg: 111.8440 | regret_pref: 75.0000 | reward_optimal: 177.1832 | reward_pref: 65.3392 | reward_npref: -3.7969
[    1235 points] regret_avg: 112.1340 | regret_pref: 76.0000 | reward_optimal: 177.6392 | reward_pref: 65.5052 | reward_npref: -3.3410
[    1240 points] regret_avg: 115.1463 | regret_pref: 76.0000 | reward_optimal: 177.5358 | reward_pref: 62.3895 | reward_npref: -7.0287
[    1245 points] regret_avg: 115.1463 | regret_pref: 76.0000 | reward_optimal: 177.6169 | reward_pref: 62.4706 | reward_npref: -8.1431
[    1250 points] regret_avg: 115.3948 | regret_pref: 76.0000 | reward_optimal: 177.7328 | reward_pref: 62.3381 | reward_npref: -8.6908
[    1255 points] regret_avg: 116.2891 | regret_pref: 76.0000 | reward_optimal: 177.7592 | reward_pref: 61.4701 | reward_npref: -10.4893
[    1260 points] regret_avg: 117.3726 | regret_pref: 76.0000 | reward_optimal: 177.7639 | reward_pref: 60.3913 | reward_npref: -11.7576
[    1265 points] regret_avg: 119.0199 | regret_pref: 77.0000 | reward_optimal: 180.0381 | reward_pref: 61.0181 | reward_npref: -9.9033
[    1270 points] regret_avg: 121.7429 | regret_pref: 77.0000 | reward_optimal: 184.0451 | reward_pref: 62.3022 | reward_npref: -8.8602
[    1275 points] regret_avg: 121.7429 | regret_pref: 77.0000 | reward_optimal: 185.2144 | reward_pref: 63.4715 | reward_npref: -8.0502
[    1280 points] regret_avg: 122.1262 | regret_pref: 78.0000 | reward_optimal: 185.8552 | reward_pref: 63.7289 | reward_npref: -7.5652
[    1285 points] regret_avg: 122.2034 | regret_pref: 78.0000 | reward_optimal: 186.2067 | reward_pref: 64.0033 | reward_npref: -7.3114
[    1290 points] regret_avg: 122.4237 | regret_pref: 78.0000 | reward_optimal: 187.1216 | reward_pref: 64.6979 | reward_npref: -7.0650
[    1295 points] regret_avg: 123.0176 | regret_pref: 78.0000 | reward_optimal: 189.5129 | reward_pref: 66.4953 | reward_npref: -5.5639
[    1300 points] regret_avg: 123.2135 | regret_pref: 79.0000 | reward_optimal: 189.8372 | reward_pref: 66.6237 | reward_npref: -5.3701
[    1305 points] regret_avg: 124.8045 | regret_pref: 79.0000 | reward_optimal: 193.5013 | reward_pref: 68.6968 | reward_npref: -4.9829
[    1310 points] regret_avg: 125.4590 | regret_pref: 79.0000 | reward_optimal: 193.5724 | reward_pref: 68.1134 | reward_npref: -5.7382
[    1315 points] regret_avg: 126.7212 | regret_pref: 80.0000 | reward_optimal: 193.6640 | reward_pref: 66.9428 | reward_npref: -6.5778
[    1320 points] regret_avg: 128.0915 | regret_pref: 81.0000 | reward_optimal: 197.3374 | reward_pref: 69.2459 | reward_npref: -4.0466
[    1325 points] regret_avg: 128.7091 | regret_pref: 81.0000 | reward_optimal: 202.2997 | reward_pref: 73.5906 | reward_npref: -0.0105
[    1330 points] regret_avg: 129.8847 | regret_pref: 81.0000 | reward_optimal: 205.0188 | reward_pref: 75.1342 | reward_npref: 0.7125
[    1335 points] regret_avg: 130.1503 | regret_pref: 81.0000 | reward_optimal: 207.1640 | reward_pref: 77.0137 | reward_npref: 1.4103
[    1340 points] regret_avg: 130.2585 | regret_pref: 81.0000 | reward_optimal: 207.7668 | reward_pref: 77.5084 | reward_npref: 1.5772
[    1345 points] regret_avg: 130.5621 | regret_pref: 81.0000 | reward_optimal: 208.7621 | reward_pref: 78.2000 | reward_npref: 1.8621
[    1350 points] regret_avg: 131.6635 | regret_pref: 81.0000 | reward_optimal: 208.8053 | reward_pref: 77.1419 | reward_npref: 0.5294
[    1355 points] regret_avg: 132.0853 | regret_pref: 82.0000 | reward_optimal: 208.9087 | reward_pref: 76.8234 | reward_npref: 0.4343
[    1360 points] regret_avg: 132.5526 | regret_pref: 82.0000 | reward_optimal: 210.8058 | reward_pref: 78.2532 | reward_npref: 1.1730
[    1365 points] regret_avg: 132.9068 | regret_pref: 82.0000 | reward_optimal: 210.9493 | reward_pref: 78.0425 | reward_npref: 0.3872
[    1370 points] regret_avg: 133.3557 | regret_pref: 82.0000 | reward_optimal: 212.7702 | reward_pref: 79.4145 | reward_npref: 0.6727
[    1375 points] regret_avg: 133.7721 | regret_pref: 82.0000 | reward_optimal: 214.4571 | reward_pref: 80.6850 | reward_npref: 1.1286
[    1380 points] regret_avg: 135.9952 | regret_pref: 83.0000 | reward_optimal: 218.9325 | reward_pref: 82.9373 | reward_npref: 4.7689
[    1385 points] regret_avg: 136.2948 | regret_pref: 83.0000 | reward_optimal: 220.5538 | reward_pref: 84.2590 | reward_npref: 5.0534
[    1390 points] regret_avg: 136.3722 | regret_pref: 83.0000 | reward_optimal: 220.6351 | reward_pref: 84.2629 | reward_npref: 5.0153
[    1395 points] regret_avg: 136.6947 | regret_pref: 83.0000 | reward_optimal: 223.2370 | reward_pref: 86.5422 | reward_npref: 6.1721
[    1400 points] regret_avg: 138.7435 | regret_pref: 84.0000 | reward_optimal: 225.6702 | reward_pref: 86.9267 | reward_npref: 6.8187
[    1405 points] regret_avg: 140.3538 | regret_pref: 84.0000 | reward_optimal: 228.0488 | reward_pref: 87.6950 | reward_npref: 7.1841
[    1410 points] regret_avg: 140.5090 | regret_pref: 84.0000 | reward_optimal: 228.3477 | reward_pref: 87.8387 | reward_npref: 7.3123
[    1415 points] regret_avg: 140.7197 | regret_pref: 84.0000 | reward_optimal: 228.9374 | reward_pref: 88.2177 | reward_npref: 7.4699
[    1420 points] regret_avg: 140.8519 | regret_pref: 84.0000 | reward_optimal: 228.9568 | reward_pref: 88.1048 | reward_npref: 6.2514
[    1425 points] regret_avg: 140.9681 | regret_pref: 84.0000 | reward_optimal: 230.8340 | reward_pref: 89.8660 | reward_npref: 7.5491
[    1430 points] regret_avg: 142.0774 | regret_pref: 85.0000 | reward_optimal: 232.2177 | reward_pref: 90.1404 | reward_npref: 8.5944
[    1435 points] regret_avg: 142.3439 | regret_pref: 85.0000 | reward_optimal: 232.2422 | reward_pref: 89.8982 | reward_npref: 6.2344
[    1440 points] regret_avg: 142.7233 | regret_pref: 86.0000 | reward_optimal: 232.3439 | reward_pref: 89.6205 | reward_npref: 6.1112
[    1445 points] regret_avg: 143.6855 | regret_pref: 87.0000 | reward_optimal: 233.4773 | reward_pref: 89.7918 | reward_npref: 7.0348
[    1450 points] regret_avg: 143.9991 | regret_pref: 88.0000 | reward_optimal: 236.0002 | reward_pref: 92.0011 | reward_npref: 9.4009
[    1455 points] regret_avg: 144.3806 | regret_pref: 88.0000 | reward_optimal: 236.0252 | reward_pref: 91.6446 | reward_npref: 8.9657
[    1460 points] regret_avg: 144.6111 | regret_pref: 88.0000 | reward_optimal: 236.5854 | reward_pref: 91.9742 | reward_npref: 9.2031
[    1465 points] regret_avg: 145.8863 | regret_pref: 88.0000 | reward_optimal: 241.7030 | reward_pref: 95.8166 | reward_npref: 12.0905
[    1470 points] regret_avg: 145.9591 | regret_pref: 89.0000 | reward_optimal: 241.8213 | reward_pref: 95.8622 | reward_npref: 12.1380
[    1475 points] regret_avg: 147.5375 | regret_pref: 89.0000 | reward_optimal: 244.9944 | reward_pref: 97.4569 | reward_npref: 12.7608
[    1480 points] regret_avg: 147.9063 | regret_pref: 89.0000 | reward_optimal: 245.0924 | reward_pref: 97.1861 | reward_npref: 12.1941
[    1485 points] regret_avg: 148.6558 | regret_pref: 90.0000 | reward_optimal: 246.1256 | reward_pref: 97.4698 | reward_npref: 12.6586
[    1490 points] regret_avg: 152.2033 | regret_pref: 91.0000 | reward_optimal: 245.9583 | reward_pref: 93.7550 | reward_npref: 9.2311
[    1495 points] regret_avg: 152.2033 | regret_pref: 91.0000 | reward_optimal: 250.1959 | reward_pref: 97.9926 | reward_npref: 10.0769
[    1500 points] regret_avg: 153.5270 | regret_pref: 92.0000 | reward_optimal: 250.1146 | reward_pref: 96.5876 | reward_npref: 9.5775
[    1505 points] regret_avg: 153.6405 | regret_pref: 92.0000 | reward_optimal: 250.2331 | reward_pref: 96.5925 | reward_npref: 9.5242
[    1510 points] regret_avg: 157.2948 | regret_pref: 93.0000 | reward_optimal: 254.4901 | reward_pref: 97.1953 | reward_npref: 10.6220
[    1515 points] regret_avg: 157.9208 | regret_pref: 93.0000 | reward_optimal: 255.5351 | reward_pref: 97.6143 | reward_npref: 10.9277
[    1520 points] regret_avg: 158.2125 | regret_pref: 94.0000 | reward_optimal: 255.5482 | reward_pref: 97.3357 | reward_npref: 10.8215
[    1525 points] regret_avg: 158.8908 | regret_pref: 94.0000 | reward_optimal: 257.7414 | reward_pref: 98.8506 | reward_npref: 11.9321
[    1530 points] regret_avg: 161.2996 | regret_pref: 94.0000 | reward_optimal: 257.5400 | reward_pref: 96.2404 | reward_npref: 8.3328
[    1535 points] regret_avg: 161.3925 | regret_pref: 95.0000 | reward_optimal: 257.8634 | reward_pref: 96.4709 | reward_npref: 8.5815
[    1540 points] regret_avg: 161.3925 | regret_pref: 95.0000 | reward_optimal: 262.9884 | reward_pref: 101.5959 | reward_npref: 12.7486
[    1545 points] regret_avg: 161.5759 | regret_pref: 96.0000 | reward_optimal: 263.3421 | reward_pref: 101.7661 | reward_npref: 12.9778
[    1550 points] regret_avg: 162.0121 | regret_pref: 96.0000 | reward_optimal: 264.7562 | reward_pref: 102.7441 | reward_npref: 13.4413
[    1555 points] regret_avg: 162.0121 | regret_pref: 96.0000 | reward_optimal: 264.8488 | reward_pref: 102.8367 | reward_npref: 13.2285
[    1560 points] regret_avg: 163.5756 | regret_pref: 96.0000 | reward_optimal: 267.3802 | reward_pref: 103.8046 | reward_npref: 14.0430
[    1565 points] regret_avg: 164.1991 | regret_pref: 96.0000 | reward_optimal: 269.8961 | reward_pref: 105.6970 | reward_npref: 15.0081
[    1570 points] regret_avg: 164.6364 | regret_pref: 96.0000 | reward_optimal: 271.3194 | reward_pref: 106.6830 | reward_npref: 15.4811
[    1575 points] regret_avg: 164.8247 | regret_pref: 96.0000 | reward_optimal: 271.3995 | reward_pref: 106.5748 | reward_npref: 15.1456
[    1580 points] regret_avg: 165.0324 | regret_pref: 96.0000 | reward_optimal: 271.4422 | reward_pref: 106.4098 | reward_npref: 14.5531
[    1585 points] regret_avg: 166.4318 | regret_pref: 97.0000 | reward_optimal: 273.5124 | reward_pref: 107.0806 | reward_npref: 15.9827
[    1590 points] regret_avg: 166.5544 | regret_pref: 98.0000 | reward_optimal: 273.7234 | reward_pref: 107.1690 | reward_npref: 16.0825
[    1595 points] regret_avg: 166.5544 | regret_pref: 98.0000 | reward_optimal: 276.4021 | reward_pref: 109.8477 | reward_npref: 17.2639
[    1600 points] regret_avg: 168.5110 | regret_pref: 99.0000 | reward_optimal: 276.3965 | reward_pref: 107.8855 | reward_npref: 15.4337
[    1605 points] regret_avg: 169.3888 | regret_pref: 99.0000 | reward_optimal: 278.1712 | reward_pref: 108.7824 | reward_npref: 16.0066
[    1610 points] regret_avg: 169.6809 | regret_pref: 99.0000 | reward_optimal: 278.2078 | reward_pref: 108.5269 | reward_npref: 15.2467
[    1615 points] regret_avg: 169.6809 | regret_pref: 99.0000 | reward_optimal: 278.1536 | reward_pref: 108.4727 | reward_npref: 14.4518
[    1620 points] regret_avg: 170.7740 | regret_pref: 99.0000 | reward_optimal: 278.1617 | reward_pref: 107.3877 | reward_npref: 13.2664
[    1625 points] regret_avg: 171.1563 | regret_pref: 100.0000 | reward_optimal: 278.1895 | reward_pref: 107.0333 | reward_npref: 13.0187
[    1630 points] regret_avg: 171.7885 | regret_pref: 101.0000 | reward_optimal: 278.2699 | reward_pref: 106.4814 | reward_npref: 12.6448
[    1635 points] regret_avg: 171.9082 | regret_pref: 101.0000 | reward_optimal: 278.4032 | reward_pref: 106.4950 | reward_npref: 12.1982
[    1640 points] regret_avg: 173.6841 | regret_pref: 101.0000 | reward_optimal: 282.4830 | reward_pref: 108.7989 | reward_npref: 13.9968
[    1645 points] regret_avg: 176.0461 | regret_pref: 102.0000 | reward_optimal: 285.9401 | reward_pref: 109.8940 | reward_npref: 16.3775
[    1650 points] regret_avg: 177.2658 | regret_pref: 102.0000 | reward_optimal: 285.7637 | reward_pref: 108.4979 | reward_npref: 12.4161
[    1655 points] regret_avg: 177.6367 | regret_pref: 102.0000 | reward_optimal: 291.7102 | reward_pref: 114.0736 | reward_npref: 14.2923
[    1660 points] regret_avg: 177.6367 | regret_pref: 102.0000 | reward_optimal: 291.6455 | reward_pref: 114.0088 | reward_npref: 11.7127
[    1665 points] regret_avg: 178.7601 | regret_pref: 102.0000 | reward_optimal: 291.5133 | reward_pref: 112.7533 | reward_npref: 8.3343
[    1670 points] regret_avg: 178.7601 | regret_pref: 102.0000 | reward_optimal: 293.4834 | reward_pref: 114.7233 | reward_npref: 8.7375
[    1675 points] regret_avg: 179.1427 | regret_pref: 103.0000 | reward_optimal: 293.5856 | reward_pref: 114.4429 | reward_npref: 8.6656
[    1680 points] regret_avg: 180.7573 | regret_pref: 104.0000 | reward_optimal: 293.5250 | reward_pref: 112.7677 | reward_npref: 8.3824
[    1685 points] regret_avg: 181.4844 | regret_pref: 104.0000 | reward_optimal: 293.5722 | reward_pref: 112.0878 | reward_npref: 7.1570
[    1690 points] regret_avg: 181.5454 | regret_pref: 104.0000 | reward_optimal: 293.6740 | reward_pref: 112.1285 | reward_npref: 7.1958
[    1695 points] regret_avg: 182.5527 | regret_pref: 104.0000 | reward_optimal: 293.5221 | reward_pref: 110.9694 | reward_npref: 3.9094
[    1700 points] regret_avg: 183.2015 | regret_pref: 104.0000 | reward_optimal: 293.4975 | reward_pref: 110.2961 | reward_npref: 2.3098
[    1705 points] regret_avg: 184.4284 | regret_pref: 105.0000 | reward_optimal: 295.3083 | reward_pref: 110.8799 | reward_npref: 3.5594
[    1710 points] regret_avg: 186.0117 | regret_pref: 105.0000 | reward_optimal: 295.2390 | reward_pref: 109.2272 | reward_npref: 1.3011
[    1715 points] regret_avg: 186.0880 | regret_pref: 105.0000 | reward_optimal: 295.2968 | reward_pref: 109.2088 | reward_npref: 1.2701
[    1720 points] regret_avg: 186.3747 | regret_pref: 105.0000 | reward_optimal: 295.3344 | reward_pref: 108.9597 | reward_npref: 0.6616
[    1725 points] regret_avg: 187.5440 | regret_pref: 105.0000 | reward_optimal: 296.8165 | reward_pref: 109.2726 | reward_npref: 0.9004
[    1730 points] regret_avg: 187.8825 | regret_pref: 105.0000 | reward_optimal: 296.8243 | reward_pref: 108.9418 | reward_npref: 0.4267
[    1735 points] regret_avg: 189.6467 | regret_pref: 105.0000 | reward_optimal: 302.4854 | reward_pref: 112.8387 | reward_npref: 1.8657
[    1740 points] regret_avg: 190.0919 | regret_pref: 105.0000 | reward_optimal: 304.8700 | reward_pref: 114.7781 | reward_npref: 3.0650
[    1745 points] regret_avg: 190.8351 | regret_pref: 106.0000 | reward_optimal: 304.9333 | reward_pref: 114.0982 | reward_npref: 2.8418
[    1750 points] regret_avg: 192.0122 | regret_pref: 106.0000 | reward_optimal: 309.6557 | reward_pref: 117.6435 | reward_npref: 4.9188
[    1755 points] regret_avg: 192.7632 | regret_pref: 106.0000 | reward_optimal: 309.6415 | reward_pref: 116.8783 | reward_npref: 3.5489
[    1760 points] regret_avg: 194.3411 | regret_pref: 107.0000 | reward_optimal: 309.6082 | reward_pref: 115.2671 | reward_npref: 2.1879
[    1765 points] regret_avg: 195.2976 | regret_pref: 108.0000 | reward_optimal: 311.3285 | reward_pref: 116.0308 | reward_npref: 3.2689
[    1770 points] regret_avg: 196.2580 | regret_pref: 108.0000 | reward_optimal: 311.3311 | reward_pref: 115.0732 | reward_npref: 2.2422
[    1775 points] regret_avg: 196.2804 | regret_pref: 108.0000 | reward_optimal: 311.6961 | reward_pref: 115.4157 | reward_npref: 2.4955
[    1780 points] regret_avg: 196.8419 | regret_pref: 109.0000 | reward_optimal: 312.3935 | reward_pref: 115.5516 | reward_npref: 2.8120
[    1785 points] regret_avg: 196.8419 | regret_pref: 109.0000 | reward_optimal: 312.3181 | reward_pref: 115.4762 | reward_npref: 1.8503
[    1790 points] regret_avg: 198.6119 | regret_pref: 110.0000 | reward_optimal: 315.1685 | reward_pref: 116.5566 | reward_npref: 3.2830
[    1795 points] regret_avg: 198.8460 | regret_pref: 111.0000 | reward_optimal: 315.5582 | reward_pref: 116.7122 | reward_npref: 3.5305
[    1800 points] regret_avg: 200.2201 | regret_pref: 111.0000 | reward_optimal: 319.2401 | reward_pref: 119.0199 | reward_npref: 4.0436
[    1805 points] regret_avg: 200.2201 | regret_pref: 111.0000 | reward_optimal: 319.3033 | reward_pref: 119.0831 | reward_npref: 3.6324
[    1810 points] regret_avg: 201.7890 | regret_pref: 111.0000 | reward_optimal: 319.1583 | reward_pref: 117.3692 | reward_npref: 0.5792
[    1815 points] regret_avg: 201.9558 | regret_pref: 111.0000 | reward_optimal: 319.5537 | reward_pref: 117.5979 | reward_npref: 0.7617
[    1820 points] regret_avg: 203.3032 | regret_pref: 111.0000 | reward_optimal: 319.3266 | reward_pref: 116.0234 | reward_npref: -2.0951
[    1825 points] regret_avg: 203.5702 | regret_pref: 111.0000 | reward_optimal: 319.1728 | reward_pref: 115.6026 | reward_npref: -3.6892
[    1830 points] regret_avg: 203.5702 | regret_pref: 111.0000 | reward_optimal: 319.0996 | reward_pref: 115.5294 | reward_npref: -4.4592
[    1835 points] regret_avg: 204.4595 | regret_pref: 111.0000 | reward_optimal: 320.5441 | reward_pref: 116.0845 | reward_npref: -4.2753
[    1840 points] regret_avg: 208.3560 | regret_pref: 111.0000 | reward_optimal: 325.0379 | reward_pref: 116.6819 | reward_npref: -3.9223
[    1845 points] regret_avg: 209.3416 | regret_pref: 111.0000 | reward_optimal: 328.2052 | reward_pref: 118.8635 | reward_npref: -3.4841
[    1850 points] regret_avg: 210.1481 | regret_pref: 112.0000 | reward_optimal: 329.2292 | reward_pref: 119.0811 | reward_npref: -2.4601
[    1855 points] regret_avg: 210.5364 | regret_pref: 112.0000 | reward_optimal: 329.9291 | reward_pref: 119.3926 | reward_npref: -2.3141
[    1860 points] regret_avg: 212.7731 | regret_pref: 112.0000 | reward_optimal: 337.0951 | reward_pref: 124.3220 | reward_npref: 0.8276
[    1865 points] regret_avg: 215.5345 | regret_pref: 113.0000 | reward_optimal: 342.6338 | reward_pref: 127.0993 | reward_npref: 3.9495
[    1870 points] regret_avg: 215.7940 | regret_pref: 113.0000 | reward_optimal: 342.4644 | reward_pref: 126.6704 | reward_npref: 0.5116
[    1875 points] regret_avg: 215.9439 | regret_pref: 113.0000 | reward_optimal: 342.5426 | reward_pref: 126.5986 | reward_npref: 0.4138
[    1880 points] regret_avg: 217.7480 | regret_pref: 113.0000 | reward_optimal: 342.3450 | reward_pref: 124.5970 | reward_npref: -2.8456
[    1885 points] regret_avg: 218.2437 | regret_pref: 113.0000 | reward_optimal: 342.2616 | reward_pref: 124.0179 | reward_npref: -5.0742
[    1890 points] regret_avg: 219.5234 | regret_pref: 113.0000 | reward_optimal: 342.0804 | reward_pref: 122.5570 | reward_npref: -7.0283
[    1895 points] regret_avg: 223.0442 | regret_pref: 113.0000 | reward_optimal: 341.8546 | reward_pref: 118.8104 | reward_npref: -11.6416
[    1900 points] regret_avg: 224.8005 | regret_pref: 113.0000 | reward_optimal: 341.6512 | reward_pref: 116.8507 | reward_npref: -14.8314
[    1905 points] regret_avg: 225.0566 | regret_pref: 113.0000 | reward_optimal: 341.4357 | reward_pref: 116.3790 | reward_npref: -17.4975
[    1910 points] regret_avg: 225.1458 | regret_pref: 114.0000 | reward_optimal: 341.5158 | reward_pref: 116.3700 | reward_npref: -17.4831
[    1915 points] regret_avg: 230.0420 | regret_pref: 115.0000 | reward_optimal: 348.6524 | reward_pref: 118.6103 | reward_npref: -14.7989
[    1920 points] regret_avg: 232.9681 | regret_pref: 116.0000 | reward_optimal: 352.5709 | reward_pref: 119.6028 | reward_npref: -11.8580
[    1925 points] regret_avg: 233.2323 | regret_pref: 116.0000 | reward_optimal: 356.8046 | reward_pref: 123.5723 | reward_npref: -11.0504
[    1930 points] regret_avg: 233.2323 | regret_pref: 116.0000 | reward_optimal: 360.0448 | reward_pref: 126.8124 | reward_npref: -8.6173
[    1935 points] regret_avg: 234.9242 | regret_pref: 117.0000 | reward_optimal: 361.9165 | reward_pref: 126.9923 | reward_npref: -7.7911
[    1940 points] regret_avg: 236.0514 | regret_pref: 117.0000 | reward_optimal: 367.9370 | reward_pref: 131.8856 | reward_npref: -3.6490
[    1945 points] regret_avg: 237.8988 | regret_pref: 117.0000 | reward_optimal: 367.6968 | reward_pref: 129.7979 | reward_npref: -6.9376
