[       5 points] regret_avg: 5.7616 | regret_pref: 0.0000 | reward_optimal: -0.0915 | reward_pref: -5.8531 | reward_npref: -8.1006
[     985 points] regret_avg: 617.2517 | regret_pref: 65.0000 | reward_optimal: 719.0524 | reward_pref: 101.8008 | reward_npref: -74.6800
[     990 points] regret_avg: 619.5106 | regret_pref: 66.0000 | reward_optimal: 719.8690 | reward_pref: 100.3583 | reward_npref: -74.4334
[     995 points] regret_avg: 625.2016 | regret_pref: 66.0000 | reward_optimal: 720.0014 | reward_pref: 94.7997 | reward_npref: -87.3885
[    1000 points] regret_avg: 625.9051 | regret_pref: 66.0000 | reward_optimal: 720.6443 | reward_pref: 94.7392 | reward_npref: -88.2266
[    1005 points] regret_avg: 626.9273 | regret_pref: 67.0000 | reward_optimal: 721.7396 | reward_pref: 94.8123 | reward_npref: -88.0760
[    1010 points] regret_avg: 626.9273 | regret_pref: 67.0000 | reward_optimal: 732.0841 | reward_pref: 105.1568 | reward_npref: -80.9140
[    1015 points] regret_avg: 630.1548 | regret_pref: 67.0000 | reward_optimal: 732.3519 | reward_pref: 102.1971 | reward_npref: -93.7605
[    1020 points] regret_avg: 635.7615 | regret_pref: 67.0000 | reward_optimal: 745.3110 | reward_pref: 109.5494 | reward_npref: -91.7335
[    1025 points] regret_avg: 637.4003 | regret_pref: 67.0000 | reward_optimal: 749.7957 | reward_pref: 112.3954 | reward_npref: -89.9506
[    1030 points] regret_avg: 637.5800 | regret_pref: 67.0000 | reward_optimal: 751.3665 | reward_pref: 113.7864 | reward_npref: -88.7364
[    1035 points] regret_avg: 646.8254 | regret_pref: 68.0000 | reward_optimal: 751.3227 | reward_pref: 104.4973 | reward_npref: -90.5288
[    1040 points] regret_avg: 650.4324 | regret_pref: 69.0000 | reward_optimal: 752.0396 | reward_pref: 101.6072 | reward_npref: -92.9855
[    1045 points] regret_avg: 651.5796 | regret_pref: 69.0000 | reward_optimal: 752.9274 | reward_pref: 101.3478 | reward_npref: -93.6452
[    1050 points] regret_avg: 653.6954 | regret_pref: 69.0000 | reward_optimal: 753.4745 | reward_pref: 99.7791 | reward_npref: -99.9406
[    1055 points] regret_avg: 655.6664 | regret_pref: 70.0000 | reward_optimal: 754.6410 | reward_pref: 98.9746 | reward_npref: -99.9085
[    1060 points] regret_avg: 656.2396 | regret_pref: 70.0000 | reward_optimal: 755.2935 | reward_pref: 99.0539 | reward_npref: -100.7599
[    1065 points] regret_avg: 661.2332 | regret_pref: 71.0000 | reward_optimal: 755.8716 | reward_pref: 94.6384 | reward_npref: -104.3363
[    1070 points] regret_avg: 662.1192 | regret_pref: 71.0000 | reward_optimal: 756.4921 | reward_pref: 94.3729 | reward_npref: -106.0546
[    1075 points] regret_avg: 665.9600 | regret_pref: 71.0000 | reward_optimal: 756.8916 | reward_pref: 90.9316 | reward_npref: -110.3822
[    1080 points] regret_avg: 666.7427 | regret_pref: 72.0000 | reward_optimal: 757.3611 | reward_pref: 90.6185 | reward_npref: -110.2091
[    1085 points] regret_avg: 667.8039 | regret_pref: 72.0000 | reward_optimal: 766.0095 | reward_pref: 98.2056 | reward_npref: -105.7738
[    1090 points] regret_avg: 669.0087 | regret_pref: 72.0000 | reward_optimal: 767.0279 | reward_pref: 98.0192 | reward_npref: -106.1066
[    1095 points] regret_avg: 669.3802 | regret_pref: 72.0000 | reward_optimal: 768.1658 | reward_pref: 98.7856 | reward_npref: -105.5430
[    1100 points] regret_avg: 671.7764 | regret_pref: 72.0000 | reward_optimal: 768.8785 | reward_pref: 97.1021 | reward_npref: -108.1424
[    1105 points] regret_avg: 679.3628 | regret_pref: 73.0000 | reward_optimal: 777.5700 | reward_pref: 98.2073 | reward_npref: -104.2747
[    1110 points] regret_avg: 685.6064 | regret_pref: 74.0000 | reward_optimal: 785.3446 | reward_pref: 99.7382 | reward_npref: -98.8753
[    1115 points] regret_avg: 687.3035 | regret_pref: 75.0000 | reward_optimal: 786.5850 | reward_pref: 99.2814 | reward_npref: -99.0585
[    1120 points] regret_avg: 689.5905 | regret_pref: 76.0000 | reward_optimal: 790.5039 | reward_pref: 100.9134 | reward_npref: -95.6104
[    1125 points] regret_avg: 695.2427 | regret_pref: 77.0000 | reward_optimal: 790.4750 | reward_pref: 95.2323 | reward_npref: -100.4447
[    1130 points] regret_avg: 695.3861 | regret_pref: 77.0000 | reward_optimal: 792.8922 | reward_pref: 97.5061 | reward_npref: -98.8760
[    1135 points] regret_avg: 699.5025 | regret_pref: 77.0000 | reward_optimal: 801.2771 | reward_pref: 101.7746 | reward_npref: -96.1094
[    1140 points] regret_avg: 702.0833 | regret_pref: 77.0000 | reward_optimal: 805.1949 | reward_pref: 103.1116 | reward_npref: -95.1739
[    1145 points] regret_avg: 703.6613 | regret_pref: 78.0000 | reward_optimal: 807.5877 | reward_pref: 103.9264 | reward_npref: -93.7415
[    1150 points] regret_avg: 704.5421 | regret_pref: 79.0000 | reward_optimal: 814.7696 | reward_pref: 110.2275 | reward_npref: -86.5595
[    1155 points] regret_avg: 720.7361 | regret_pref: 80.0000 | reward_optimal: 813.9250 | reward_pref: 93.1889 | reward_npref: -97.4885
[    1160 points] regret_avg: 720.7361 | regret_pref: 80.0000 | reward_optimal: 819.7200 | reward_pref: 98.9839 | reward_npref: -93.1188
[    1165 points] regret_avg: 722.6343 | regret_pref: 81.0000 | reward_optimal: 823.3062 | reward_pref: 100.6720 | reward_npref: -89.5325
[    1170 points] regret_avg: 730.0890 | regret_pref: 82.0000 | reward_optimal: 843.2358 | reward_pref: 113.1469 | reward_npref: -70.8460
[    1175 points] regret_avg: 732.1763 | regret_pref: 83.0000 | reward_optimal: 844.2023 | reward_pref: 112.0260 | reward_npref: -70.9444
[    1180 points] regret_avg: 736.1252 | regret_pref: 84.0000 | reward_optimal: 850.2193 | reward_pref: 114.0941 | reward_npref: -68.1917
[    1185 points] regret_avg: 737.2340 | regret_pref: 85.0000 | reward_optimal: 850.8579 | reward_pref: 113.6239 | reward_npref: -68.2603
[    1190 points] regret_avg: 741.9666 | regret_pref: 86.0000 | reward_optimal: 856.9755 | reward_pref: 115.0090 | reward_npref: -66.1669
[    1195 points] regret_avg: 743.6610 | regret_pref: 86.0000 | reward_optimal: 857.9727 | reward_pref: 114.3116 | reward_npref: -67.2558
[    1200 points] regret_avg: 745.9611 | regret_pref: 86.0000 | reward_optimal: 858.8282 | reward_pref: 112.8671 | reward_npref: -69.3473
[    1205 points] regret_avg: 746.4016 | regret_pref: 86.0000 | reward_optimal: 859.7216 | reward_pref: 113.3200 | reward_npref: -69.2174
[    1210 points] regret_avg: 750.9096 | regret_pref: 87.0000 | reward_optimal: 870.1557 | reward_pref: 119.2461 | reward_npref: -60.7201
[    1215 points] regret_avg: 751.9908 | regret_pref: 88.0000 | reward_optimal: 871.7715 | reward_pref: 119.7808 | reward_npref: -59.2969
[    1220 points] regret_avg: 756.6442 | regret_pref: 88.0000 | reward_optimal: 872.1871 | reward_pref: 115.5428 | reward_npref: -64.5169
[    1225 points] regret_avg: 758.0316 | regret_pref: 89.0000 | reward_optimal: 873.2887 | reward_pref: 115.2571 | reward_npref: -64.7089
[    1230 points] regret_avg: 767.3049 | regret_pref: 90.0000 | reward_optimal: 873.7041 | reward_pref: 106.3992 | reward_npref: -71.3168
[    1235 points] regret_avg: 768.4338 | regret_pref: 90.0000 | reward_optimal: 874.4545 | reward_pref: 106.0207 | reward_npref: -72.6824
[    1240 points] regret_avg: 770.2192 | regret_pref: 91.0000 | reward_optimal: 884.0893 | reward_pref: 113.8700 | reward_npref: -63.6433
[    1245 points] regret_avg: 773.5968 | regret_pref: 91.0000 | reward_optimal: 884.6227 | reward_pref: 111.0259 | reward_npref: -66.9305
[    1250 points] regret_avg: 774.2540 | regret_pref: 92.0000 | reward_optimal: 885.6932 | reward_pref: 111.4392 | reward_npref: -65.8600
[    1255 points] regret_avg: 777.8156 | regret_pref: 93.0000 | reward_optimal: 886.3249 | reward_pref: 108.5093 | reward_npref: -65.2283
[    1260 points] regret_avg: 778.4030 | regret_pref: 94.0000 | reward_optimal: 887.0875 | reward_pref: 108.6845 | reward_npref: -64.4657
[    1265 points] regret_avg: 781.0753 | regret_pref: 94.0000 | reward_optimal: 887.6528 | reward_pref: 106.5775 | reward_npref: -68.5308
[    1270 points] regret_avg: 781.8779 | regret_pref: 94.0000 | reward_optimal: 900.5551 | reward_pref: 118.6772 | reward_npref: -66.6853
[    1275 points] regret_avg: 784.5832 | regret_pref: 94.0000 | reward_optimal: 899.8247 | reward_pref: 115.2415 | reward_npref: -71.8675
[    1280 points] regret_avg: 787.4365 | regret_pref: 94.0000 | reward_optimal: 899.8063 | reward_pref: 112.3698 | reward_npref: -81.3913
[    1285 points] regret_avg: 788.0806 | regret_pref: 94.0000 | reward_optimal: 905.0697 | reward_pref: 116.9891 | reward_npref: -80.2375
[    1290 points] regret_avg: 790.9627 | regret_pref: 95.0000 | reward_optimal: 909.8978 | reward_pref: 118.9350 | reward_npref: -78.0160
[    1295 points] regret_avg: 791.4798 | regret_pref: 95.0000 | reward_optimal: 911.3875 | reward_pref: 119.9077 | reward_npref: -77.1263
[    1300 points] regret_avg: 795.4765 | regret_pref: 96.0000 | reward_optimal: 911.6261 | reward_pref: 116.1496 | reward_npref: -79.1404
[    1305 points] regret_avg: 801.2840 | regret_pref: 97.0000 | reward_optimal: 911.8138 | reward_pref: 110.5299 | reward_npref: -79.9984
[    1310 points] regret_avg: 801.2840 | regret_pref: 97.0000 | reward_optimal: 915.7020 | reward_pref: 114.4181 | reward_npref: -78.8969
[    1315 points] regret_avg: 806.5120 | regret_pref: 97.0000 | reward_optimal: 922.9039 | reward_pref: 116.3920 | reward_npref: -77.6325
[    1320 points] regret_avg: 807.4377 | regret_pref: 97.0000 | reward_optimal: 926.7231 | reward_pref: 119.2854 | reward_npref: -75.1969
[    1325 points] regret_avg: 807.7990 | regret_pref: 98.0000 | reward_optimal: 928.0400 | reward_pref: 120.2411 | reward_npref: -74.1499
[    1330 points] regret_avg: 808.0382 | regret_pref: 99.0000 | reward_optimal: 929.2520 | reward_pref: 121.2138 | reward_npref: -72.9380
[    1335 points] regret_avg: 808.0420 | regret_pref: 100.0000 | reward_optimal: 929.1678 | reward_pref: 121.1258 | reward_npref: -73.0221
[    1340 points] regret_avg: 813.3494 | regret_pref: 101.0000 | reward_optimal: 928.0324 | reward_pref: 114.6830 | reward_npref: -75.4852
[    1345 points] regret_avg: 825.4531 | regret_pref: 102.0000 | reward_optimal: 941.5692 | reward_pref: 116.1161 | reward_npref: -67.9107
[    1350 points] regret_avg: 825.5413 | regret_pref: 102.0000 | reward_optimal: 941.2770 | reward_pref: 115.7357 | reward_npref: -68.3707
[    1355 points] regret_avg: 830.5302 | regret_pref: 103.0000 | reward_optimal: 946.0347 | reward_pref: 115.5044 | reward_npref: -67.6493
[    1360 points] regret_avg: 831.9919 | regret_pref: 104.0000 | reward_optimal: 945.4306 | reward_pref: 113.4388 | reward_npref: -68.7497
[    1365 points] regret_avg: 831.9919 | regret_pref: 104.0000 | reward_optimal: 944.3326 | reward_pref: 112.3407 | reward_npref: -76.6997
[    1370 points] regret_avg: 832.7856 | regret_pref: 105.0000 | reward_optimal: 945.9771 | reward_pref: 113.1915 | reward_npref: -75.5019
[    1375 points] regret_avg: 832.7908 | regret_pref: 105.0000 | reward_optimal: 946.0475 | reward_pref: 113.2566 | reward_npref: -75.4640
[    1380 points] regret_avg: 834.7134 | regret_pref: 106.0000 | reward_optimal: 944.9012 | reward_pref: 110.1877 | reward_npref: -76.6436
[    1385 points] regret_avg: 841.4369 | regret_pref: 107.0000 | reward_optimal: 943.6057 | reward_pref: 102.1689 | reward_npref: -83.6079
[    1390 points] regret_avg: 841.4369 | regret_pref: 107.0000 | reward_optimal: 942.3531 | reward_pref: 100.9162 | reward_npref: -93.2014
[    1395 points] regret_avg: 842.9351 | regret_pref: 108.0000 | reward_optimal: 944.8837 | reward_pref: 101.9485 | reward_npref: -91.8272
[    1400 points] regret_avg: 844.1850 | regret_pref: 109.0000 | reward_optimal: 946.0895 | reward_pref: 101.9045 | reward_npref: -91.3966
[    1405 points] regret_avg: 846.0411 | regret_pref: 109.0000 | reward_optimal: 960.8976 | reward_pref: 114.8566 | reward_npref: -83.0900
[    1410 points] regret_avg: 851.2146 | regret_pref: 109.0000 | reward_optimal: 968.1964 | reward_pref: 116.9818 | reward_npref: -81.9988
[    1415 points] regret_avg: 856.4494 | regret_pref: 109.0000 | reward_optimal: 966.9524 | reward_pref: 110.5030 | reward_npref: -90.7957
[    1420 points] regret_avg: 857.3591 | regret_pref: 109.0000 | reward_optimal: 965.9509 | reward_pref: 108.5918 | reward_npref: -93.3828
[    1425 points] regret_avg: 861.9317 | regret_pref: 110.0000 | reward_optimal: 964.7491 | reward_pref: 102.8174 | reward_npref: -98.1324
[    1430 points] regret_avg: 862.0246 | regret_pref: 110.0000 | reward_optimal: 963.5424 | reward_pref: 101.5179 | reward_npref: -103.7634
[    1435 points] regret_avg: 864.7091 | regret_pref: 110.0000 | reward_optimal: 972.0036 | reward_pref: 107.2945 | reward_npref: -98.5265
[    1440 points] regret_avg: 870.3161 | regret_pref: 111.0000 | reward_optimal: 983.1089 | reward_pref: 112.7927 | reward_npref: -88.1201
[    1445 points] regret_avg: 873.5584 | regret_pref: 112.0000 | reward_optimal: 987.6254 | reward_pref: 114.0670 | reward_npref: -83.8919
[    1450 points] regret_avg: 874.5840 | regret_pref: 112.0000 | reward_optimal: 986.2142 | reward_pref: 111.6302 | reward_npref: -87.0099
[    1455 points] regret_avg: 875.1234 | regret_pref: 113.0000 | reward_optimal: 985.1818 | reward_pref: 110.0584 | reward_npref: -88.2470
[    1460 points] regret_avg: 875.4868 | regret_pref: 113.0000 | reward_optimal: 988.0103 | reward_pref: 112.5235 | reward_npref: -86.8879
[    1465 points] regret_avg: 886.1554 | regret_pref: 114.0000 | reward_optimal: 986.7142 | reward_pref: 100.5588 | reward_npref: -94.2801
[    1470 points] regret_avg: 886.5607 | regret_pref: 114.0000 | reward_optimal: 989.9005 | reward_pref: 103.3399 | reward_npref: -94.0860
[    1475 points] regret_avg: 888.1655 | regret_pref: 115.0000 | reward_optimal: 988.9852 | reward_pref: 100.8197 | reward_npref: -96.0883
[    1480 points] regret_avg: 892.1016 | regret_pref: 115.0000 | reward_optimal: 987.6799 | reward_pref: 95.5783 | reward_npref: -103.0337
[    1485 points] regret_avg: 892.1850 | regret_pref: 115.0000 | reward_optimal: 986.4435 | reward_pref: 94.2586 | reward_npref: -105.9679
[    1490 points] regret_avg: 896.4594 | regret_pref: 115.0000 | reward_optimal: 985.3468 | reward_pref: 88.8874 | reward_npref: -113.0976
[    1495 points] regret_avg: 897.5137 | regret_pref: 115.0000 | reward_optimal: 983.9972 | reward_pref: 86.4835 | reward_npref: -118.6881
[    1500 points] regret_avg: 898.3052 | regret_pref: 116.0000 | reward_optimal: 984.9268 | reward_pref: 86.6216 | reward_npref: -117.8889
[    1505 points] regret_avg: 898.3052 | regret_pref: 116.0000 | reward_optimal: 983.5832 | reward_pref: 85.2780 | reward_npref: -130.3710
[    1510 points] regret_avg: 900.7038 | regret_pref: 116.0000 | reward_optimal: 989.8402 | reward_pref: 89.1364 | reward_npref: -128.5705
[    1515 points] regret_avg: 903.1885 | regret_pref: 116.0000 | reward_optimal: 1003.0284 | reward_pref: 99.8399 | reward_npref: -125.3801
[    1520 points] regret_avg: 905.5803 | regret_pref: 117.0000 | reward_optimal: 1012.4944 | reward_pref: 106.9142 | reward_npref: -117.1089
[    1525 points] regret_avg: 905.8102 | regret_pref: 118.0000 | reward_optimal: 1012.0229 | reward_pref: 106.2126 | reward_npref: -117.6084
[    1530 points] regret_avg: 907.8752 | regret_pref: 119.0000 | reward_optimal: 1014.8495 | reward_pref: 106.9743 | reward_npref: -114.7818
[    1535 points] regret_avg: 910.0758 | regret_pref: 119.0000 | reward_optimal: 1026.5167 | reward_pref: 116.4409 | reward_npref: -109.7348
[    1540 points] regret_avg: 917.7100 | regret_pref: 119.0000 | reward_optimal: 1041.7322 | reward_pref: 124.0222 | reward_npref: -105.0309
[    1545 points] regret_avg: 918.4439 | regret_pref: 120.0000 | reward_optimal: 1041.4778 | reward_pref: 123.0339 | reward_npref: -105.4046
[    1550 points] regret_avg: 919.9242 | regret_pref: 121.0000 | reward_optimal: 1040.6904 | reward_pref: 120.7662 | reward_npref: -107.0708
[    1555 points] regret_avg: 920.1061 | regret_pref: 121.0000 | reward_optimal: 1039.8442 | reward_pref: 119.7381 | reward_npref: -110.6646
[    1560 points] regret_avg: 926.3542 | regret_pref: 122.0000 | reward_optimal: 1038.5643 | reward_pref: 112.2100 | reward_npref: -115.3520
[    1565 points] regret_avg: 929.6886 | regret_pref: 123.0000 | reward_optimal: 1042.7581 | reward_pref: 113.0696 | reward_npref: -111.1582
[    1570 points] regret_avg: 933.5046 | regret_pref: 123.0000 | reward_optimal: 1057.9912 | reward_pref: 124.4866 | reward_npref: -100.6956
[    1575 points] regret_avg: 938.1943 | regret_pref: 124.0000 | reward_optimal: 1065.3701 | reward_pref: 127.1758 | reward_npref: -96.1170
[    1580 points] regret_avg: 945.2206 | regret_pref: 124.0000 | reward_optimal: 1077.7321 | reward_pref: 132.5115 | reward_npref: -94.8815
[    1585 points] regret_avg: 950.5973 | regret_pref: 125.0000 | reward_optimal: 1089.9103 | reward_pref: 139.3130 | reward_npref: -84.2363
[    1590 points] regret_avg: 952.1036 | regret_pref: 126.0000 | reward_optimal: 1088.7748 | reward_pref: 136.6712 | reward_npref: -85.3719
[    1595 points] regret_avg: 952.1036 | regret_pref: 126.0000 | reward_optimal: 1088.0025 | reward_pref: 135.8989 | reward_npref: -87.2114
[    1600 points] regret_avg: 954.3813 | regret_pref: 126.0000 | reward_optimal: 1086.7417 | reward_pref: 132.3605 | reward_npref: -99.2735
[    1605 points] regret_avg: 955.0966 | regret_pref: 127.0000 | reward_optimal: 1086.4353 | reward_pref: 131.3387 | reward_npref: -99.5951
[    1610 points] regret_avg: 959.8615 | regret_pref: 128.0000 | reward_optimal: 1092.0920 | reward_pref: 132.2305 | reward_npref: -94.2961
[    1615 points] regret_avg: 962.1289 | regret_pref: 128.0000 | reward_optimal: 1090.7456 | reward_pref: 128.6167 | reward_npref: -103.0826
[    1620 points] regret_avg: 965.0062 | regret_pref: 129.0000 | reward_optimal: 1089.9522 | reward_pref: 124.9460 | reward_npref: -106.2757
[    1625 points] regret_avg: 966.2258 | regret_pref: 129.0000 | reward_optimal: 1093.7072 | reward_pref: 127.4814 | reward_npref: -104.7441
[    1630 points] regret_avg: 966.3655 | regret_pref: 129.0000 | reward_optimal: 1092.6463 | reward_pref: 126.2807 | reward_npref: -109.1068
[    1635 points] regret_avg: 970.8610 | regret_pref: 130.0000 | reward_optimal: 1098.4646 | reward_pref: 127.6036 | reward_npref: -103.2885
[    1640 points] regret_avg: 970.8610 | regret_pref: 130.0000 | reward_optimal: 1098.3336 | reward_pref: 127.4726 | reward_npref: -103.4599
[    1645 points] regret_avg: 970.8610 | regret_pref: 130.0000 | reward_optimal: 1097.6268 | reward_pref: 126.7658 | reward_npref: -104.4495
[    1650 points] regret_avg: 972.8276 | regret_pref: 131.0000 | reward_optimal: 1096.3484 | reward_pref: 123.5208 | reward_npref: -106.2616
[    1655 points] regret_avg: 974.7272 | regret_pref: 132.0000 | reward_optimal: 1103.8311 | reward_pref: 129.1039 | reward_npref: -100.2027
[    1660 points] regret_avg: 977.6611 | regret_pref: 133.0000 | reward_optimal: 1107.2458 | reward_pref: 129.5846 | reward_npref: -98.9932
[    1665 points] regret_avg: 982.9341 | regret_pref: 134.0000 | reward_optimal: 1111.9278 | reward_pref: 128.9938 | reward_npref: -94.6110
[    1670 points] regret_avg: 984.2035 | regret_pref: 134.0000 | reward_optimal: 1110.5502 | reward_pref: 126.3467 | reward_npref: -103.2622
[    1675 points] regret_avg: 984.5483 | regret_pref: 134.0000 | reward_optimal: 1115.9473 | reward_pref: 131.3990 | reward_npref: -101.3704
[    1680 points] regret_avg: 987.3258 | regret_pref: 134.0000 | reward_optimal: 1114.7028 | reward_pref: 127.3770 | reward_npref: -107.7162
[    1685 points] regret_avg: 992.9192 | regret_pref: 134.0000 | reward_optimal: 1113.3515 | reward_pref: 120.4323 | reward_npref: -118.7630
[    1690 points] regret_avg: 997.5741 | regret_pref: 134.0000 | reward_optimal: 1123.8624 | reward_pref: 126.2883 | reward_npref: -118.8453
[    1695 points] regret_avg: 999.0336 | regret_pref: 134.0000 | reward_optimal: 1122.5135 | reward_pref: 123.4799 | reward_npref: -129.4321
[    1700 points] regret_avg: 1005.4279 | regret_pref: 134.0000 | reward_optimal: 1133.7624 | reward_pref: 128.3345 | reward_npref: -128.3105
[    1705 points] regret_avg: 1007.4774 | regret_pref: 135.0000 | reward_optimal: 1132.8632 | reward_pref: 125.3858 | reward_npref: -129.6253
[    1710 points] regret_avg: 1007.5655 | regret_pref: 135.0000 | reward_optimal: 1134.2292 | reward_pref: 126.6637 | reward_npref: -129.6214
[    1715 points] regret_avg: 1008.5500 | regret_pref: 135.0000 | reward_optimal: 1149.9575 | reward_pref: 141.4075 | reward_npref: -115.8621
[    1720 points] regret_avg: 1009.0137 | regret_pref: 135.0000 | reward_optimal: 1157.2620 | reward_pref: 148.2483 | reward_npref: -112.2927
[    1725 points] regret_avg: 1011.2973 | regret_pref: 135.0000 | reward_optimal: 1166.2846 | reward_pref: 154.9873 | reward_npref: -107.2757
[    1730 points] regret_avg: 1012.4061 | regret_pref: 135.0000 | reward_optimal: 1164.9080 | reward_pref: 152.5020 | reward_npref: -115.8943
[    1735 points] regret_avg: 1023.7095 | regret_pref: 136.0000 | reward_optimal: 1177.5828 | reward_pref: 153.8733 | reward_npref: -110.3991
[    1740 points] regret_avg: 1026.6565 | regret_pref: 137.0000 | reward_optimal: 1185.3173 | reward_pref: 158.6608 | reward_npref: -104.1348
[    1745 points] regret_avg: 1027.2005 | regret_pref: 137.0000 | reward_optimal: 1184.4927 | reward_pref: 157.2923 | reward_npref: -106.0725
[    1750 points] regret_avg: 1027.2005 | regret_pref: 137.0000 | reward_optimal: 1183.2445 | reward_pref: 156.0440 | reward_npref: -109.9321
[    1755 points] regret_avg: 1030.1097 | regret_pref: 138.0000 | reward_optimal: 1187.2474 | reward_pref: 157.1377 | reward_npref: -108.2815
[    1760 points] regret_avg: 1030.1097 | regret_pref: 138.0000 | reward_optimal: 1201.7385 | reward_pref: 171.6289 | reward_npref: -106.6412
[    1765 points] regret_avg: 1035.9921 | regret_pref: 139.0000 | reward_optimal: 1200.6703 | reward_pref: 164.6782 | reward_npref: -109.7556
[    1770 points] regret_avg: 1035.9921 | regret_pref: 139.0000 | reward_optimal: 1202.9526 | reward_pref: 166.9605 | reward_npref: -110.5980
[    1775 points] regret_avg: 1038.5008 | regret_pref: 139.0000 | reward_optimal: 1212.8943 | reward_pref: 174.3935 | reward_npref: -105.0543
[    1780 points] regret_avg: 1038.9896 | regret_pref: 140.0000 | reward_optimal: 1212.3783 | reward_pref: 173.3887 | reward_npref: -105.5866
[    1785 points] regret_avg: 1042.3090 | regret_pref: 141.0000 | reward_optimal: 1211.1261 | reward_pref: 168.8170 | reward_npref: -107.4380
[    1790 points] regret_avg: 1046.5660 | regret_pref: 142.0000 | reward_optimal: 1224.6777 | reward_pref: 178.1117 | reward_npref: -95.5880
[    1795 points] regret_avg: 1050.6417 | regret_pref: 142.0000 | reward_optimal: 1223.3671 | reward_pref: 172.7254 | reward_npref: -102.9417
[    1800 points] regret_avg: 1051.2788 | regret_pref: 143.0000 | reward_optimal: 1222.8283 | reward_pref: 171.5495 | reward_npref: -103.7795
[    1805 points] regret_avg: 1052.4063 | regret_pref: 144.0000 | reward_optimal: 1221.8533 | reward_pref: 169.4469 | reward_npref: -105.4264
[    1810 points] regret_avg: 1052.8761 | regret_pref: 145.0000 | reward_optimal: 1221.1769 | reward_pref: 168.3008 | reward_npref: -106.5348
[    1815 points] regret_avg: 1053.1172 | regret_pref: 146.0000 | reward_optimal: 1220.4323 | reward_pref: 167.3152 | reward_npref: -107.2794
[    1820 points] regret_avg: 1058.5455 | regret_pref: 146.0000 | reward_optimal: 1234.8590 | reward_pref: 176.3135 | reward_npref: -101.9125
[    1825 points] regret_avg: 1059.2282 | regret_pref: 146.0000 | reward_optimal: 1238.3798 | reward_pref: 179.1516 | reward_npref: -100.7158
[    1830 points] regret_avg: 1059.2428 | regret_pref: 146.0000 | reward_optimal: 1237.9109 | reward_pref: 178.6681 | reward_npref: -101.7439
[    1835 points] regret_avg: 1064.3232 | regret_pref: 147.0000 | reward_optimal: 1249.4238 | reward_pref: 185.1006 | reward_npref: -92.4046
[    1840 points] regret_avg: 1064.3602 | regret_pref: 147.0000 | reward_optimal: 1249.9589 | reward_pref: 185.5988 | reward_npref: -92.2206
[    1845 points] regret_avg: 1064.8782 | regret_pref: 148.0000 | reward_optimal: 1249.2450 | reward_pref: 184.3668 | reward_npref: -92.9345
[    1850 points] regret_avg: 1065.0544 | regret_pref: 148.0000 | reward_optimal: 1249.7239 | reward_pref: 184.6696 | reward_npref: -92.7071
[    1855 points] regret_avg: 1068.1600 | regret_pref: 148.0000 | reward_optimal: 1259.5834 | reward_pref: 191.4234 | reward_npref: -91.0232
[    1860 points] regret_avg: 1077.9650 | regret_pref: 149.0000 | reward_optimal: 1258.1715 | reward_pref: 180.2065 | reward_npref: -100.0167
[    1865 points] regret_avg: 1083.6969 | regret_pref: 150.0000 | reward_optimal: 1257.0298 | reward_pref: 173.3329 | reward_npref: -105.0464
[    1870 points] regret_avg: 1085.4133 | regret_pref: 151.0000 | reward_optimal: 1256.2309 | reward_pref: 170.8176 | reward_npref: -106.1819
[    1875 points] regret_avg: 1087.2882 | regret_pref: 152.0000 | reward_optimal: 1259.4526 | reward_pref: 172.1644 | reward_npref: -102.9603
[    1880 points] regret_avg: 1087.5083 | regret_pref: 152.0000 | reward_optimal: 1260.2254 | reward_pref: 172.7170 | reward_npref: -103.2279
[    1885 points] regret_avg: 1088.2475 | regret_pref: 152.0000 | reward_optimal: 1259.5130 | reward_pref: 171.2654 | reward_npref: -105.6115
[    1890 points] regret_avg: 1088.2617 | regret_pref: 152.0000 | reward_optimal: 1259.2834 | reward_pref: 171.0217 | reward_npref: -105.8632
[    1895 points] regret_avg: 1094.2710 | regret_pref: 153.0000 | reward_optimal: 1271.1807 | reward_pref: 176.9097 | reward_npref: -98.4668
[    1900 points] regret_avg: 1104.4316 | regret_pref: 154.0000 | reward_optimal: 1281.4386 | reward_pref: 177.0069 | reward_npref: -93.3891
[    1905 points] regret_avg: 1104.7450 | regret_pref: 155.0000 | reward_optimal: 1281.0527 | reward_pref: 176.3077 | reward_npref: -93.9030
[    1910 points] regret_avg: 1108.4128 | regret_pref: 155.0000 | reward_optimal: 1295.6654 | reward_pref: 187.2526 | reward_npref: -86.6344
[    1915 points] regret_avg: 1114.1608 | regret_pref: 156.0000 | reward_optimal: 1308.7070 | reward_pref: 194.5462 | reward_npref: -77.6950
[    1920 points] regret_avg: 1115.0348 | regret_pref: 157.0000 | reward_optimal: 1310.5653 | reward_pref: 195.5306 | reward_npref: -76.3305
[    1925 points] regret_avg: 1123.3770 | regret_pref: 158.0000 | reward_optimal: 1318.8688 | reward_pref: 195.4918 | reward_npref: -73.8367
[    1930 points] regret_avg: 1123.5971 | regret_pref: 158.0000 | reward_optimal: 1320.4970 | reward_pref: 196.8999 | reward_npref: -74.1207
[    1935 points] regret_avg: 1129.3259 | regret_pref: 158.0000 | reward_optimal: 1333.5021 | reward_pref: 204.1761 | reward_npref: -72.7484
