[       5 points] regret_avg: 0.3354 | regret_pref: 0.0000 | reward_optimal: 0.4739 | reward_pref: 0.1385 | reward_npref: -0.0249
[     985 points] regret_avg: 56.3079 | regret_pref: 64.0000 | reward_optimal: 88.4182 | reward_pref: 32.1103 | reward_npref: 13.9109
[     990 points] regret_avg: 56.6035 | regret_pref: 64.0000 | reward_optimal: 88.8203 | reward_pref: 32.2169 | reward_npref: 14.0104
[     995 points] regret_avg: 57.0013 | regret_pref: 64.0000 | reward_optimal: 88.9954 | reward_pref: 31.9941 | reward_npref: 13.7002
[    1000 points] regret_avg: 57.0438 | regret_pref: 64.0000 | reward_optimal: 89.3824 | reward_pref: 32.3386 | reward_npref: 13.8847
[    1005 points] regret_avg: 57.3697 | regret_pref: 65.0000 | reward_optimal: 89.8128 | reward_pref: 32.4432 | reward_npref: 14.0068
[    1010 points] regret_avg: 58.0943 | regret_pref: 65.0000 | reward_optimal: 90.2005 | reward_pref: 32.1062 | reward_npref: 13.4261
[    1015 points] regret_avg: 58.0943 | regret_pref: 65.0000 | reward_optimal: 90.6149 | reward_pref: 32.5206 | reward_npref: 13.6832
[    1020 points] regret_avg: 58.3118 | regret_pref: 65.0000 | reward_optimal: 90.9938 | reward_pref: 32.6820 | reward_npref: 13.4090
[    1025 points] regret_avg: 58.3683 | regret_pref: 65.0000 | reward_optimal: 91.9427 | reward_pref: 33.5743 | reward_npref: 13.8639
[    1030 points] regret_avg: 58.8490 | regret_pref: 66.0000 | reward_optimal: 92.3796 | reward_pref: 33.5306 | reward_npref: 13.8739
[    1035 points] regret_avg: 59.2001 | regret_pref: 67.0000 | reward_optimal: 92.8330 | reward_pref: 33.6329 | reward_npref: 14.0406
[    1040 points] regret_avg: 59.5541 | regret_pref: 67.0000 | reward_optimal: 93.4144 | reward_pref: 33.8603 | reward_npref: 14.2174
[    1045 points] regret_avg: 59.5541 | regret_pref: 67.0000 | reward_optimal: 94.0779 | reward_pref: 34.5238 | reward_npref: 14.4522
[    1050 points] regret_avg: 59.8905 | regret_pref: 67.0000 | reward_optimal: 94.4762 | reward_pref: 34.5857 | reward_npref: 14.4700
[    1055 points] regret_avg: 60.3567 | regret_pref: 68.0000 | reward_optimal: 94.9160 | reward_pref: 34.5593 | reward_npref: 14.9098
[    1060 points] regret_avg: 60.8225 | regret_pref: 69.0000 | reward_optimal: 95.3782 | reward_pref: 34.5557 | reward_npref: 15.0065
[    1065 points] regret_avg: 60.9353 | regret_pref: 70.0000 | reward_optimal: 95.8732 | reward_pref: 34.9379 | reward_npref: 15.5015
[    1070 points] regret_avg: 61.0491 | regret_pref: 70.0000 | reward_optimal: 96.3636 | reward_pref: 35.3145 | reward_npref: 15.6983
[    1075 points] regret_avg: 61.4391 | regret_pref: 70.0000 | reward_optimal: 96.7755 | reward_pref: 35.3365 | reward_npref: 15.5827
[    1080 points] regret_avg: 61.6908 | regret_pref: 70.0000 | reward_optimal: 97.0830 | reward_pref: 35.3922 | reward_npref: 15.5188
[    1085 points] regret_avg: 62.2184 | regret_pref: 71.0000 | reward_optimal: 97.5546 | reward_pref: 35.3362 | reward_npref: 15.5317
[    1090 points] regret_avg: 62.2184 | regret_pref: 71.0000 | reward_optimal: 97.9626 | reward_pref: 35.7442 | reward_npref: 15.6901
[    1095 points] regret_avg: 62.5588 | regret_pref: 71.0000 | reward_optimal: 98.3768 | reward_pref: 35.8180 | reward_npref: 15.6655
[    1100 points] regret_avg: 62.7022 | regret_pref: 71.0000 | reward_optimal: 98.7480 | reward_pref: 36.0457 | reward_npref: 15.8794
[    1105 points] regret_avg: 63.1148 | regret_pref: 72.0000 | reward_optimal: 99.2823 | reward_pref: 36.1675 | reward_npref: 16.0246
[    1110 points] regret_avg: 63.4987 | regret_pref: 72.0000 | reward_optimal: 99.7183 | reward_pref: 36.2196 | reward_npref: 15.9541
[    1115 points] regret_avg: 63.4987 | regret_pref: 72.0000 | reward_optimal: 100.2340 | reward_pref: 36.7353 | reward_npref: 15.9117
[    1120 points] regret_avg: 63.6893 | regret_pref: 72.0000 | reward_optimal: 100.5639 | reward_pref: 36.8746 | reward_npref: 15.8669
[    1125 points] regret_avg: 63.6893 | regret_pref: 72.0000 | reward_optimal: 101.1022 | reward_pref: 37.4129 | reward_npref: 16.1557
[    1130 points] regret_avg: 63.8587 | regret_pref: 72.0000 | reward_optimal: 102.0545 | reward_pref: 38.1958 | reward_npref: 16.6644
[    1135 points] regret_avg: 64.3161 | regret_pref: 72.0000 | reward_optimal: 102.3587 | reward_pref: 38.0425 | reward_npref: 16.1992
[    1140 points] regret_avg: 64.5388 | regret_pref: 72.0000 | reward_optimal: 102.7384 | reward_pref: 38.1996 | reward_npref: 16.3296
[    1145 points] regret_avg: 64.6826 | regret_pref: 72.0000 | reward_optimal: 103.1694 | reward_pref: 38.4868 | reward_npref: 16.5792
[    1150 points] regret_avg: 65.0806 | regret_pref: 72.0000 | reward_optimal: 103.4435 | reward_pref: 38.3629 | reward_npref: 16.3203
[    1155 points] regret_avg: 65.2077 | regret_pref: 73.0000 | reward_optimal: 103.5670 | reward_pref: 38.3593 | reward_npref: 16.3197
[    1160 points] regret_avg: 65.6811 | regret_pref: 73.0000 | reward_optimal: 103.7962 | reward_pref: 38.1151 | reward_npref: 16.0054
[    1165 points] regret_avg: 66.0179 | regret_pref: 74.0000 | reward_optimal: 104.2527 | reward_pref: 38.2348 | reward_npref: 16.2358
[    1170 points] regret_avg: 66.3610 | regret_pref: 75.0000 | reward_optimal: 104.6470 | reward_pref: 38.2859 | reward_npref: 16.2899
[    1175 points] regret_avg: 66.8742 | regret_pref: 76.0000 | reward_optimal: 105.0269 | reward_pref: 38.1528 | reward_npref: 16.3200
[    1180 points] regret_avg: 66.8742 | regret_pref: 76.0000 | reward_optimal: 105.4218 | reward_pref: 38.5476 | reward_npref: 16.2426
[    1185 points] regret_avg: 67.1729 | regret_pref: 76.0000 | reward_optimal: 105.9418 | reward_pref: 38.7690 | reward_npref: 16.0087
[    1190 points] regret_avg: 67.4560 | regret_pref: 76.0000 | reward_optimal: 106.1474 | reward_pref: 38.6914 | reward_npref: 15.7769
[    1195 points] regret_avg: 68.1235 | regret_pref: 76.0000 | reward_optimal: 106.3646 | reward_pref: 38.2410 | reward_npref: 15.2701
[    1200 points] regret_avg: 68.2349 | regret_pref: 77.0000 | reward_optimal: 106.7280 | reward_pref: 38.4931 | reward_npref: 15.6128
[    1205 points] regret_avg: 68.4515 | regret_pref: 77.0000 | reward_optimal: 107.1560 | reward_pref: 38.7045 | reward_npref: 15.6121
[    1210 points] regret_avg: 68.7852 | regret_pref: 77.0000 | reward_optimal: 107.5560 | reward_pref: 38.7708 | reward_npref: 15.6763
[    1215 points] regret_avg: 69.3586 | regret_pref: 78.0000 | reward_optimal: 107.8694 | reward_pref: 38.5108 | reward_npref: 15.4837
[    1220 points] regret_avg: 69.9215 | regret_pref: 78.0000 | reward_optimal: 108.3023 | reward_pref: 38.3808 | reward_npref: 15.3387
[    1225 points] regret_avg: 70.0609 | regret_pref: 78.0000 | reward_optimal: 108.7225 | reward_pref: 38.6616 | reward_npref: 15.5401
[    1230 points] regret_avg: 70.3425 | regret_pref: 78.0000 | reward_optimal: 109.1347 | reward_pref: 38.7922 | reward_npref: 15.5815
[    1235 points] regret_avg: 70.6857 | regret_pref: 78.0000 | reward_optimal: 109.6177 | reward_pref: 38.9320 | reward_npref: 15.6929
[    1240 points] regret_avg: 71.5662 | regret_pref: 78.0000 | reward_optimal: 109.9562 | reward_pref: 38.3901 | reward_npref: 15.0405
[    1245 points] regret_avg: 71.5662 | regret_pref: 78.0000 | reward_optimal: 110.4221 | reward_pref: 38.8560 | reward_npref: 14.8941
[    1250 points] regret_avg: 71.8517 | regret_pref: 78.0000 | reward_optimal: 110.7637 | reward_pref: 38.9120 | reward_npref: 14.8191
[    1255 points] regret_avg: 72.3502 | regret_pref: 78.0000 | reward_optimal: 111.1882 | reward_pref: 38.8380 | reward_npref: 14.5338
[    1260 points] regret_avg: 72.8660 | regret_pref: 78.0000 | reward_optimal: 111.5715 | reward_pref: 38.7055 | reward_npref: 14.3577
[    1265 points] regret_avg: 73.2078 | regret_pref: 79.0000 | reward_optimal: 112.1539 | reward_pref: 38.9461 | reward_npref: 14.7301
[    1270 points] regret_avg: 73.6468 | regret_pref: 79.0000 | reward_optimal: 112.8962 | reward_pref: 39.2494 | reward_npref: 15.0083
[    1275 points] regret_avg: 73.7198 | regret_pref: 79.0000 | reward_optimal: 113.1957 | reward_pref: 39.4759 | reward_npref: 15.1777
[    1280 points] regret_avg: 73.9080 | regret_pref: 80.0000 | reward_optimal: 113.4713 | reward_pref: 39.5633 | reward_npref: 15.2854
[    1285 points] regret_avg: 73.9080 | regret_pref: 80.0000 | reward_optimal: 114.0541 | reward_pref: 40.1460 | reward_npref: 15.3789
[    1290 points] regret_avg: 74.2860 | regret_pref: 81.0000 | reward_optimal: 114.5961 | reward_pref: 40.3101 | reward_npref: 15.5862
[    1295 points] regret_avg: 74.3866 | regret_pref: 81.0000 | reward_optimal: 115.0341 | reward_pref: 40.6475 | reward_npref: 15.8749
[    1300 points] regret_avg: 74.6466 | regret_pref: 81.0000 | reward_optimal: 115.3800 | reward_pref: 40.7334 | reward_npref: 15.9443
[    1305 points] regret_avg: 74.9084 | regret_pref: 82.0000 | reward_optimal: 116.0427 | reward_pref: 41.1343 | reward_npref: 16.3546
[    1310 points] regret_avg: 75.3973 | regret_pref: 82.0000 | reward_optimal: 116.5543 | reward_pref: 41.1570 | reward_npref: 16.3222
[    1315 points] regret_avg: 76.0097 | regret_pref: 83.0000 | reward_optimal: 117.0010 | reward_pref: 40.9913 | reward_npref: 16.2291
[    1320 points] regret_avg: 76.2400 | regret_pref: 84.0000 | reward_optimal: 117.6598 | reward_pref: 41.4198 | reward_npref: 16.6952
[    1325 points] regret_avg: 76.3435 | regret_pref: 84.0000 | reward_optimal: 118.5399 | reward_pref: 42.1965 | reward_npref: 17.4205
[    1330 points] regret_avg: 76.5269 | regret_pref: 84.0000 | reward_optimal: 119.0353 | reward_pref: 42.5085 | reward_npref: 17.6473
[    1335 points] regret_avg: 76.5698 | regret_pref: 84.0000 | reward_optimal: 119.4271 | reward_pref: 42.8573 | reward_npref: 17.8351
[    1340 points] regret_avg: 76.9018 | regret_pref: 85.0000 | reward_optimal: 119.8762 | reward_pref: 42.9744 | reward_npref: 18.0693
[    1345 points] regret_avg: 77.1373 | regret_pref: 85.0000 | reward_optimal: 120.2614 | reward_pref: 43.1241 | reward_npref: 18.2050
[    1350 points] regret_avg: 77.6780 | regret_pref: 85.0000 | reward_optimal: 120.6719 | reward_pref: 42.9939 | reward_npref: 18.0179
[    1355 points] regret_avg: 78.0446 | regret_pref: 86.0000 | reward_optimal: 121.0333 | reward_pref: 42.9886 | reward_npref: 18.1162
[    1360 points] regret_avg: 78.2485 | regret_pref: 86.0000 | reward_optimal: 121.5171 | reward_pref: 43.2686 | reward_npref: 18.3141
[    1365 points] regret_avg: 78.8251 | regret_pref: 87.0000 | reward_optimal: 121.9893 | reward_pref: 43.1641 | reward_npref: 18.3682
[    1370 points] regret_avg: 79.0080 | regret_pref: 88.0000 | reward_optimal: 122.4367 | reward_pref: 43.4287 | reward_npref: 18.8157
[    1375 points] regret_avg: 79.1457 | regret_pref: 88.0000 | reward_optimal: 122.8167 | reward_pref: 43.6710 | reward_npref: 18.9770
[    1380 points] regret_avg: 79.2813 | regret_pref: 88.0000 | reward_optimal: 123.5939 | reward_pref: 44.3126 | reward_npref: 19.4019
[    1385 points] regret_avg: 79.4701 | regret_pref: 88.0000 | reward_optimal: 124.0332 | reward_pref: 44.5631 | reward_npref: 19.6467
[    1390 points] regret_avg: 79.6084 | regret_pref: 88.0000 | reward_optimal: 124.2977 | reward_pref: 44.6893 | reward_npref: 19.7241
[    1395 points] regret_avg: 79.6588 | regret_pref: 88.0000 | reward_optimal: 124.7549 | reward_pref: 45.0961 | reward_npref: 19.9711
[    1400 points] regret_avg: 79.8941 | regret_pref: 89.0000 | reward_optimal: 125.1947 | reward_pref: 45.3007 | reward_npref: 20.2289
[    1405 points] regret_avg: 80.1128 | regret_pref: 90.0000 | reward_optimal: 125.6072 | reward_pref: 45.4945 | reward_npref: 20.4574
[    1410 points] regret_avg: 80.3445 | regret_pref: 91.0000 | reward_optimal: 125.9016 | reward_pref: 45.5571 | reward_npref: 20.5240
[    1415 points] regret_avg: 80.6899 | regret_pref: 92.0000 | reward_optimal: 126.3509 | reward_pref: 45.6610 | reward_npref: 20.7576
[    1420 points] regret_avg: 81.1232 | regret_pref: 93.0000 | reward_optimal: 126.6001 | reward_pref: 45.4769 | reward_npref: 20.8620
[    1425 points] regret_avg: 81.2236 | regret_pref: 93.0000 | reward_optimal: 127.0115 | reward_pref: 45.7879 | reward_npref: 21.1066
[    1430 points] regret_avg: 81.5727 | regret_pref: 94.0000 | reward_optimal: 127.5735 | reward_pref: 46.0007 | reward_npref: 21.4084
[    1435 points] regret_avg: 81.8583 | regret_pref: 94.0000 | reward_optimal: 128.0618 | reward_pref: 46.2035 | reward_npref: 21.0592
[    1440 points] regret_avg: 82.1564 | regret_pref: 94.0000 | reward_optimal: 128.3923 | reward_pref: 46.2358 | reward_npref: 21.0402
[    1445 points] regret_avg: 82.1564 | regret_pref: 94.0000 | reward_optimal: 128.6782 | reward_pref: 46.5218 | reward_npref: 21.2085
[    1450 points] regret_avg: 82.2044 | regret_pref: 95.0000 | reward_optimal: 129.1008 | reward_pref: 46.8963 | reward_npref: 21.6070
[    1455 points] regret_avg: 82.4713 | regret_pref: 95.0000 | reward_optimal: 129.3618 | reward_pref: 46.8904 | reward_npref: 21.5799
[    1460 points] regret_avg: 82.8777 | regret_pref: 95.0000 | reward_optimal: 129.8880 | reward_pref: 47.0103 | reward_npref: 21.6873
[    1465 points] regret_avg: 83.0740 | regret_pref: 95.0000 | reward_optimal: 130.7200 | reward_pref: 47.6460 | reward_npref: 22.1797
[    1470 points] regret_avg: 83.2877 | regret_pref: 95.0000 | reward_optimal: 131.0423 | reward_pref: 47.7547 | reward_npref: 22.2122
[    1475 points] regret_avg: 83.5242 | regret_pref: 95.0000 | reward_optimal: 131.5608 | reward_pref: 48.0366 | reward_npref: 22.3873
[    1480 points] regret_avg: 83.9602 | regret_pref: 96.0000 | reward_optimal: 131.9288 | reward_pref: 47.9686 | reward_npref: 22.3884
[    1485 points] regret_avg: 84.1621 | regret_pref: 96.0000 | reward_optimal: 132.2484 | reward_pref: 48.0863 | reward_npref: 22.5031
[    1490 points] regret_avg: 85.0167 | regret_pref: 97.0000 | reward_optimal: 132.5443 | reward_pref: 47.5276 | reward_npref: 21.9916
[    1495 points] regret_avg: 85.0167 | regret_pref: 97.0000 | reward_optimal: 133.2368 | reward_pref: 48.2201 | reward_npref: 22.2679
[    1500 points] regret_avg: 85.2550 | regret_pref: 97.0000 | reward_optimal: 133.4830 | reward_pref: 48.2280 | reward_npref: 22.0796
[    1505 points] regret_avg: 85.5333 | regret_pref: 97.0000 | reward_optimal: 133.8489 | reward_pref: 48.3156 | reward_npref: 22.1061
[    1510 points] regret_avg: 85.9265 | regret_pref: 97.0000 | reward_optimal: 134.5349 | reward_pref: 48.6084 | reward_npref: 22.3762
[    1515 points] regret_avg: 86.3133 | regret_pref: 97.0000 | reward_optimal: 135.1009 | reward_pref: 48.7875 | reward_npref: 22.5290
[    1520 points] regret_avg: 86.4545 | regret_pref: 97.0000 | reward_optimal: 135.3482 | reward_pref: 48.8937 | reward_npref: 22.5471
[    1525 points] regret_avg: 86.6530 | regret_pref: 97.0000 | reward_optimal: 135.8180 | reward_pref: 49.1651 | reward_npref: 22.7709
[    1530 points] regret_avg: 87.3402 | regret_pref: 97.0000 | reward_optimal: 136.1498 | reward_pref: 48.8095 | reward_npref: 22.2511
[    1535 points] regret_avg: 87.7778 | regret_pref: 97.0000 | reward_optimal: 136.6670 | reward_pref: 48.8893 | reward_npref: 22.3299
[    1540 points] regret_avg: 87.7778 | regret_pref: 97.0000 | reward_optimal: 137.4746 | reward_pref: 49.6969 | reward_npref: 22.9952
[    1545 points] regret_avg: 88.1215 | regret_pref: 98.0000 | reward_optimal: 137.8926 | reward_pref: 49.7711 | reward_npref: 23.0774
[    1550 points] regret_avg: 88.3237 | regret_pref: 98.0000 | reward_optimal: 138.2753 | reward_pref: 49.9516 | reward_npref: 23.2180
[    1555 points] regret_avg: 88.7013 | regret_pref: 99.0000 | reward_optimal: 138.7034 | reward_pref: 50.0021 | reward_npref: 23.6461
[    1560 points] regret_avg: 88.9166 | regret_pref: 99.0000 | reward_optimal: 139.1294 | reward_pref: 50.2128 | reward_npref: 23.8462
[    1565 points] regret_avg: 89.1989 | regret_pref: 100.0000 | reward_optimal: 139.6329 | reward_pref: 50.4340 | reward_npref: 24.1686
[    1570 points] regret_avg: 89.5184 | regret_pref: 100.0000 | reward_optimal: 140.1436 | reward_pref: 50.6252 | reward_npref: 24.3345
[    1575 points] regret_avg: 89.8107 | regret_pref: 100.0000 | reward_optimal: 140.5516 | reward_pref: 50.7409 | reward_npref: 24.3407
[    1580 points] regret_avg: 90.0639 | regret_pref: 100.0000 | reward_optimal: 140.8910 | reward_pref: 50.8271 | reward_npref: 24.2887
[    1585 points] regret_avg: 90.2640 | regret_pref: 100.0000 | reward_optimal: 141.3410 | reward_pref: 51.0770 | reward_npref: 24.4706
[    1590 points] regret_avg: 90.4349 | regret_pref: 101.0000 | reward_optimal: 141.5557 | reward_pref: 51.1208 | reward_npref: 24.5176
[    1595 points] regret_avg: 90.4349 | regret_pref: 101.0000 | reward_optimal: 141.9699 | reward_pref: 51.5350 | reward_npref: 24.7299
[    1600 points] regret_avg: 91.0921 | regret_pref: 102.0000 | reward_optimal: 142.3617 | reward_pref: 51.2696 | reward_npref: 24.4860
[    1605 points] regret_avg: 91.2772 | regret_pref: 102.0000 | reward_optimal: 142.7195 | reward_pref: 51.4423 | reward_npref: 24.6355
[    1610 points] regret_avg: 91.5556 | regret_pref: 102.0000 | reward_optimal: 143.0191 | reward_pref: 51.4636 | reward_npref: 24.5448
[    1615 points] regret_avg: 91.8806 | regret_pref: 103.0000 | reward_optimal: 143.2705 | reward_pref: 51.3899 | reward_npref: 24.7962
[    1620 points] regret_avg: 92.3737 | regret_pref: 104.0000 | reward_optimal: 143.6182 | reward_pref: 51.2445 | reward_npref: 24.6681
[    1625 points] regret_avg: 92.7392 | regret_pref: 105.0000 | reward_optimal: 144.0354 | reward_pref: 51.2962 | reward_npref: 24.7698
[    1630 points] regret_avg: 93.1537 | regret_pref: 105.0000 | reward_optimal: 144.4304 | reward_pref: 51.2767 | reward_npref: 24.7135
[    1635 points] regret_avg: 93.4516 | regret_pref: 105.0000 | reward_optimal: 145.0107 | reward_pref: 51.5591 | reward_npref: 24.6917
[    1640 points] regret_avg: 93.6908 | regret_pref: 105.0000 | reward_optimal: 145.6288 | reward_pref: 51.9380 | reward_npref: 25.0096
[    1645 points] regret_avg: 93.8377 | regret_pref: 105.0000 | reward_optimal: 146.1440 | reward_pref: 52.3063 | reward_npref: 25.2235
[    1650 points] regret_avg: 94.3079 | regret_pref: 105.0000 | reward_optimal: 146.4868 | reward_pref: 52.1790 | reward_npref: 24.6796
[    1655 points] regret_avg: 94.3598 | regret_pref: 105.0000 | reward_optimal: 147.3642 | reward_pref: 53.0044 | reward_npref: 25.0180
[    1660 points] regret_avg: 94.3598 | regret_pref: 105.0000 | reward_optimal: 147.8168 | reward_pref: 53.4570 | reward_npref: 24.6822
[    1665 points] regret_avg: 94.7548 | regret_pref: 105.0000 | reward_optimal: 148.0799 | reward_pref: 53.3251 | reward_npref: 24.2185
[    1670 points] regret_avg: 94.8572 | regret_pref: 105.0000 | reward_optimal: 148.4863 | reward_pref: 53.6292 | reward_npref: 24.4006
[    1675 points] regret_avg: 95.2270 | regret_pref: 105.0000 | reward_optimal: 148.9323 | reward_pref: 53.7052 | reward_npref: 24.3894
[    1680 points] regret_avg: 95.8026 | regret_pref: 106.0000 | reward_optimal: 149.3075 | reward_pref: 53.5049 | reward_npref: 24.5410
[    1685 points] regret_avg: 96.3115 | regret_pref: 106.0000 | reward_optimal: 149.7714 | reward_pref: 53.4599 | reward_npref: 24.3968
[    1690 points] regret_avg: 96.6363 | regret_pref: 107.0000 | reward_optimal: 150.1471 | reward_pref: 53.5108 | reward_npref: 24.4926
[    1695 points] regret_avg: 97.0234 | regret_pref: 107.0000 | reward_optimal: 150.4319 | reward_pref: 53.4086 | reward_npref: 24.0511
[    1700 points] regret_avg: 97.3912 | regret_pref: 107.0000 | reward_optimal: 150.7602 | reward_pref: 53.3689 | reward_npref: 23.8492
[    1705 points] regret_avg: 97.6433 | regret_pref: 108.0000 | reward_optimal: 151.1697 | reward_pref: 53.5264 | reward_npref: 24.0582
[    1710 points] regret_avg: 98.1472 | regret_pref: 108.0000 | reward_optimal: 151.4712 | reward_pref: 53.3240 | reward_npref: 23.7637
[    1715 points] regret_avg: 98.3658 | regret_pref: 108.0000 | reward_optimal: 151.7080 | reward_pref: 53.3422 | reward_npref: 23.7737
[    1720 points] regret_avg: 98.7104 | regret_pref: 108.0000 | reward_optimal: 152.1194 | reward_pref: 53.4090 | reward_npref: 23.7339
[    1725 points] regret_avg: 98.9817 | regret_pref: 109.0000 | reward_optimal: 152.5774 | reward_pref: 53.5956 | reward_npref: 23.9820
[    1730 points] regret_avg: 99.3094 | regret_pref: 110.0000 | reward_optimal: 152.8831 | reward_pref: 53.5737 | reward_npref: 23.9972
[    1735 points] regret_avg: 99.5418 | regret_pref: 110.0000 | reward_optimal: 153.6904 | reward_pref: 54.1486 | reward_npref: 24.2961
[    1740 points] regret_avg: 99.5991 | regret_pref: 110.0000 | reward_optimal: 154.0383 | reward_pref: 54.4391 | reward_npref: 24.4985
[    1745 points] regret_avg: 100.1301 | regret_pref: 111.0000 | reward_optimal: 154.5092 | reward_pref: 54.3791 | reward_npref: 24.5604
[    1750 points] regret_avg: 100.2830 | regret_pref: 111.0000 | reward_optimal: 155.1798 | reward_pref: 54.8968 | reward_npref: 24.9005
[    1755 points] regret_avg: 100.7449 | regret_pref: 112.0000 | reward_optimal: 155.4727 | reward_pref: 54.7278 | reward_npref: 24.8286
[    1760 points] regret_avg: 101.3068 | regret_pref: 113.0000 | reward_optimal: 155.8430 | reward_pref: 54.5362 | reward_npref: 24.6765
[    1765 points] regret_avg: 101.5832 | regret_pref: 114.0000 | reward_optimal: 156.2816 | reward_pref: 54.6984 | reward_npref: 24.8640
[    1770 points] regret_avg: 101.9970 | regret_pref: 114.0000 | reward_optimal: 156.5875 | reward_pref: 54.5905 | reward_npref: 24.7453
[    1775 points] regret_avg: 102.1648 | regret_pref: 115.0000 | reward_optimal: 156.8088 | reward_pref: 54.6440 | reward_npref: 24.8058
[    1780 points] regret_avg: 102.3771 | regret_pref: 115.0000 | reward_optimal: 157.2509 | reward_pref: 54.8739 | reward_npref: 24.9091
[    1785 points] regret_avg: 102.3771 | regret_pref: 115.0000 | reward_optimal: 157.6303 | reward_pref: 55.2532 | reward_npref: 24.8450
[    1790 points] regret_avg: 102.5449 | regret_pref: 115.0000 | reward_optimal: 158.0350 | reward_pref: 55.4900 | reward_npref: 25.0494
[    1795 points] regret_avg: 102.7894 | regret_pref: 116.0000 | reward_optimal: 158.3421 | reward_pref: 55.5527 | reward_npref: 25.1194
[    1800 points] regret_avg: 102.9558 | regret_pref: 116.0000 | reward_optimal: 158.8660 | reward_pref: 55.9101 | reward_npref: 25.4272
[    1805 points] regret_avg: 102.9558 | regret_pref: 116.0000 | reward_optimal: 159.3460 | reward_pref: 56.3902 | reward_npref: 25.4155
[    1810 points] regret_avg: 103.3544 | regret_pref: 116.0000 | reward_optimal: 159.5407 | reward_pref: 56.1863 | reward_npref: 25.0232
[    1815 points] regret_avg: 103.6771 | regret_pref: 117.0000 | reward_optimal: 159.9362 | reward_pref: 56.2590 | reward_npref: 25.1019
[    1820 points] regret_avg: 104.1967 | regret_pref: 117.0000 | reward_optimal: 160.3317 | reward_pref: 56.1350 | reward_npref: 24.7697
[    1825 points] regret_avg: 104.4152 | regret_pref: 117.0000 | reward_optimal: 160.6782 | reward_pref: 56.2630 | reward_npref: 24.6123
[    1830 points] regret_avg: 104.4152 | regret_pref: 117.0000 | reward_optimal: 160.9443 | reward_pref: 56.5291 | reward_npref: 24.5570
[    1835 points] regret_avg: 104.7469 | regret_pref: 118.0000 | reward_optimal: 161.4252 | reward_pref: 56.6782 | reward_npref: 25.0378
[    1840 points] regret_avg: 104.9619 | regret_pref: 118.0000 | reward_optimal: 162.0385 | reward_pref: 57.0766 | reward_npref: 25.2924
[    1845 points] regret_avg: 105.1130 | regret_pref: 118.0000 | reward_optimal: 162.5139 | reward_pref: 57.4008 | reward_npref: 25.5687
[    1850 points] regret_avg: 105.3779 | regret_pref: 119.0000 | reward_optimal: 162.9376 | reward_pref: 57.5596 | reward_npref: 25.7321
[    1855 points] regret_avg: 105.5265 | regret_pref: 119.0000 | reward_optimal: 163.1832 | reward_pref: 57.6566 | reward_npref: 25.8061
[    1860 points] regret_avg: 105.8100 | regret_pref: 119.0000 | reward_optimal: 164.1351 | reward_pref: 58.3252 | reward_npref: 26.2565
[    1865 points] regret_avg: 106.1382 | regret_pref: 120.0000 | reward_optimal: 164.8786 | reward_pref: 58.7404 | reward_npref: 26.7099
[    1870 points] regret_avg: 106.3323 | regret_pref: 120.0000 | reward_optimal: 165.1780 | reward_pref: 58.8457 | reward_npref: 26.2874
[    1875 points] regret_avg: 106.7803 | regret_pref: 121.0000 | reward_optimal: 165.6487 | reward_pref: 58.8685 | reward_npref: 26.3242
[    1880 points] regret_avg: 107.2634 | regret_pref: 121.0000 | reward_optimal: 165.9092 | reward_pref: 58.6457 | reward_npref: 25.9254
[    1885 points] regret_avg: 107.6028 | regret_pref: 121.0000 | reward_optimal: 166.2665 | reward_pref: 58.6637 | reward_npref: 25.6648
[    1890 points] regret_avg: 108.0666 | regret_pref: 121.0000 | reward_optimal: 166.6034 | reward_pref: 58.5368 | reward_npref: 25.4598
[    1895 points] regret_avg: 108.8427 | regret_pref: 121.0000 | reward_optimal: 166.9273 | reward_pref: 58.0846 | reward_npref: 24.8917
[    1900 points] regret_avg: 109.2751 | regret_pref: 121.0000 | reward_optimal: 167.1387 | reward_pref: 57.8636 | reward_npref: 24.5019
[    1905 points] regret_avg: 109.3879 | regret_pref: 121.0000 | reward_optimal: 167.2719 | reward_pref: 57.8841 | reward_npref: 24.1785
[    1910 points] regret_avg: 109.8393 | regret_pref: 122.0000 | reward_optimal: 167.7663 | reward_pref: 57.9269 | reward_npref: 24.3014
[    1915 points] regret_avg: 110.4143 | regret_pref: 123.0000 | reward_optimal: 168.6916 | reward_pref: 58.2773 | reward_npref: 24.6970
[    1920 points] regret_avg: 110.7242 | regret_pref: 124.0000 | reward_optimal: 169.2086 | reward_pref: 58.4843 | reward_npref: 25.0968
[    1925 points] regret_avg: 110.7563 | regret_pref: 124.0000 | reward_optimal: 169.7571 | reward_pref: 59.0008 | reward_npref: 25.2876
[    1930 points] regret_avg: 110.8713 | regret_pref: 124.0000 | reward_optimal: 170.3114 | reward_pref: 59.4401 | reward_npref: 25.6364
[    1935 points] regret_avg: 111.1297 | regret_pref: 125.0000 | reward_optimal: 170.7302 | reward_pref: 59.6005 | reward_npref: 26.0552
[    1940 points] regret_avg: 111.2655 | regret_pref: 125.0000 | reward_optimal: 171.5110 | reward_pref: 60.2455 | reward_npref: 26.6113
[    1945 points] regret_avg: 111.8332 | regret_pref: 125.0000 | reward_optimal: 171.8751 | reward_pref: 60.0419 | reward_npref: 26.2378
