[       5 points] regret_avg: 0.4988 | regret_pref: 1.0000 | reward_optimal: 0.4739 | reward_pref: -0.0249 | reward_npref: 0.1385
[     985 points] regret_avg: 60.6665 | regret_pref: 79.0000 | reward_optimal: 88.4182 | reward_pref: 27.7518 | reward_npref: 18.2695
[     990 points] regret_avg: 60.9691 | regret_pref: 80.0000 | reward_optimal: 88.8203 | reward_pref: 27.8512 | reward_npref: 18.3760
[     995 points] regret_avg: 61.3670 | regret_pref: 80.0000 | reward_optimal: 88.9954 | reward_pref: 27.6285 | reward_npref: 18.0659
[    1000 points] regret_avg: 61.4094 | regret_pref: 80.0000 | reward_optimal: 89.3824 | reward_pref: 27.9729 | reward_npref: 18.2504
[    1005 points] regret_avg: 61.7353 | regret_pref: 81.0000 | reward_optimal: 89.8128 | reward_pref: 28.0775 | reward_npref: 18.3725
[    1010 points] regret_avg: 62.4600 | regret_pref: 81.0000 | reward_optimal: 90.2005 | reward_pref: 27.7405 | reward_npref: 17.7918
[    1015 points] regret_avg: 62.4600 | regret_pref: 81.0000 | reward_optimal: 90.6149 | reward_pref: 28.1549 | reward_npref: 18.0488
[    1020 points] regret_avg: 62.6775 | regret_pref: 81.0000 | reward_optimal: 90.9938 | reward_pref: 28.3164 | reward_npref: 17.7747
[    1025 points] regret_avg: 62.7340 | regret_pref: 81.0000 | reward_optimal: 91.9427 | reward_pref: 29.2087 | reward_npref: 18.2296
[    1030 points] regret_avg: 63.2147 | regret_pref: 82.0000 | reward_optimal: 92.3796 | reward_pref: 29.1650 | reward_npref: 18.2396
[    1035 points] regret_avg: 63.5658 | regret_pref: 83.0000 | reward_optimal: 92.8330 | reward_pref: 29.2672 | reward_npref: 18.4063
[    1040 points] regret_avg: 63.9704 | regret_pref: 84.0000 | reward_optimal: 93.4144 | reward_pref: 29.4440 | reward_npref: 18.6337
[    1045 points] regret_avg: 63.9704 | regret_pref: 84.0000 | reward_optimal: 94.0779 | reward_pref: 30.1075 | reward_npref: 18.8685
[    1050 points] regret_avg: 64.3509 | regret_pref: 85.0000 | reward_optimal: 94.4762 | reward_pref: 30.1253 | reward_npref: 18.9304
[    1055 points] regret_avg: 64.3509 | regret_pref: 85.0000 | reward_optimal: 94.9160 | reward_pref: 30.5651 | reward_npref: 18.9040
[    1060 points] regret_avg: 64.8167 | regret_pref: 86.0000 | reward_optimal: 95.3782 | reward_pref: 30.5615 | reward_npref: 19.0007
[    1065 points] regret_avg: 64.9295 | regret_pref: 87.0000 | reward_optimal: 95.8732 | reward_pref: 30.9437 | reward_npref: 19.4957
[    1070 points] regret_avg: 65.0433 | regret_pref: 87.0000 | reward_optimal: 96.3636 | reward_pref: 31.3203 | reward_npref: 19.6925
[    1075 points] regret_avg: 65.5709 | regret_pref: 88.0000 | reward_optimal: 96.7755 | reward_pref: 31.2047 | reward_npref: 19.7145
[    1080 points] regret_avg: 65.8226 | regret_pref: 88.0000 | reward_optimal: 97.0830 | reward_pref: 31.2603 | reward_npref: 19.6506
[    1085 points] regret_avg: 66.2814 | regret_pref: 88.0000 | reward_optimal: 97.5546 | reward_pref: 31.2732 | reward_npref: 19.5947
[    1090 points] regret_avg: 66.2814 | regret_pref: 88.0000 | reward_optimal: 97.9626 | reward_pref: 31.6812 | reward_npref: 19.7530
[    1095 points] regret_avg: 66.6218 | regret_pref: 88.0000 | reward_optimal: 98.3768 | reward_pref: 31.7550 | reward_npref: 19.7285
[    1100 points] regret_avg: 66.7791 | regret_pref: 89.0000 | reward_optimal: 98.7480 | reward_pref: 31.9689 | reward_npref: 19.9563
[    1105 points] regret_avg: 67.1682 | regret_pref: 89.0000 | reward_optimal: 99.2823 | reward_pref: 32.1141 | reward_npref: 20.0780
[    1110 points] regret_avg: 67.5520 | regret_pref: 89.0000 | reward_optimal: 99.7183 | reward_pref: 32.1663 | reward_npref: 20.0074
[    1115 points] regret_avg: 67.5520 | regret_pref: 89.0000 | reward_optimal: 100.2340 | reward_pref: 32.6820 | reward_npref: 19.9651
[    1120 points] regret_avg: 67.9267 | regret_pref: 90.0000 | reward_optimal: 100.5639 | reward_pref: 32.6372 | reward_npref: 20.1043
[    1125 points] regret_avg: 67.9267 | regret_pref: 90.0000 | reward_optimal: 101.1022 | reward_pref: 33.1755 | reward_npref: 20.3931
[    1130 points] regret_avg: 68.3702 | regret_pref: 91.0000 | reward_optimal: 102.0545 | reward_pref: 33.6843 | reward_npref: 21.1759
[    1135 points] regret_avg: 68.8276 | regret_pref: 91.0000 | reward_optimal: 102.3587 | reward_pref: 33.5310 | reward_npref: 20.7107
[    1140 points] regret_avg: 69.0503 | regret_pref: 91.0000 | reward_optimal: 102.7384 | reward_pref: 33.6881 | reward_npref: 20.8411
[    1145 points] regret_avg: 69.2317 | regret_pref: 92.0000 | reward_optimal: 103.1694 | reward_pref: 33.9377 | reward_npref: 21.1282
[    1150 points] regret_avg: 69.7647 | regret_pref: 93.0000 | reward_optimal: 103.4435 | reward_pref: 33.6788 | reward_npref: 21.0044
[    1155 points] regret_avg: 69.8888 | regret_pref: 93.0000 | reward_optimal: 103.5670 | reward_pref: 33.6782 | reward_npref: 21.0008
[    1160 points] regret_avg: 70.3622 | regret_pref: 93.0000 | reward_optimal: 103.7962 | reward_pref: 33.4340 | reward_npref: 20.6865
[    1165 points] regret_avg: 70.6991 | regret_pref: 94.0000 | reward_optimal: 104.2527 | reward_pref: 33.5537 | reward_npref: 20.9169
[    1170 points] regret_avg: 71.0393 | regret_pref: 94.0000 | reward_optimal: 104.6470 | reward_pref: 33.6077 | reward_npref: 20.9681
[    1175 points] regret_avg: 71.5524 | regret_pref: 95.0000 | reward_optimal: 105.0269 | reward_pref: 33.4745 | reward_npref: 20.9983
[    1180 points] regret_avg: 71.5524 | regret_pref: 95.0000 | reward_optimal: 105.4218 | reward_pref: 33.8694 | reward_npref: 20.9209
[    1185 points] regret_avg: 72.3064 | regret_pref: 96.0000 | reward_optimal: 105.9418 | reward_pref: 33.6354 | reward_npref: 21.1422
[    1190 points] regret_avg: 72.5895 | regret_pref: 96.0000 | reward_optimal: 106.1474 | reward_pref: 33.5579 | reward_npref: 20.9104
[    1195 points] regret_avg: 73.2571 | regret_pref: 96.0000 | reward_optimal: 106.3646 | reward_pref: 33.1075 | reward_npref: 20.4036
[    1200 points] regret_avg: 73.2778 | regret_pref: 96.0000 | reward_optimal: 106.7280 | reward_pref: 33.4503 | reward_npref: 20.6557
[    1205 points] regret_avg: 73.4943 | regret_pref: 96.0000 | reward_optimal: 107.1560 | reward_pref: 33.6617 | reward_npref: 20.6550
[    1210 points] regret_avg: 73.8300 | regret_pref: 97.0000 | reward_optimal: 107.5560 | reward_pref: 33.7259 | reward_npref: 20.7212
[    1215 points] regret_avg: 74.3362 | regret_pref: 97.0000 | reward_optimal: 107.8694 | reward_pref: 33.5333 | reward_npref: 20.4612
[    1220 points] regret_avg: 74.8990 | regret_pref: 97.0000 | reward_optimal: 108.3023 | reward_pref: 33.4033 | reward_npref: 20.3162
[    1225 points] regret_avg: 75.1178 | regret_pref: 98.0000 | reward_optimal: 108.7225 | reward_pref: 33.6048 | reward_npref: 20.5969
[    1230 points] regret_avg: 75.3994 | regret_pref: 98.0000 | reward_optimal: 109.1347 | reward_pref: 33.7353 | reward_npref: 20.6383
[    1235 points] regret_avg: 75.7425 | regret_pref: 98.0000 | reward_optimal: 109.6177 | reward_pref: 33.8752 | reward_npref: 20.7497
[    1240 points] regret_avg: 76.6230 | regret_pref: 98.0000 | reward_optimal: 109.9562 | reward_pref: 33.3333 | reward_npref: 20.0973
[    1245 points] regret_avg: 76.6230 | regret_pref: 98.0000 | reward_optimal: 110.4221 | reward_pref: 33.7992 | reward_npref: 19.9509
[    1250 points] regret_avg: 77.0396 | regret_pref: 99.0000 | reward_optimal: 110.7637 | reward_pref: 33.7241 | reward_npref: 20.0069
[    1255 points] regret_avg: 77.7493 | regret_pref: 100.0000 | reward_optimal: 111.1882 | reward_pref: 33.4389 | reward_npref: 19.9329
[    1260 points] regret_avg: 78.2651 | regret_pref: 100.0000 | reward_optimal: 111.5715 | reward_pref: 33.3064 | reward_npref: 19.7568
[    1265 points] regret_avg: 78.4752 | regret_pref: 100.0000 | reward_optimal: 112.1539 | reward_pref: 33.6788 | reward_npref: 19.9975
[    1270 points] regret_avg: 78.9393 | regret_pref: 101.0000 | reward_optimal: 112.8962 | reward_pref: 33.9569 | reward_npref: 20.3008
[    1275 points] regret_avg: 79.0693 | regret_pref: 102.0000 | reward_optimal: 113.1957 | reward_pref: 34.1264 | reward_npref: 20.5272
[    1280 points] regret_avg: 79.2575 | regret_pref: 103.0000 | reward_optimal: 113.4713 | reward_pref: 34.2138 | reward_npref: 20.6349
[    1285 points] regret_avg: 79.2575 | regret_pref: 103.0000 | reward_optimal: 114.0541 | reward_pref: 34.7965 | reward_npref: 20.7284
[    1290 points] regret_avg: 79.5923 | regret_pref: 103.0000 | reward_optimal: 114.5961 | reward_pref: 35.0038 | reward_npref: 20.8925
[    1295 points] regret_avg: 79.7416 | regret_pref: 104.0000 | reward_optimal: 115.0341 | reward_pref: 35.2925 | reward_npref: 21.2299
[    1300 points] regret_avg: 80.0181 | regret_pref: 105.0000 | reward_optimal: 115.3800 | reward_pref: 35.3619 | reward_npref: 21.3158
[    1305 points] regret_avg: 80.2799 | regret_pref: 106.0000 | reward_optimal: 116.0427 | reward_pref: 35.7628 | reward_npref: 21.7261
[    1310 points] regret_avg: 80.8239 | regret_pref: 107.0000 | reward_optimal: 116.5543 | reward_pref: 35.7305 | reward_npref: 21.7488
[    1315 points] regret_avg: 81.3636 | regret_pref: 107.0000 | reward_optimal: 117.0010 | reward_pref: 35.6373 | reward_npref: 21.5830
[    1320 points] regret_avg: 81.5563 | regret_pref: 107.0000 | reward_optimal: 117.6598 | reward_pref: 36.1035 | reward_npref: 22.0116
[    1325 points] regret_avg: 81.6598 | regret_pref: 107.0000 | reward_optimal: 118.5399 | reward_pref: 36.8801 | reward_npref: 22.7369
[    1330 points] regret_avg: 81.8432 | regret_pref: 107.0000 | reward_optimal: 119.0353 | reward_pref: 37.1921 | reward_npref: 22.9636
[    1335 points] regret_avg: 82.0471 | regret_pref: 108.0000 | reward_optimal: 119.4271 | reward_pref: 37.3800 | reward_npref: 23.3125
[    1340 points] regret_avg: 82.3792 | regret_pref: 109.0000 | reward_optimal: 119.8762 | reward_pref: 37.4970 | reward_npref: 23.5466
[    1345 points] regret_avg: 82.6286 | regret_pref: 110.0000 | reward_optimal: 120.2614 | reward_pref: 37.6328 | reward_npref: 23.6964
[    1350 points] regret_avg: 83.2263 | regret_pref: 111.0000 | reward_optimal: 120.6719 | reward_pref: 37.4456 | reward_npref: 23.5661
[    1355 points] regret_avg: 83.4893 | regret_pref: 111.0000 | reward_optimal: 121.0333 | reward_pref: 37.5439 | reward_npref: 23.5609
[    1360 points] regret_avg: 83.6932 | regret_pref: 111.0000 | reward_optimal: 121.5171 | reward_pref: 37.8239 | reward_npref: 23.7588
[    1365 points] regret_avg: 84.1113 | regret_pref: 111.0000 | reward_optimal: 121.9893 | reward_pref: 37.8780 | reward_npref: 23.6544
[    1370 points] regret_avg: 84.1113 | regret_pref: 111.0000 | reward_optimal: 122.4367 | reward_pref: 38.3254 | reward_npref: 23.9189
[    1375 points] regret_avg: 84.3300 | regret_pref: 112.0000 | reward_optimal: 122.8167 | reward_pref: 38.4867 | reward_npref: 24.1613
[    1380 points] regret_avg: 84.6822 | regret_pref: 113.0000 | reward_optimal: 123.5939 | reward_pref: 38.9117 | reward_npref: 24.8028
[    1385 points] regret_avg: 84.8710 | regret_pref: 113.0000 | reward_optimal: 124.0332 | reward_pref: 39.1622 | reward_npref: 25.0477
[    1390 points] regret_avg: 85.0582 | regret_pref: 114.0000 | reward_optimal: 124.2977 | reward_pref: 39.2395 | reward_npref: 25.1738
[    1395 points] regret_avg: 85.2683 | regret_pref: 115.0000 | reward_optimal: 124.7549 | reward_pref: 39.4866 | reward_npref: 25.5807
[    1400 points] regret_avg: 85.5036 | regret_pref: 116.0000 | reward_optimal: 125.1947 | reward_pref: 39.6911 | reward_npref: 25.8384
[    1405 points] regret_avg: 85.6876 | regret_pref: 116.0000 | reward_optimal: 125.6072 | reward_pref: 39.9197 | reward_npref: 26.0322
[    1410 points] regret_avg: 85.9154 | regret_pref: 116.0000 | reward_optimal: 125.9016 | reward_pref: 39.9863 | reward_npref: 26.0949
[    1415 points] regret_avg: 86.1311 | regret_pref: 116.0000 | reward_optimal: 126.3509 | reward_pref: 40.2199 | reward_npref: 26.1988
[    1420 points] regret_avg: 86.2758 | regret_pref: 116.0000 | reward_optimal: 126.6001 | reward_pref: 40.3243 | reward_npref: 26.0146
[    1425 points] regret_avg: 86.4427 | regret_pref: 117.0000 | reward_optimal: 127.0115 | reward_pref: 40.5688 | reward_npref: 26.3256
[    1430 points] regret_avg: 86.7918 | regret_pref: 118.0000 | reward_optimal: 127.5735 | reward_pref: 40.7817 | reward_npref: 26.6275
[    1435 points] regret_avg: 87.6294 | regret_pref: 119.0000 | reward_optimal: 128.0618 | reward_pref: 40.4325 | reward_npref: 26.8303
[    1440 points] regret_avg: 87.9275 | regret_pref: 119.0000 | reward_optimal: 128.3923 | reward_pref: 40.4648 | reward_npref: 26.8113
[    1445 points] regret_avg: 88.0451 | regret_pref: 120.0000 | reward_optimal: 128.6782 | reward_pref: 40.6331 | reward_npref: 27.0972
[    1450 points] regret_avg: 88.0931 | regret_pref: 121.0000 | reward_optimal: 129.1008 | reward_pref: 41.0076 | reward_npref: 27.4957
[    1455 points] regret_avg: 88.3812 | regret_pref: 122.0000 | reward_optimal: 129.3618 | reward_pref: 40.9805 | reward_npref: 27.4898
[    1460 points] regret_avg: 88.7876 | regret_pref: 122.0000 | reward_optimal: 129.8880 | reward_pref: 41.1004 | reward_npref: 27.5972
[    1465 points] regret_avg: 88.9840 | regret_pref: 122.0000 | reward_optimal: 130.7200 | reward_pref: 41.7361 | reward_npref: 28.0896
[    1470 points] regret_avg: 89.2737 | regret_pref: 123.0000 | reward_optimal: 131.0423 | reward_pref: 41.7686 | reward_npref: 28.1983
[    1475 points] regret_avg: 89.5102 | regret_pref: 123.0000 | reward_optimal: 131.5608 | reward_pref: 42.0505 | reward_npref: 28.3734
[    1480 points] regret_avg: 89.9463 | regret_pref: 124.0000 | reward_optimal: 131.9288 | reward_pref: 41.9825 | reward_npref: 28.3744
[    1485 points] regret_avg: 90.1482 | regret_pref: 124.0000 | reward_optimal: 132.2484 | reward_pref: 42.1002 | reward_npref: 28.4892
[    1490 points] regret_avg: 91.0028 | regret_pref: 125.0000 | reward_optimal: 132.5443 | reward_pref: 41.5415 | reward_npref: 27.9777
[    1495 points] regret_avg: 91.4189 | regret_pref: 126.0000 | reward_optimal: 133.2368 | reward_pref: 41.8178 | reward_npref: 28.6702
[    1500 points] regret_avg: 91.6573 | regret_pref: 126.0000 | reward_optimal: 133.4830 | reward_pref: 41.8257 | reward_npref: 28.4819
[    1505 points] regret_avg: 91.9967 | regret_pref: 127.0000 | reward_optimal: 133.8489 | reward_pref: 41.8522 | reward_npref: 28.5695
[    1510 points] regret_avg: 92.3899 | regret_pref: 127.0000 | reward_optimal: 134.5349 | reward_pref: 42.1450 | reward_npref: 28.8396
[    1515 points] regret_avg: 92.8030 | regret_pref: 128.0000 | reward_optimal: 135.1009 | reward_pref: 42.2978 | reward_npref: 29.0187
[    1520 points] regret_avg: 93.0323 | regret_pref: 129.0000 | reward_optimal: 135.3482 | reward_pref: 42.3159 | reward_npref: 29.1249
[    1525 points] regret_avg: 93.2308 | regret_pref: 129.0000 | reward_optimal: 135.8180 | reward_pref: 42.5872 | reward_npref: 29.3487
[    1530 points] regret_avg: 94.0823 | regret_pref: 130.0000 | reward_optimal: 136.1498 | reward_pref: 42.0675 | reward_npref: 28.9931
[    1535 points] regret_avg: 94.5198 | regret_pref: 130.0000 | reward_optimal: 136.6670 | reward_pref: 42.1472 | reward_npref: 29.0720
[    1540 points] regret_avg: 94.6622 | regret_pref: 131.0000 | reward_optimal: 137.4746 | reward_pref: 42.8124 | reward_npref: 29.8796
[    1545 points] regret_avg: 95.0060 | regret_pref: 132.0000 | reward_optimal: 137.8926 | reward_pref: 42.8867 | reward_npref: 29.9618
[    1550 points] regret_avg: 95.2081 | regret_pref: 132.0000 | reward_optimal: 138.2753 | reward_pref: 43.0671 | reward_npref: 30.1024
[    1555 points] regret_avg: 95.5857 | regret_pref: 133.0000 | reward_optimal: 138.7034 | reward_pref: 43.1176 | reward_npref: 30.5305
[    1560 points] regret_avg: 95.8010 | regret_pref: 133.0000 | reward_optimal: 139.1294 | reward_pref: 43.3284 | reward_npref: 30.7307
[    1565 points] regret_avg: 95.9821 | regret_pref: 133.0000 | reward_optimal: 139.6329 | reward_pref: 43.6508 | reward_npref: 30.9519
[    1570 points] regret_avg: 96.3017 | regret_pref: 133.0000 | reward_optimal: 140.1436 | reward_pref: 43.8420 | reward_npref: 31.1177
[    1575 points] regret_avg: 96.7035 | regret_pref: 134.0000 | reward_optimal: 140.5516 | reward_pref: 43.8481 | reward_npref: 31.2335
[    1580 points] regret_avg: 96.9567 | regret_pref: 134.0000 | reward_optimal: 140.8910 | reward_pref: 43.9343 | reward_npref: 31.1815
[    1585 points] regret_avg: 97.2247 | regret_pref: 135.0000 | reward_optimal: 141.3410 | reward_pref: 44.1163 | reward_npref: 31.4313
[    1590 points] regret_avg: 97.3924 | regret_pref: 135.0000 | reward_optimal: 141.5557 | reward_pref: 44.1633 | reward_npref: 31.4751
[    1595 points] regret_avg: 97.5943 | regret_pref: 136.0000 | reward_optimal: 141.9699 | reward_pref: 44.3756 | reward_npref: 31.8893
[    1600 points] regret_avg: 98.2515 | regret_pref: 137.0000 | reward_optimal: 142.3617 | reward_pref: 44.1102 | reward_npref: 31.6454
[    1605 points] regret_avg: 98.4366 | regret_pref: 137.0000 | reward_optimal: 142.7195 | reward_pref: 44.2829 | reward_npref: 31.7949
[    1610 points] regret_avg: 98.7150 | regret_pref: 137.0000 | reward_optimal: 143.0191 | reward_pref: 44.3042 | reward_npref: 31.7042
[    1615 points] regret_avg: 98.7150 | regret_pref: 137.0000 | reward_optimal: 143.2705 | reward_pref: 44.5555 | reward_npref: 31.6306
[    1620 points] regret_avg: 99.2081 | regret_pref: 138.0000 | reward_optimal: 143.6182 | reward_pref: 44.4101 | reward_npref: 31.5025
[    1625 points] regret_avg: 99.5736 | regret_pref: 139.0000 | reward_optimal: 144.0354 | reward_pref: 44.4618 | reward_npref: 31.6042
[    1630 points] regret_avg: 100.0249 | regret_pref: 140.0000 | reward_optimal: 144.4304 | reward_pref: 44.4055 | reward_npref: 31.5847
[    1635 points] regret_avg: 100.3228 | regret_pref: 140.0000 | reward_optimal: 145.0107 | reward_pref: 44.6879 | reward_npref: 31.5628
[    1640 points] regret_avg: 100.5619 | regret_pref: 140.0000 | reward_optimal: 145.6288 | reward_pref: 45.0668 | reward_npref: 31.8808
[    1645 points] regret_avg: 100.8633 | regret_pref: 141.0000 | reward_optimal: 146.1440 | reward_pref: 45.2808 | reward_npref: 32.2491
[    1650 points] regret_avg: 101.3334 | regret_pref: 141.0000 | reward_optimal: 146.4868 | reward_pref: 45.1534 | reward_npref: 31.7051
[    1655 points] regret_avg: 101.3854 | regret_pref: 141.0000 | reward_optimal: 147.3642 | reward_pref: 45.9789 | reward_npref: 32.0436
[    1660 points] regret_avg: 101.3854 | regret_pref: 141.0000 | reward_optimal: 147.8168 | reward_pref: 46.4315 | reward_npref: 31.7078
[    1665 points] regret_avg: 101.7803 | regret_pref: 141.0000 | reward_optimal: 148.0799 | reward_pref: 46.2996 | reward_npref: 31.2441
[    1670 points] regret_avg: 101.8827 | regret_pref: 141.0000 | reward_optimal: 148.4863 | reward_pref: 46.6036 | reward_npref: 31.4262
[    1675 points] regret_avg: 102.3398 | regret_pref: 142.0000 | reward_optimal: 148.9323 | reward_pref: 46.5924 | reward_npref: 31.5022
[    1680 points] regret_avg: 102.5635 | regret_pref: 142.0000 | reward_optimal: 149.3075 | reward_pref: 46.7440 | reward_npref: 31.3019
[    1685 points] regret_avg: 103.1716 | regret_pref: 143.0000 | reward_optimal: 149.7714 | reward_pref: 46.5998 | reward_npref: 31.2569
[    1690 points] regret_avg: 103.4514 | regret_pref: 143.0000 | reward_optimal: 150.1471 | reward_pref: 46.6956 | reward_npref: 31.3078
[    1695 points] regret_avg: 103.8385 | regret_pref: 143.0000 | reward_optimal: 150.4319 | reward_pref: 46.5934 | reward_npref: 30.8663
[    1700 points] regret_avg: 104.3686 | regret_pref: 144.0000 | reward_optimal: 150.7602 | reward_pref: 46.3915 | reward_npref: 30.8266
[    1705 points] regret_avg: 104.5692 | regret_pref: 144.0000 | reward_optimal: 151.1697 | reward_pref: 46.6005 | reward_npref: 30.9841
[    1710 points] regret_avg: 105.0731 | regret_pref: 144.0000 | reward_optimal: 151.4712 | reward_pref: 46.3981 | reward_npref: 30.6896
[    1715 points] regret_avg: 105.2916 | regret_pref: 144.0000 | reward_optimal: 151.7080 | reward_pref: 46.4163 | reward_npref: 30.6996
[    1720 points] regret_avg: 105.7429 | regret_pref: 145.0000 | reward_optimal: 152.1194 | reward_pref: 46.3765 | reward_npref: 30.7663
[    1725 points] regret_avg: 105.9528 | regret_pref: 145.0000 | reward_optimal: 152.5774 | reward_pref: 46.6246 | reward_npref: 30.9530
[    1730 points] regret_avg: 106.2433 | regret_pref: 145.0000 | reward_optimal: 152.8831 | reward_pref: 46.6398 | reward_npref: 30.9310
[    1735 points] regret_avg: 106.7516 | regret_pref: 146.0000 | reward_optimal: 153.6904 | reward_pref: 46.9388 | reward_npref: 31.5059
[    1740 points] regret_avg: 106.8089 | regret_pref: 146.0000 | reward_optimal: 154.0383 | reward_pref: 47.2294 | reward_npref: 31.7083
[    1745 points] regret_avg: 107.2179 | regret_pref: 146.0000 | reward_optimal: 154.5092 | reward_pref: 47.2913 | reward_npref: 31.6483
[    1750 points] regret_avg: 107.3708 | regret_pref: 146.0000 | reward_optimal: 155.1798 | reward_pref: 47.8089 | reward_npref: 31.9884
[    1755 points] regret_avg: 107.8328 | regret_pref: 147.0000 | reward_optimal: 155.4727 | reward_pref: 47.6399 | reward_npref: 31.9164
[    1760 points] regret_avg: 108.3552 | regret_pref: 147.0000 | reward_optimal: 155.8430 | reward_pref: 47.4878 | reward_npref: 31.7248
[    1765 points] regret_avg: 108.6062 | regret_pref: 147.0000 | reward_optimal: 156.2816 | reward_pref: 47.6754 | reward_npref: 31.8870
[    1770 points] regret_avg: 109.0200 | regret_pref: 147.0000 | reward_optimal: 156.5875 | reward_pref: 47.5674 | reward_npref: 31.7683
[    1775 points] regret_avg: 109.1808 | regret_pref: 147.0000 | reward_optimal: 156.8088 | reward_pref: 47.6279 | reward_npref: 31.8218
[    1780 points] regret_avg: 109.3931 | regret_pref: 147.0000 | reward_optimal: 157.2509 | reward_pref: 47.8578 | reward_npref: 31.9251
[    1785 points] regret_avg: 109.3931 | regret_pref: 147.0000 | reward_optimal: 157.6303 | reward_pref: 48.2372 | reward_npref: 31.8610
[    1790 points] regret_avg: 109.5934 | regret_pref: 148.0000 | reward_optimal: 158.0350 | reward_pref: 48.4416 | reward_npref: 32.0978
[    1795 points] regret_avg: 109.8379 | regret_pref: 149.0000 | reward_optimal: 158.3421 | reward_pref: 48.5043 | reward_npref: 32.1679
[    1800 points] regret_avg: 110.0539 | regret_pref: 150.0000 | reward_optimal: 158.8660 | reward_pref: 48.8121 | reward_npref: 32.5253
[    1805 points] regret_avg: 110.5457 | regret_pref: 151.0000 | reward_optimal: 159.3460 | reward_pref: 48.8003 | reward_npref: 33.0054
[    1810 points] regret_avg: 110.9443 | regret_pref: 151.0000 | reward_optimal: 159.5407 | reward_pref: 48.5964 | reward_npref: 32.6131
[    1815 points] regret_avg: 111.2610 | regret_pref: 151.0000 | reward_optimal: 159.9362 | reward_pref: 48.6751 | reward_npref: 32.6858
[    1820 points] regret_avg: 111.7806 | regret_pref: 151.0000 | reward_optimal: 160.3317 | reward_pref: 48.5511 | reward_npref: 32.3536
[    1825 points] regret_avg: 111.9991 | regret_pref: 151.0000 | reward_optimal: 160.6782 | reward_pref: 48.6791 | reward_npref: 32.1962
[    1830 points] regret_avg: 111.9991 | regret_pref: 151.0000 | reward_optimal: 160.9443 | reward_pref: 48.9452 | reward_npref: 32.1408
[    1835 points] regret_avg: 111.9991 | regret_pref: 151.0000 | reward_optimal: 161.4252 | reward_pref: 49.4261 | reward_npref: 32.2900
[    1840 points] regret_avg: 112.3579 | regret_pref: 152.0000 | reward_optimal: 162.0385 | reward_pref: 49.6806 | reward_npref: 32.6884
[    1845 points] regret_avg: 112.5569 | regret_pref: 153.0000 | reward_optimal: 162.5139 | reward_pref: 49.9569 | reward_npref: 33.0126
[    1850 points] regret_avg: 112.8173 | regret_pref: 153.0000 | reward_optimal: 162.9376 | reward_pref: 50.1203 | reward_npref: 33.1714
[    1855 points] regret_avg: 112.9889 | regret_pref: 154.0000 | reward_optimal: 163.1832 | reward_pref: 50.1943 | reward_npref: 33.2684
[    1860 points] regret_avg: 113.4904 | regret_pref: 155.0000 | reward_optimal: 164.1351 | reward_pref: 50.6447 | reward_npref: 33.9369
[    1865 points] regret_avg: 113.8187 | regret_pref: 156.0000 | reward_optimal: 164.8786 | reward_pref: 51.0600 | reward_npref: 34.3904
[    1870 points] regret_avg: 114.0128 | regret_pref: 156.0000 | reward_optimal: 165.1780 | reward_pref: 51.1652 | reward_npref: 33.9679
[    1875 points] regret_avg: 114.4608 | regret_pref: 157.0000 | reward_optimal: 165.6487 | reward_pref: 51.1880 | reward_npref: 34.0047
[    1880 points] regret_avg: 115.1201 | regret_pref: 158.0000 | reward_optimal: 165.9092 | reward_pref: 50.7891 | reward_npref: 33.7820
[    1885 points] regret_avg: 115.7379 | regret_pref: 159.0000 | reward_optimal: 166.2665 | reward_pref: 50.5285 | reward_npref: 33.7999
[    1890 points] regret_avg: 116.2017 | regret_pref: 159.0000 | reward_optimal: 166.6034 | reward_pref: 50.4017 | reward_npref: 33.5949
[    1895 points] regret_avg: 117.0938 | regret_pref: 160.0000 | reward_optimal: 166.9273 | reward_pref: 49.8335 | reward_npref: 33.1428
[    1900 points] regret_avg: 117.6950 | regret_pref: 161.0000 | reward_optimal: 167.1387 | reward_pref: 49.4437 | reward_npref: 32.9217
[    1905 points] regret_avg: 118.1515 | regret_pref: 162.0000 | reward_optimal: 167.2719 | reward_pref: 49.1204 | reward_npref: 32.9422
[    1910 points] regret_avg: 118.5230 | regret_pref: 162.0000 | reward_optimal: 167.7663 | reward_pref: 49.2433 | reward_npref: 32.9851
[    1915 points] regret_avg: 119.0980 | regret_pref: 163.0000 | reward_optimal: 168.6916 | reward_pref: 49.5936 | reward_npref: 33.3807
[    1920 points] regret_avg: 119.2151 | regret_pref: 163.0000 | reward_optimal: 169.2086 | reward_pref: 49.9935 | reward_npref: 33.5877
[    1925 points] regret_avg: 119.2472 | regret_pref: 163.0000 | reward_optimal: 169.7571 | reward_pref: 50.5099 | reward_npref: 33.7785
[    1930 points] regret_avg: 119.4527 | regret_pref: 164.0000 | reward_optimal: 170.3114 | reward_pref: 50.8587 | reward_npref: 34.2178
[    1935 points] regret_avg: 119.7111 | regret_pref: 165.0000 | reward_optimal: 170.7302 | reward_pref: 51.0191 | reward_npref: 34.6366
[    1940 points] regret_avg: 119.8470 | regret_pref: 165.0000 | reward_optimal: 171.5110 | reward_pref: 51.6641 | reward_npref: 35.1928
[    1945 points] regret_avg: 120.4146 | regret_pref: 165.0000 | reward_optimal: 171.8751 | reward_pref: 51.4605 | reward_npref: 34.8193
